filename,id,2HG M0,2HG M1,2HG M2,2HG M3,2HG M4,2HG M5,2OG M0,2OG M1,2OG M2,2OG M3,2OG M4,2OG M5,3PG M0,3PG M1,3PG M2,3PG M3,aconitate M0,aconitate M1,aconitate M2,aconitate M3,aconitate M4,aconitate M5,aconitate M6,alanine M0,alanine M1,alanine M2,alanine M3,aspartate M0,aspartate M1,aspartate M2,aspartate M3,aspartate M4,citrate M0,citrate M1,citrate M2,citrate M3,citrate M4,citrate M5,citrate M6,FBP M0,FBP M1,FBP M2,FBP M3,FBP M4,FBP M5,FBP M6,G3P M0,G3P M1,G3P M2,G3P M3,glutamate M0,glutamate M1,glutamate M2,glutamate M3,glutamate M4,glutamate M5,glutamine M0,glutamine M1,glutamine M2,glutamine M3,glutamine M4,glutamine M5,lactate M0,lactate M1,lactate M2,lactate M3,malate M0,malate M1,malate M2,malate M3,malate M4,palmitate M0,palmitate M1,palmitate M2,palmitate M3,palmitate M4,palmitate M5,palmitate M6,palmitate M7,palmitate M8,PEP M0,PEP M1,PEP M2,PEP M3,pyruvate M0,pyruvate M1,pyruvate M2,pyruvate M3,sedoheptulose M0,sedoheptulose M1,sedoheptulose M2,sedoheptulose M3,sedoheptulose M4,sedoheptulose M5,sedoheptulose M6,sedoheptulose M7,serine M0,serine M1,serine M2,serine M3,succinate M0,succinate M1,succinate M2,succinate M3,succinate M4
1,glc2 21% 1 a,67977724.87,811044.2005,12886.85181,0,0,0,2622540.37,93350.7933,0,0,0,0,4561210.189,71528.18584,3608645.06,0,14345189.26,1019081.442,3402223.272,186345.0223,329640.0786,0,0,6079259.45,336739.6166,374900.4528,0,262901487.9,19107975,37247103.66,2798656.518,1270682.46,78061230.7,8425355.056,29309200.17,2538923.695,3024921.502,71349.7378,0,692436.571,0,11631395.54,285930.5925,725028.8266,0,0,1510254.387,198430.2611,802459.9842,0,678674500.2,57280571.37,95862824.98,9894790.591,7971806.322,876955.1466,434259296.5,24028602.94,1261800.13,0,0,875839.8897,329504817.4,12359663.43,38423272.24,429023.9652,145549833.8,8921643.742,13737174.06,459212.6487,264576.2331,114825598,16510236.63,684109.9383,0,0,0,0,0,0,767555.4488,0,3737894.421,0,82941801.07,2935145.537,11132633.09,45249.50881,28944.76036,0,0,0,0,0,0,0,25160316.56,671789.9401,224715.095,0,32534493.01,944345.289,363119.9225,0,60074.36563
2,glc2 21% 1 b,10404053.56,806631.2354,89163.59952,0,0,0,1934370.878,0,0,0,0,0,4526294.992,54815.91568,3521770.9,0,14938276.15,1295646.717,3840985.241,344409.722,409666.2585,0,0,5637046.284,222385.2951,263478.17,0,235916608.5,17576525.83,33948477.97,2349305.545,1117839.315,110643051.8,12130818.1,41846291.83,3648705.895,4332531.696,255930.3805,0,743061.9092,0,12096171.32,269301.0489,866584.4636,0,0,1481615.018,122778.0554,735382.3478,0,913998013,77232759.02,128104384.9,13915174.41,11052788.84,1711554.732,418824632.8,22711451.1,1713900.39,0,0,719885.733,541719356.3,19406064.23,35689195.05,310473.9665,135434026,8367915.897,12420974.83,472293.9984,156116.8587,167696054.2,27759090.34,2088301.633,0,0,0,0,0,0,799008.3499,0,5336869.773,24018.78131,34004328.96,1373479.573,5972586.41,0,10302.37667,0,0,0,0,0,0,0,19320396.28,501366.7647,161598.1808,0,18208041.22,1178644.193,388217.1174,0,66546.28945
3,glc2 21% 1 c,7649955.95,641502.7412,63513.19276,0,0,0,2743071.063,0,0,0,0,0,4069428.152,51069.99857,3297258.718,0,14187994.04,1284953.482,3818445.649,318448.8236,390937.0997,0,0,5678043.948,196544.7741,301051.9027,0,236793527.1,17303699.64,33083286.74,2182440.132,1077874.43,111408434.2,11918808.93,41330807.85,3707316.73,3929231.469,179967.2326,0,582657.5156,49115.74846,11171793.85,208283.1952,887754.149,0,0,1409882.344,212975.5936,754113.0364,0,946363867.7,79743165.82,129627613.2,13488435.26,10954851.02,1199696.443,425456323.6,23274449.09,1735871.74,0,0,0,393374189.2,14435104.6,32433010.8,312858.4045,128925626.1,8272169.069,11749045.77,567497.84,109191.0881,167481128.5,38741380.14,2678672.271,0,0,0,0,0,0,781035.6969,0,4571827.876,0,23122439.56,807241.7201,4390997.146,0,36325.8718,0,0,0,0,0,0,0,21612887.57,521957.546,144631.1522,0,29149781.86,974742.9173,346648.9467,0,0
4,glc2 21% 2 a,55125558.57,1107571.762,322484.1346,0,0,0,8191463.426,0,0,0,0,0,7482370.428,168371.1818,6629234.705,0,16779217.21,1923119.512,8547942.481,1080244.408,1246721.118,0,0,9105553.299,755993.2694,1056820.31,44637.74337,428855114.9,39991534.45,91606447.65,9424879.959,4769275.605,115509212.6,15685603.97,68167965.6,7577155.981,10594245.4,971569.6097,124919.1728,778176.8986,0,16508897.37,425435.1497,1318987.983,0,0,2167271.548,521438.587,1624058.796,41831.85974,1070784002,102507770.5,214520762.8,29958370.86,26739777.98,3356455.394,791429630.5,43372888.96,3848838.426,273553.6443,0,426419.445,542771775.8,22271262.61,132144206,2019905.458,186003174.6,14663678.98,31639110.56,2888403.279,1179955.913,171078963.5,33632466.38,4477296.237,0,0,0,0,0,0,1596797.881,0,5123925.152,24428.11468,90868692.25,4139850.137,37950265.14,449600.6376,0,0,0,0,0,0,0,0,39519296.14,1194927.679,385387.8972,0,18382206.68,931453.9422,622144.5497,0,0
5,glc2 21% 2 b,76026165.29,3099380.418,385907.9096,0,0,0,5401605.23,24242.07726,0,0,0,0,7846347.631,138059.9185,6843065.798,0,19218675.38,1933665.795,8438919.7,807499.2837,1216430.242,0,0,9528611.523,650227.646,948064.7216,0,424479908.8,39294022.07,89122631.69,9177828.499,4497712.128,121510393.5,17433574.72,70114662.39,7980423.346,10522918.12,845418.0299,73957.16821,651124.9619,39483.39993,15033930.92,272882.9601,885406.1977,0,0,2233440.888,359982.8326,1673682.734,0,1136760555,111331604.2,226714588.2,32495225.85,27838526.83,3407692.914,813881377,45492007.14,4263288.439,0,0,540851.4573,1037961767,38689954.04,115637685.3,1808172.202,190544332.6,15270694.93,30798081.8,2564945.225,1205134.662,210704672,37108471.47,3465248.444,0,0,0,0,0,0,1340385.198,0,5028294.115,0,74484780.11,2861966.857,21870861.51,178964.1702,0,0,0,0,0,0,0,0,40527140.73,1255302.064,349864.3807,0,18612277.73,1132414.863,795178.9986,51450.24628,155997.062
6,glc2 21% 2 c,8495634.103,3065019.274,361279.7211,0,0,0,8441529.726,0,331871.997,0,0,0,7988692.406,183777.0595,6860370.654,0,21571397.54,2481837.925,11242171.91,1335890.085,1783301.875,77169.81965,0,10213229.58,818152.9734,1109701.601,0,476309299.7,42764782.39,97700871.72,10759739.05,5172014.867,166851092.1,23027307.79,101252857.7,11697556.21,16223744.84,1457855.008,526765.2953,754159.9283,32426.26606,16023297.37,419256.0524,1193049.865,0,0,2195963.016,634687.878,1534402.064,0,1198347409,114903755.6,243246603.8,35356965.88,31298645.56,3932518.674,820382209.6,45265174.35,4588924.106,0,130774.3058,383560.1566,1080196041,40498146.88,107687450,1664014.229,185141996.9,16297305.29,34077057.68,3124535.704,1314847.775,192542744.8,29752746.84,3941203.813,0,0,0,0,0,0,1489785.912,28948.78428,4976566.487,0,65239808.91,2819676.644,20140296.91,135312.4415,22117.46482,0,0,0,0,0,26263.05318,0,59663754.25,1889208.848,472205.9059,0,33263587.7,998409.7408,704283.1893,76090.12986,130435.1204
7,glc2 21% 3 a,64563956.58,3433350.448,1260811.462,81360.27562,94472.51964,0,20757038.25,738522.584,2603638.304,0,0,0,14755587.94,559861.4729,13153898.19,45810.01198,28861849.8,3680003.854,19933839.43,2360479.328,3865068.176,246482.0372,43324.01695,17421483.53,1449364.205,2118335.767,64779.08835,730068686.9,66787164.02,180925581.9,19057398.35,11011723.75,255587672.5,36333544.15,185673797.4,21519997.23,35185535.38,3145611.113,1316076.28,1775294.286,194787.271,28780902.29,1151369.305,2836545.452,0,0,3361841.581,880584.023,3471764.056,0,1963783607,180941129.6,405978730.8,59441711.92,61840420.72,8668082.486,1003308829,55467116.84,6243613.637,0,442904.1299,698673.3355,1201172536,50084989.62,309423829.1,5739144.088,396632056.7,35846641.83,95113329.5,9167565.102,4830215.418,442566235.9,77134554.08,7646892.108,0,0,0,0,0,0,2423060.577,68897.41057,5077526.917,0,86902880.57,4210020.429,44008705.49,667479.1164,37976.90384,0,0,0,0,0,0,0,68995274.81,2435981.094,1043126.031,0,33276259.83,1297357.006,1439542.33,192846.7513,195597.4259
8,glc2 21% 3 b,55484174.82,3326855.305,1246570.894,143743.0061,143382.3072,0,23277981.75,771538.7888,3008359.131,193116.8525,0,0,16543898.64,646837.7797,14758175.88,74621.77303,30172732.27,3967567.699,20488135.32,2325019.557,3763091.717,228965.8613,0,14967080.39,1365420.957,1903244.143,71891.98025,691555759.4,64581173.23,171545223.2,18881886.68,10424610.48,257783380.8,36991276.34,189966836,22528365.41,36945505.6,3602473.57,1695271.78,2234916.57,232996.858,32569059.89,1268681.01,3397637.306,36956.14157,0,3161409.751,908669.6309,3015123.482,44216.28858,1853580566,175465303,392341777.7,60310553.91,60663733.68,7728220.944,938912333.5,50956295.74,6259426.985,0,143519.0029,357188.5854,1513028643,61935437.12,301283453.2,5685584.197,390304985.8,37586159.67,96593186.3,9577612.187,5751426.744,290433565.9,44782935.2,4148243.541,0,0,0,0,0,0,2682117.236,55115.20352,5188294.574,39868.82982,108473421.9,4969934.796,48215438.35,786893.4679,108814.7447,0,0,0,0,0,0,0,63115596.51,2277050.006,954351.4114,0,32787107.71,1428677.908,1579730.521,199401.6108,245544.3471
9,glc2 21% 3 c,57608202.85,3437124.913,1382929.326,106026.8327,153185.025,0,22462016.33,1008005.406,1569774.833,0,0,0,17834420.82,661976.3608,16048852.54,132184.5511,29544994.09,3706700.089,20290382.41,2245471.865,3954779.108,301061.2067,0,17661049.55,1603919.744,2340506.911,63026.20364,781188496.6,72741018.07,194099571.5,21362252.1,13384653.03,253452817,36058918.45,185555653.9,21965488.95,35582333.65,3504297.838,1423733.428,2793976.597,252766.0388,35665340.25,1537119.389,3844631.898,18705.44814,0,3766904.898,891012.8031,3538889.65,69392.34908,2047789638,190722241.9,425144129.9,66850169.26,66097491.05,13663854.85,1134719447,63107831.89,7430650.784,0,594542.5774,4601805.914,829242983.2,37934679.26,307544367.7,5947631.172,393726967.8,36326262.61,97721594.43,9876790.735,5770690.7,220643168.9,37495165.8,4747252.233,0,0,0,0,0,0,2863958.063,56609.09848,4611505.918,21877.69277,83826514.1,4216767.997,48808618.87,811058.1206,19550.20702,0,49282.00397,0,0,0,9912.674942,0,67179073.16,2252746.616,1078875.105,0,32613217.8,1273403.376,1575807.396,282377.6468,331608.9505
10,glc2 21% 4 a,82387219.18,4151295.564,3401970.266,461920.5014,495006.9593,0,28539878.63,1482535.719,4675965.728,167942.5102,348674.6308,0,25155084.14,1135003.238,23682074.69,227877.159,38284861.38,5482215.146,27385599.78,3190897.836,5086097.486,438534.9091,0,29760601.95,2519038.204,3421748.936,226893.1941,1220623401,113330809.5,281231754.1,31837795.08,17709497.62,326848212,48284655.19,234835103.3,28612408.58,44114605.27,4670774.03,1885144.167,3251187.748,291338.1485,40087914.28,1845903.717,4533231.397,25131.04906,0,7742011.777,1099398.038,7664397.81,0,2937575520,272343047.1,588861546.1,90359708.87,87742751.09,12115116.66,1256580589,68579953.62,9252874.148,428027.7651,691826.5488,374404.2968,2635882593,114107240.6,619934591.8,14205437.32,602707228.7,55659438.19,143173274.5,15234015.07,8005073.867,735411099.4,113672277.6,11008239.32,0,0,0,0,0,0,4181183.025,145382.016,6048469.255,115067.7469,120683685.9,5987036.633,49215292.48,890934.4631,312853.4589,0,133312.7872,0,0,0,0,0,108988235.7,4557662.354,3338113.143,0,44800909.95,2028657.469,2938371.828,415207.238,374284.1252
