filename,id,2HG_M0,2HG_M1,2HG_M2,2HG_M3,2HG_M4,2HG_M5,2OG_M0,2OG_M1,2OG_M2,2OG_M3,2OG_M4,2OG_M5,alanine_M0,alanine_M1,alanine_M2,alanine_M3,aspartate_M0,aspartate_M1,aspartate_M2,aspartate_M3,aspartate_M4,citrate_M0,citrate_M1,citrate_M2,citrate_M3,citrate_M4,citrate_M5,citrate_M6,glutamate_M0,glutamate_M1,glutamate_M2,glutamate_M3,glutamate_M4,glutamate_M5,glutamine_M0,glutamine_M1,glutamine_M2,glutamine_M3,glutamine_M4,glutamine_M5,lactate_M0,lactate_M1,lactate_M2,lactate_M3,malate_M0,malate_M1,malate_M2,malate_M3,malate_M4,pyruvate_M0,pyruvate_M1,pyruvate_M2,pyruvate_M3,serine_M0,serine_M1,serine_M2,serine_M3,succinate_M0,succinate_M1,succinate_M2,succinate_M3,succinate_M4
11,lac3 21% 1 b,2258218.62,157159.8054,46230.04612,2636.994013,2376.308198,9834.444253,1997094.96,141536.4921,252604.4563,33631.3355,23376.68088,23227.17896,136269.0241,0,4757.971483,1578.293396,21332854.13,1289215.526,1478304.147,2037445.364,146055.3803,48232084.63,4350725.685,13437576.08,3013442.744,1273475.909,1559860.775,73977.92921,90435149.71,6713216.803,11895581.69,1711447.011,1193456.42,587120.3018,155753751.4,10003254.98,196715.6858,0,0,7583.999804,384793988,14675349.23,5188793.874,258013779.5,35287866.82,2124261.178,2469886.839,3264250.595,253873.1755,11147410.33,495373.9107,3342.175248,5587081.427,3877751.505,154179.022,0,12850.21478,962800.64,51785.80053,28559.63192,0,0
12,lac3 21% 1 c,2032925.749,139981.8833,42678.54287,3242.210326,1932.585568,11354.39765,1850762.207,136147.4019,233910.0942,26821.12025,19324.66403,24621.13108,241183.1782,402.8091178,3328.240782,415231.7978,20546066.87,1281116.322,1426011.388,1982735.278,136676.514,48239114.22,4346526.67,13782643.9,3106437.495,1234777.569,1569147.983,70129.59569,94553935.63,7170822.694,12331960.59,1830303.783,1173194.474,613495.7956,187304351.7,12087296.49,247239.094,768.739336,0,1860.700524,321386303.7,12183906.1,5698672.87,289128223.1,39569326.27,2367796.901,2577476.364,3468978.474,263780.6356,8436612.567,365135.8492,3025.491601,4432234.471,3482782.19,155113.7861,0,12161.99852,722345.8142,43022.12318,43496.73001,0,3076482.624
13,glc2 0.5% 1 a,2098840.761,153431.7498,44874.23894,469.848296,1144.81703,9099.912923,2170603.385,148267.2619,227081.503,8249.403942,21987.56945,10058.31798,141746.0386,3699.219945,143350.7589,2652.709466,27410911.12,1494940.84,2175445.22,63765.12128,16137.81908,55087055.78,4771890.318,8685822.682,564399.3771,870031.7996,39783.92856,205.5285761,85759956.41,5986744.892,9102975.238,446411.0477,800132.888,7466.773691,232769004.3,14777356.19,260325.809,0,0,1938.260756,1123852093,42662677,34170430.66,532768.6615,27901899.89,1528546.311,2409879.97,76458.42277,26765.953,24863709.5,1154918.468,3482207.362,24606.57294,11727880.9,478479.8343,147813.1254,1628.099656,737918.0561,21873.63005,14340.92848,0,0
14,glc2 0.5% 1 b,1952297.722,135305.8002,31171.85356,0,1032.573586,2523.553788,1722580.675,112562.2829,171257.4049,5100.089308,14041.231,2931.862697,197315.667,2863.087952,108491.2752,1138.538021,15623370.22,873418.3967,1535910.131,46921.98196,15207.69176,49869019.15,4344286.378,7154027.781,434628.1722,681680.6763,11444.70952,0,56895377.14,4010203.571,6128140.771,304332.5757,513688.0307,0,166501569.5,10664216.4,196352.4788,0,0,2323.515745,211341912.7,8681629.91,24791517.25,572744.9756,25587465.63,1397117.871,2119597.987,70386.19745,22179.10472,10461312.79,545275.5527,2304576.502,13585.1809,3014237.334,152063.144,96362.2524,610.0847648,656098.6968,16869.24437,3580.711998,0,1001538.518
15,glc2 0.5% 1 c,1885477.952,139918.3037,40753.50732,0,0,2702.727531,2128804.202,148589.8714,232399.1896,8481.363372,17944.79851,0,1121600.918,899.1878303,132354.12,1828.913515,21613333.27,1201708.19,2131644.259,69203.95975,22619.90958,55864020.62,4868640.486,9337599.536,556140.1301,857939.7092,8871.271879,354.8583558,86420747.05,6103218.187,9393121.584,463395.6898,748667.8831,0,238946892.1,15306110.13,242669.4413,0,0,0,497578431.3,19424247.73,29328462.98,680825.0941,26453271.79,1515854.295,2496939.161,79603.44984,24817.22375,14922502.75,774087.089,2598412.4,17802.2241,5082091.342,216301.1836,121503.0198,0,1016866.836,60501.68825,5822.984175,0,868409.1338
16,glc6 0.5% 1 a,2050127.228,141249.2758,66766.42117,12128.17167,8001.34387,20710.78425,2062189.425,140903.1751,362950.6748,75081.64979,55858.01813,56270.42158,85534.96774,610.9392055,7237.837179,397752.4562,23920217.99,1299933.721,1014043.471,4882166.91,177405.3999,45874255.02,4070341.86,11417013.6,4396294.575,1024077.946,2833366.125,69328.8284,87335127.28,6369055.93,15447570.58,3104955.17,2327508.705,1511487.062,244811227.4,15795387.61,284626.0288,0,0,1909.126813,305978100.8,11699675.98,2277331.876,75818382.04,23694721.88,1315966.172,1072686.778,4393359.267,189834.2942,10970052.51,512357.6563,80358.47004,7718678.659,4897190.792,130658.1043,21403.03112,376666.1491,818081.1598,5964.003321,18413.14226,0,0
17,glc6 0.5% 1 b,2107441.317,137610.1572,64224.56515,10930.31167,5316.102382,16320.03629,1911115.54,130666.8191,351267.9436,69258.79464,57431.03871,43042.1954,156082.362,601.657116,0,478.6969149,19055611.41,1065677.192,884686.6049,3656552.831,146885.7051,48002430.53,4224998.95,11419242.82,4342510.897,1055773.677,2799702.285,75477.96085,66615783.89,4921080.39,12502384.89,2479738.874,1776138.102,1234683.541,190538258.3,12274730.79,212694.1235,0,0,0,319133810.2,12148879.4,3053402.675,77105811,23284676.8,1294130.778,1129592.119,4145194.144,175425.3212,11056306.44,511306.6138,149944.3432,7609532.58,3649295.301,98133.54394,19837.81447,303167.0861,632372.2872,20613.84579,24944.57381,0,0
18,glc6 0.5% 1 c,2417131.226,125762.2678,13345.7328,11499.56841,0,2796.66682,1642660.146,113356.3148,293704.3586,61845.27475,44428.80187,43257.08986,173468.4293,838.6289033,0,455.2131181,17117570.13,951729.6326,769033.4057,3351692.569,132266.82,64628024.07,5514307.345,9322650.701,3709692.934,846618.7773,2347231.718,54821.28059,98649.21889,20381.63281,11526867.56,2319633.196,1649283.019,1136457.197,170049129.3,10755389.16,199977.1642,0,0,490.6761408,220636312.6,8532376.307,2453.762814,51647454.28,20875643.77,1141938.777,926183.639,3532567.339,157671.3408,89027.16031,1702.830306,0,0,3298620.463,77358.55898,8440.993176,210012.1541,468724.6431,2362.567549,5057.985891,0,0
19,q5 0.5% 1 a,1669036.313,116136.6572,2462.968096,18621.9164,8399.358667,371019.06,727383.9192,44628.49029,22313.18277,109583.6772,58586.24749,2079032.495,226158.6049,4581.733252,0,1597.204598,16023175.36,873777.6541,281364.1635,1048938.899,2185925.902,47805845.77,3925357.784,372344.3991,1774207.541,3129919.449,5249268.908,39946.44589,23827384.36,1713781.62,981371.9683,3753316.989,2044254.718,68420641.66,418477.0272,0,0,39539.66965,7645130.472,268347422.5,271256717.8,10551816.72,1762.591113,67607.56309,21193762.99,1135259.964,301010.8526,1199489.934,2949530.355,11191758.41,496067.1518,0,1210.957635,3667212.111,132241.4025,0,0,438387.9181,4417.311293,0,0,950919.4331
20,q5 0.5% 1 b,1876620.671,124174.2847,3333.674496,21974.98434,9058.291786,423043.9073,878927.8072,50637.15239,25954.38774,132830.3205,62506.47916,2368626.546,174117.1597,4391.087407,0,1337.330139,18358297.75,988008.973,309854.2312,1165228.898,2451567.944,49459108.78,4098632.514,424448.3832,2106725.788,3751159.556,6267996.193,49596.64238,29085842.78,2072009.643,1134864.04,4768778.614,2351029.143,80437925.82,1956509.88,38939.43572,0,64153.63869,11873093.02,412781035.8,303533612.2,11643572.22,51107.04709,552.6912225,25272960.23,1378526.827,368171.2555,1383153.793,3500863.635,16525492.73,716906.5108,0,779.9640918,4485744.848,145785.2414,0,0,559649.1633,18518.7776,0,0,898214.4847
21,q5 0.5% 1 c,2092310.831,136784.7774,4087.69778,22898.17798,7982.093955,433847.4598,935398.7584,58324.34324,25668.88175,138034.9968,61602.13008,2387471.709,126397.4452,55656.06008,0,2601.299903,21288247.08,1134347.051,349600.9238,1280643.193,2754871.341,51892351.5,4282910.477,421201.7125,2124939.683,3919278.364,6400861.811,51965.89776,32226625.11,2239190.589,1171142.967,5101233.725,2564770.303,87610687.55,1377960.444,21481.37324,0,56429.74037,14250956.19,500044799.5,365920619.3,14337329.43,73192.61679,407663.1012,28282289.54,1399362.391,360703.6226,1281029.411,3424506.086,19877027.92,869114.9736,0,5551.033894,5181048.888,169033.9224,0,0,505626.6977,20261.13342,2470.758763,0,687629.1934
22,lac3 0.5% 1 a,2674268.186,183491.3104,92366.58633,12089.2133,10883.54325,18763.96304,2202983.491,152841.3461,434737.3183,64452.14226,56936.91884,55734.01049,109494.9987,6835.885708,0,0,20528059.1,1121232.427,740381.3918,2450247.272,101739.0108,48113949.81,4176005.214,12909689.76,3409576.481,1032287.598,2445778.105,67531.8411,87999399.18,6460033.454,18044884.48,2785268.189,2124555.281,1531544.988,372719184.3,24066441.18,406547.7407,0,0,249039.1729,565065603,21168506.43,15208689.12,776728462.2,27840747.66,1562323.255,1012673.952,3074191.44,153684.6124,17845707.3,778364.6197,90016.55095,11732952.51,5917724.55,249056.2781,702.726689,19020.94878,41545.34735,23549.36204,48597.0377,0,2612756.172
23,lac3 0.5% 1 b,2814521.784,194301.0504,75443.83667,14819.1307,5311.164085,13629.38241,2042982.907,133086.4127,384569.4841,63082.16805,52512.92226,48833.95161,104340.772,4407.515708,352.6846085,376985.8051,18147974.45,1016867.13,633562.67,2145882.882,95862.54228,48007337.27,4164130.316,11717891.21,3206169.351,934405.4748,2213755.133,62367.69826,73313247.52,5282285.461,15207846.88,2423905.872,1863852.833,1271358.93,338981851.6,22109602.27,344779.4202,0,0,20579.42486,705601266.7,26100959.37,13841337.38,703666403.4,31373095.34,1726440.159,1009003.986,2925421.355,147441.1203,19440045.47,891948.2687,102817.7239,10763022.46,6315984.13,269380.2505,1122.168033,11591.06158,1022759.483,58097.4402,12672.46199,0,2398662.393
24,lac3 0.5% 1 c,2563838.865,176497.2875,74491.67458,18113.31567,6694.328177,0,2066873.769,147743.9532,399337.6345,63696.8258,56751.65163,49029.69157,21127.35649,666.496315,2087.408766,1009.562384,24004467.28,1315606.42,743124.7451,2494592.419,113356.982,43785053.25,3779930.372,11149447.45,3086781.377,852495.1312,2086884.835,51873.79757,85538762.15,6325763.045,17943405.13,2735998.589,2199620.483,1517874.782,678037775.3,43208061.39,835101.8885,0,0,2269.225922,789412795.8,29191290.06,30094119.56,1520999208,31767076.91,1714640.508,1057425.282,2977545.334,164511.8125,37952851.96,1687808.478,413099.7404,25900491.33,10369920.99,407893.7343,1660.641289,21199.70849,739058.4004,43953.39011,27251.77071,0,2996730.757
25,glc2 21% 2 a,2368485.21,159756.1575,59643.38981,2353.254747,0,2660.151312,2977359.659,219258.3321,311395.6145,18212.97993,27112.38697,5690.096585,148154.0323,2838.214214,444234.5133,417.5113325,33460338.93,2110657.696,4100359.554,226371.2769,114224.0586,58565166.89,5717687.23,16525823.56,1248518.102,1868184.218,143292.9775,9900.605885,128438629.6,9798310.086,13419676.42,1023232.132,1264491.215,2281.836481,277269459.2,18048044.86,343442.8776,0,0,0,497859632.9,20669109.89,64114735.83,1388894.56,46339482.22,2940959.213,5483985.003,297991.0256,163356.7688,32488303.37,1840899.061,15090806.42,282136.9281,5057616.753,260755.9211,255903.6103,783.6900828,1121602.829,28770.8117,45825.64382,0,1561518.469
26,glc2 21% 2 b,2489518.262,193517.8038,76204.01801,638.8790866,674.8906027,6061.940592,3444303.901,253382.9591,373842.3623,23294.53367,33124.30464,15347.10933,81640.80402,452.287742,463588.9515,11745.08665,37106181.34,2374612.652,4626096.34,242002.4668,119505.5468,57202815.46,5633128.674,17477374.87,1272364.13,1976319.501,108172.0611,359.3294719,143691858.5,10874180.97,14785018.99,1196548.866,1360501.263,18365.97746,311983421.8,20138991.56,363783.0439,0,0,1733.178315,409993989.9,17570683.53,71908916.97,1617044.314,53524810.76,3359407.591,6285205.98,351428.707,196907.5428,32885196.15,1770334.942,15064050.43,256086.5053,3979784.054,205144.1732,282726.0835,977.9860673,1389303.168,88315.8555,64130.09023,0,2015786.099
27,glc2 21% 2 c,2018296.959,143006.2829,47127.51059,1188.474104,912.0152043,5802.438139,2219957.201,159289.8641,227253.1319,13649.76759,18245.98765,8105.291893,285638.3622,1960.231899,292415.8818,4242.882511,24619556.58,1561305.569,3010552.279,167515.7746,82087.21377,54473580.5,5248131.549,13950204.24,1024940.22,1613776.723,83792.71831,10092.52074,91252557.11,7078176.034,9607264.434,750793.3678,917802.2865,28217.23374,144690244,9140617.796,199168.3118,0,0,0,238595049.2,9965715.894,35123712.87,828667.1384,41448325.7,2645042.516,4659101.287,262175.7619,120444.5718,8982868.718,528947.663,3790463.311,54554.84592,3416343.508,178313.2542,167996.5048,687.3333877,1207153.718,41697.63842,27508.95831,0,3390602.775
28,glc6 21% 2 a,2377341.2,159110.661,105964.6477,12469.9697,14850.19602,18275.67221,2557450.595,190608.5428,498683.9803,75790.03171,85865.90134,64570.22749,129863.664,0,21575.41633,1067.643763,30512842.06,1958983.328,3536960.019,5853510.296,659897.0789,47160256.08,4586382.427,25831505.43,4968566.805,3622626.524,5549829.937,503589.9084,109481411.1,8286438.372,20922386.86,3306839.319,3472112.616,2040277.475,206727733,13410933.14,247514.0188,0,0,2303.39256,267400730.7,10645075.47,4209748.724,137982783.6,42227288.48,2655953.498,4849149.398,7611249.694,892242.0898,7959962.986,377615.7992,268114.0358,12451656.61,3340039.197,130423.4042,34655.53357,578650.9885,1030973.708,60355.86477,115465.885,3026.936668,4553682.984
29,glc6 21% 2 b,2257038.933,142508.758,97314.62405,11478.97633,15153.06807,18324.07978,2440101.544,186366.0649,465446.4615,69887.52772,82075.93926,56187.63942,245358.6145,0,0,365.1194031,25062138,1608609.083,2905608.957,4672295.988,498039.6125,45493387.97,4432021.076,23258371.51,4539774.786,3300619.905,4910993.895,449404.5378,171435.2636,22818.55622,18186060.02,2990278.628,3239062.709,1773333.313,203543190.4,13099065.43,257238.8429,0,0,2240.650446,230202677.3,8866202.323,4046538.265,128357269.9,40115561.28,2531763.961,4631791.433,7168715.213,835590.2578,9733314.448,394689.5655,369587.4456,15967538.84,3258107.23,110657.979,32072.50622,484732.7072,993727.9298,34611.25381,84937.94965,2699.633486,1761154.76
30,glc6 21% 2 c,1822456.23,138156.4856,47156.86512,4130.405109,11552.20311,12271.3861,1594858.064,112627.4888,280845.9281,43063.33535,43794.35044,40004.36035,14923.19485,1670.134789,8028.694631,495790.81,18824600.98,1220356.918,2083556.214,3438681.24,366385.6534,42091040.08,3883404.069,16123014.99,3223683.868,2234720.492,3399915.605,293513.4334,72818286.87,5470287.484,13496850.13,2187630.087,2324941.426,1203013.528,146231353.6,9459885.744,182365.4359,0,0,1010.199079,253403616.5,9807998.534,2265189.401,73580410.25,31466463.6,1996778.325,3043965.247,4934777.349,544379.4107,6379490.574,290969.7395,99598.45984,6338805.436,3084399.268,107169.2688,18922.98526,329777.7973,618282.6786,33890.90675,57936.73225,0,887063.0824
31,q5 21% 2 a,1862176.525,143728.7254,16180.21632,105681.1309,28012.96498,923519.2198,926369.0955,95166.32956,81994.5074,566758.2125,143468.6842,5003557.293,122829.7528,974.6172855,455.934139,446.3685218,25489024.9,2032592.792,3511964.987,3156308.795,24531906.37,57840144.78,5709004.125,4813953.859,5620924.186,29298147.49,8015636.513,248667.8436,37340260.63,4439047.301,3753778.461,23518611.21,6274806.255,199532656.5,1611575.758,27804.42346,0,106717.6216,10022971.88,348127700.3,456129920.4,17330189.04,169991.2102,980259.5988,35569868.88,2707439.734,4577294.079,4016082.93,32928824.28,18880752.32,805261.753,0,167779.9235,4123452.821,131630.6106,0,0,850375.5516,32368.73393,131821.4642,10730.11291,892995.3919
32,q5 21% 2 b,1917834.418,141782.0286,12180.02227,103013.5065,27700.03781,894486.8026,944426.6584,100744.6878,80402.12901,565084.0707,152756.5161,4925333.984,135011.1821,45260.08429,0,17932.08596,24393470.56,1904918.507,3276897.083,2793850.836,22333566.72,54417708.55,5341662.355,4310048.286,5187620.409,27073471.33,7317694.003,229380.6241,31901235.02,3875064.424,3378832.677,20366572.68,5207612.173,170971500.5,363763.431,0,0,94562.50802,10770264.15,376856555.3,509447182.2,19216652.38,167819.9672,1105630.988,36366010.97,2818251.165,4696357.372,3956190.357,32467963.69,22062083.73,989504.4011,0,158481.6013,4399758.981,148291.3254,0,0,658179.9754,42769.61715,115060.9242,10209.70721,0
33,q5 21% 2 c,1992178.363,124331.1432,14939.79183,109703.8466,28822.94433,894742.7925,957755.4638,110143.9829,82503.43238,584462.7522,148428.3903,5039543.073,153182.895,70781.44734,0,17630.35546,26818744.87,2142119.921,3463013.076,3219554.942,24593983.71,55331814.71,5456422.14,4453393.839,5353640.412,28261468.29,7491823.409,234390.9681,37479354.65,4234840.746,3852711.252,24107029.95,6353329.358,196249980.5,462180.1756,2078.950821,0,147464.1275,11908248.72,416831015.2,730927398.6,27514749.04,239146.0053,914353.8132,36431837.95,2845408.935,4768992.504,3916074.443,33416269.56,24043879.5,1026101.781,0,164744.1213,5693371.889,176497.3479,0,0,615750.1305,43187.16712,100593.7257,8095.882585,1831493.753
34,lac3 21% 2 a,2495752.152,177733.9087,101590.9517,15349.9868,7432.996116,9287.754259,3197728.42,239388.0454,500527.3142,74096.70509,55532.284,40562.61726,123600.7827,1708.411288,9201.275007,374.7957751,32700220.86,2068877.88,2852197.157,3479210.782,314867.8186,55010954.38,5209222.235,23884701.26,4865735.602,2946205.969,2919025.012,195170.5275,142525338.4,10831572.22,22516329.44,3135851.059,2286410.897,1140922.501,222050895.5,14291643.53,285085.2388,0,0,45848.3357,754178673,28297120.44,6992247.399,339377353.1,49616031.35,3173034.473,4482256.693,5310909.791,476748.2317,17043261.99,773226.4085,138218.1679,11515503.11,5872554.121,218856.008,3135.89606,28299.12849,1115244.638,48252.15894,90414.47972,0,1733608.046
35,lac3 21% 2 b,2503343.936,190197.043,129485.995,17315.23795,15181.03471,9257.764901,3411966.178,252812.4032,561739.4095,79312.45619,65519.61997,46691.54316,105110.6463,74568.44006,11300.4433,770529.9492,35462451.97,2290427.762,3221775.075,3680235.57,361525.5184,62424209.74,5974318.729,28303023.29,5544289.347,3165094.292,3295109.851,236785.1246,149205361.7,11368253.86,24452273.84,3391579.793,2689135.247,1201529.98,235516591.6,15132529.17,337368.9439,0,0,0,1273900190,47932204.87,8243703.766,390180718.7,53694468.3,3435761.252,4852721.153,5454553.408,536699.514,26385674.5,1119801.891,126250.3177,11440545.52,7177868,287077.3331,0,28980.00393,1456891.093,95582.2784,94343.91796,0,715741.0814
36,lac3 21% 2 c,2157450.806,158797.2966,66565.38415,7678.708383,4572.837843,8088.7074,2131402.771,154663.3696,336828.6294,48598.8134,36886.11649,32862.48345,193481.6336,59230.77934,1437.804278,320.6431437,21689293.18,1369563.53,1803670.297,2204222.339,205452.8905,53411419.26,4971949.85,18945016.08,3814494.692,2097834.498,2255045.391,142686.1165,86376952.75,6454003.158,13606199.95,2055188.263,1618537.931,706431.019,135599632.8,8744750.747,175011.0299,0,0,768.5210352,753771726.2,27705978.35,4175920.017,195980720.2,40723789.51,2576581.811,3400254.386,3931562.673,375043.95,11618083.3,502372.6717,3791.152288,5731876.892,5353527.81,241729.8817,998.7656026,18671.77239,922423.1928,45457.04524,64386.8801,1537.982956,0
