filename,id,3PG M0,3PG M1,3PG M2,3PG M3,aconitate M0,aconitate M1,aconitate M2,aconitate M3,aconitate M4,aconitate M5,aconitate M6,citrate M0,citrate M1,citrate M2,citrate M3,citrate M4,citrate M5,citrate M6,DHAP M0,DHAP M1,DHAP M2,DHAP M3,FBP M0,FBP M1,FBP M2,FBP M3,FBP M4,FBP M5,FBP M6,G1P M0,G1P M1,G1P M2,G1P M3,G1P M4,G1P M5,G1P M6,G3P M0,G3P M1,G3P M2,G3P M3,G6P M0,G6P M1,G6P M2,G6P M3,G6P M4,G6P M5,G6P M6,GAP M0,GAP M1,GAP M2,GAP M3,palmitate M0,palmitate M1,palmitate M2,palmitate M3,palmitate M4,palmitate M5,palmitate M6,palmitate M7,palmitate M8,PEP M0,PEP M1,PEP M2,PEP M3,R5P M0,R5P M1,R5P M2,R5P M3,R5P M4,R5P M5,sedoheptulose M0,sedoheptulose M1,sedoheptulose M2,sedoheptulose M3,sedoheptulose M4,sedoheptulose M5,sedoheptulose M6,sedoheptulose M7
15,glc2 0.5% 1 c,541156.3442,0,504664.2598,0,12801800.06,922148.6162,2880576.061,46335.75242,115297.7401,0,0,4400332.276,119090.9926,93017.13604,0,0,0,0,1454578.655,0,0,0,679116.09,0,7872365.687,56384.36779,590850.4716,180809.7257,0,0,0,100710.3702,0,0,0,0,2004409.781,21904.51273,303723.7322,0,0,0,1984173.062,0,0,0,0,420022.3439,0,2375913.337,0,44074661.77,9481717.799,865175.264,0,0,0,0,0,0,196803.9803,0,355938.1262,31014.48844,0,362714.0672,195585.6409,176062.5474,107815.6739,0,0,0,0,0,0,0,0,0
16,glc6 0.5% 1 a,11721.97512,0,0,703525.7711,10251855.78,667088.4237,4018522.61,1448608.118,240512.0555,729208.0421,0,4668835.872,228550.3646,1205137.779,0,0,0,0,64080.22926,0,162711.3168,2920763.988,30236.92977,0,83947.94133,48684.58449,0,1188066.998,10046640.55,0,0,0,0,0,0,0,1626655.987,0,0,1117659.044,44698.69248,0,0,0,0,60045.05544,3329651.464,0,0,683303.1409,426694.5008,39534006.45,7671087.96,1083801.069,0,0,0,0,0,0,17337.42512,0,47022.78868,316787.5196,0,0,0,0,0,1036058.743,0,0,168352.2189,0,0,0,0,0
17,glc6 0.5% 1 b,0,0,0,609255.3273,10355980.63,719716.3344,4119372.273,1562061.673,246182.8787,700198.811,0,4049853.847,280849.54,1088669.029,408589.5931,0,0,0,98096.78332,0,0,3649585.455,10836.81398,0,0,0,0,1416144.905,10298677.99,0,0,0,0,0,0,155244.0073,1382161.068,0,0,946919.1189,82545.86942,0,0,0,0,37148.23821,2897305.003,153778.243,0,0,325041.8298,64890236.47,10976559.47,1130207.334,0,0,0,0,0,0,11624.42425,0,63433.99155,197797.8636,0,0,0,0,0,1207908.435,0,0,0,0,0,0,0,0
18,glc6 0.5% 1 c,0,0,0,1014364.264,10199538.59,741263.937,4245541.216,1527018.839,205197.4051,769319.7557,0,4340503.192,276292.8482,1069775.966,0,0,61903.22788,0,0,0,217508.6773,1511095.668,17352.98907,0,0,56194.18251,0,1218639.966,10453708.91,0,0,0,0,0,0,182176.985,1386639.576,0,0,993500.8796,30391.29502,0,0,0,0,37549.10257,1943321.615,273682.3322,0,393508.1416,91348.2756,307914486.3,52930754.8,4369487.603,0,0,0,0,0,0,0,0,170085.9291,231056.0641,0,0,0,0,0,963495.299,0,0,312348.9731,0,0,0,0,0
19,q5 0.5% 1 a,835642.6831,0,0,0,11466359.63,696557.1213,69057.905,569546.528,876890.8058,1893903.826,0,4285145.335,53759.01807,149961.2064,31129.99781,0,471192.6352,0,483978.1605,0,0,0,10741136.63,97241.03315,0,0,0,453221.067,286291.1301,350173.438,0,0,0,0,0,0,2630118.734,0,0,0,2808406.288,78136.13111,0,0,0,0,0,527604.0979,0,0,0,89730351.45,15629943.63,1756771.961,0,0,0,0,0,0,284575.3259,0,158588.6696,0,572045.9591,0,0,0,0,0,0,0,0,0,0,0,0,0
20,q5 0.5% 1 b,1734681.83,0,0,0,11205855.95,667905.1795,0,486994.8709,924280.7548,1958648.737,0,1002431.82,346068.2555,138701.8858,0,317651.2656,888329.9343,0,520251.5377,0,0,0,12655401.13,99199.37407,0,0,0,0,22352.98109,356392.2063,0,0,0,0,0,0,2600616.27,0,0,0,3149401.307,62809.88334,0,0,0,0,0,576022.6833,0,696205.3557,0,26491174.28,4945206.988,712869.1396,0,0,0,0,0,0,476116.3193,0,0,0,768027.593,0,0,0,0,0,0,0,0,0,0,0,0,0
21,q5 0.5% 1 c,1663397.326,0,0,0,8311063.159,239808.0135,0,157111.4053,187972.9747,1437976.01,0,7506186.932,542209.1575,40592.14635,310025.8516,543511.794,1182951.953,0,3853024.169,0,0,0,13624463.08,171403.75,0,0,0,228841.642,0,361818.4141,0,0,0,0,0,0,2799849.41,18610.00784,0,0,2553642.997,83930.51557,0,0,0,0,0,878110.8304,0,254579.0776,0,40109272.24,6586423.465,639396.9286,0,0,0,0,0,0,558783.596,0,0,0,1367758.524,0,0,0,0,0,0,0,0,0,0,0,0,0
22,lac3 0.5% 1 a,863517.2514,0,0,0,8723845.052,653365.7214,4591671.283,1201641.376,226693.7192,730225.7137,0,3176455.748,205426.5714,1208232.037,164287.6816,0,176541.0367,0,432230.5729,0,0,0,11400378.45,56728.75948,0,0,0,215185.0749,0,0,0,0,0,0,0,0,2494269.195,0,0,0,3134393.433,69805.25573,0,0,0,0,0,1025270.096,0,505323.0906,1487853.053,31726528.01,6009100.932,579381.7922,0,0,0,0,0,0,245282.2528,0,36586.22428,0,510810.378,0,0,0,0,0,0,0,0,0,0,0,0,0
23,lac3 0.5% 1 b,998256.496,0,0,0,8558180.572,550524.8784,4196121.532,1005982.473,0,653555.0684,0,748891.0055,166113.0724,1319033.706,142660.5774,0,102878.3038,0,3292287.335,0,0,0,11848529.17,124210.8108,0,0,0,138229.9759,0,259807.098,0,0,0,0,0,0,2409588.491,0,0,0,2502833.87,58558.43443,0,0,0,0,0,1585857.824,0,962684.206,1836730.536,46600045.23,7946331.065,763407.0987,0,0,0,0,0,0,274530.3295,0,64052.19713,0,1344664.773,0,0,0,0,0,0,0,0,0,0,0,0,0
24,lac3 0.5% 1 c,1156699.094,0,0,15978.07467,8409176.499,509770.505,3930750.221,1039627.418,129855.725,522363.7714,0,3670232.51,449039.8269,98371.23201,400763.4203,0,0,0,3617131.309,0,0,59479.69068,13170170.58,147807.1112,0,0,0,100156.0832,0,324120.1019,0,0,0,0,0,0,2288131.117,20393.02154,0,0,2424078.969,81417.7219,0,0,0,0,0,1091584.779,0,973187.692,1861529.995,80634438.05,13528723.75,1101589.134,0,0,0,0,0,0,324166.2211,0,0,0,1211049.08,0,0,0,0,0,0,0,0,0,0,0,0,0
25,glc2 21% 2 a,1039456.227,0,755735.1366,0,15518450.56,1299041.055,6690458.847,388529.2987,654508.0899,0,0,8204687.844,919078.664,2844408.273,189819.7076,159837.0675,44090.35187,0,449158.9417,0,0,0,1228642.445,0,3244666.366,28774.35962,126747.4048,143472.6059,0,0,0,266503.2816,0,0,0,0,3317555.78,0,1046431.719,0,65429.42992,0,701538.811,0,0,0,0,1597215.821,0,1738171.431,0,43846411.67,8998360.634,814676.0918,0,0,0,0,0,0,658809.6651,11735.58676,701117.1259,0,0,351702.2071,94067.09101,218648.8475,0,0,0,0,0,0,0,0,0,0
26,glc2 21% 2 b,838299.6344,0,1221720.751,0,15771161.29,1343845.886,6759627.405,363461.3124,617424.2664,0,0,9078772.146,763610.7981,3135509.33,107873.5855,196141.304,0,0,236728.249,0,0,0,541012.5628,0,2739689.526,0,37366.89413,39935.34851,0,0,0,0,0,0,0,0,2944599.188,0,1006685.918,0,183733.0038,0,577358.3924,0,0,0,0,1373307.644,0,1017524.337,0,108761681.3,20083596.13,2108880.117,0,0,0,0,0,0,666893.1354,0,950944.7164,0,0,260612.8933,0,112553.8221,0,0,0,0,0,0,0,0,0,0
27,glc2 21% 2 c,1828362.339,0,1160488.616,0,17540919.25,1595512.252,7583210.371,422831.9062,618994.4969,0,0,11114542.63,1065542.005,4127797.018,192861.0724,230132.8902,0,0,394192.2228,0,0,0,417026.6877,0,3818061.636,0,163788.1902,210146.7258,0,0,0,266630.7736,0,0,0,0,3501281.777,52307.47835,1107693.133,0,120995.9628,0,646649.9734,0,0,0,0,1455235.56,0,1422872.466,0,130810587.8,22135562.98,2307869.132,0,0,0,0,0,0,801859.2328,0,872917.5565,0,0,402124.5275,76659.303,146557.737,0,0,0,0,0,0,0,0,0,0
28,glc6 21% 2 a,45971.71677,0,0,5032479.306,10824476.89,971084.5393,12223661.24,1968418.36,1389774.996,2137774.38,121229.8575,7093689.246,758502.03,5329209.557,944757.9952,481281.5927,876853.8032,0,0,0,0,500684.276,56176.39888,0,13498.812,33962.57595,0,895189.6491,4588313.214,0,0,0,0,0,0,347002.1393,2689889.604,0,0,3012962.885,148135.4238,0,0,0,0,0,764344.8359,947684.9113,0,0,1530740.567,49269941.34,9356033.216,867472.5168,0,0,0,0,0,0,110557.0532,0,73519.08751,1323008.622,0,0,0,0,0,813131.4727,0,0,0,0,0,6465.201283,0,0
29,glc6 21% 2 b,91520.85422,0,0,1865343.856,11293591.18,1098877.81,12317470.33,1987678.182,1447199.773,2133384.99,96241.4432,6922256.201,849030.8321,5148529.692,941590.0124,626533.8576,975604.5883,0,0,0,180221.211,640130.2267,0,0,0,0,0,682907.2762,3955015.374,0,0,0,0,0,0,310967.4099,2449023.631,33575.64291,0,2789263.579,138423.1769,0,0,0,0,0,765137.6854,958469.4097,0,0,1593053.279,45432401.46,9417569.955,742604.9416,0,0,0,0,0,0,121887.9678,0,137484.6145,1381432.954,0,0,0,0,0,828959.2413,0,0,0,0,0,0,0,0
30,glc6 21% 2 c,61217.87659,0,0,2895850.956,9125069.351,815616.2703,9020120.038,1619351.664,978453.6394,1475822.553,23882.83445,5938688.43,670594.1153,4450973.377,780590.0539,305323.4394,784190.5344,0,0,0,0,0,28322.7942,0,0,0,0,798046.7294,4153689.086,0,0,0,0,0,0,0,1898894.31,0,0,1947125.888,75462.55982,0,0,0,0,0,559469.3218,0,0,708975.8477,0,67596206.29,11152474.56,1209349.244,0,0,0,0,0,0,101366.0916,0,124174.2824,1078887.956,0,0,0,0,0,1093092.184,0,0,54451.86388,0,0,0,0,0
31,q5 21% 2 a,3268569.694,0,0,0,12821959.16,1049668.044,1243279.03,1553425.937,7113091.459,2345095.929,0,5631988.625,550582.7873,1297428.029,553136.9609,2425485.474,741545.1624,0,530450.2509,0,0,0,4942387.205,13136.92676,0,0,0,245756.898,0,510080.6973,0,0,0,0,0,0,4935318.491,30297.54766,0,0,1634218.081,0,0,0,0,0,0,2526319.611,0,229362.8406,0,96245303.36,16497207.83,1506593.194,0,0,0,0,0,0,1600482.291,0,561532.6073,0,746836.7264,0,0,0,0,0,15875.33798,0,0,0,0,0,0,0
32,q5 21% 2 b,6217616.216,0,0,0,15652613.52,1315584.742,1544837.611,1736020.849,7914506.692,2728928.398,0,8642294.433,116717.6238,167171.6118,71066.59115,324467.734,1238800.402,0,0,0,0,0,5933742.349,14050.53703,0,0,0,33282.23688,0,0,0,0,0,0,0,0,5963238.144,114383.9574,0,0,1554226.573,0,0,0,0,0,0,0,0,0,0,61541882.38,10951713.81,994214.9444,0,0,0,0,0,0,1932293.351,22063.24989,112399.3798,45310.77994,881353.6416,0,0,0,0,0,188413.2614,0,0,0,0,0,0,0
33,q5 21% 2 c,2029960.739,0,0,0,13907441.9,1238128.312,1487609.562,1777293.502,7991140.069,2587027.096,0,7771889.226,849358.4458,326891.6985,959696.0118,3831226.494,1062895.146,0,559482.3933,0,144704.5031,0,5500845.124,22339.36652,0,0,0,176643.5651,0,0,0,0,0,0,0,0,5392553.687,80905.70259,0,0,1109572.898,0,0,0,0,0,0,2303256.953,0,115361.0258,0,72369836.55,12806587.79,1401295.208,0,0,0,0,0,0,1678305.294,0,0,0,922935.0075,0,0,0,0,0,0,0,0,0,0,0,0,0
34,lac3 21% 2 a,5889283.611,0,0,86590.87679,17300560.62,1366965.096,10162231.05,1728608.991,785838.9762,887664.7899,0,9179962.692,901931.2661,4320272.287,1095176.766,1002137.093,568941.9128,0,537109.7103,0,0,0,6846778.226,32717.13433,0,0,0,126639.4059,0,427639.844,0,0,0,0,0,0,6837322.391,109772.7585,0,29639.50652,1853629.986,0,0,0,0,0,0,2952244.762,0,482823.5957,3561562.915,116960089.1,19407410.22,2190656.631,0,0,0,0,0,0,1461827.096,0,147860.3493,177385.1872,871341.8575,0,0,0,0,0,0,0,0,0,0,0,0,0
35,lac3 21% 2 b,1999700.489,12959.09313,0,76198.58607,16143078.95,1279066.573,10013621.51,1716466.825,834087.9327,895164.218,18653.55491,8464425.943,789199.6316,4569040.141,828644.9475,736733.3362,490350.547,0,571646.7252,0,0,0,6123690.238,12817.17516,0,0,0,90674.27755,0,523737.5929,0,0,0,0,0,0,6165908.206,123984.3925,0,0,1525058.876,25306.02766,0,0,0,0,0,3055960.52,0,1254383.665,4166886.82,54771159.46,10174411.55,1294255.958,0,0,0,0,0,0,1519331.082,0,344829.4551,142926.5421,725510.0161,0,0,0,0,0,0,0,0,0,0,0,0,0
36,lac3 21% 2 c,3249965.446,0,0,151831.5294,14568425.32,1201845.919,9542254.063,1665983.497,758270.0122,878520.1475,0,9043389.877,714114.1587,1081631.198,850671.7649,584007.9513,301078.0941,0,532227.352,0,0,0,6294617.36,23621.56817,0,0,0,85572.97494,0,299370.4289,0,0,0,0,0,0,6220410.155,141187.4997,0,0,1084889.684,0,0,0,0,0,0,2878435.894,0,822452.8163,3816434.705,129494768.7,20825078.13,2318337.563,0,0,0,0,0,0,1363741.247,0,59913.80626,131110.2621,838237.0735,0,0,0,0,0,0,0,0,0,0,0,0,0
37,glc2 0.5% 2 a,753479.1787,0,606750.082,0,12614889.96,980810.6854,4412206.792,241946.2251,384922.72,0,0,5765755.448,527447.64,2025698.96,134704.8999,180468.5062,0,0,296312.7431,0,0,0,613915.1815,0,5647555.081,0,279777.5307,43940.0422,0,0,0,0,0,0,0,0,2261476.465,89389.42144,502459.5765,0,93082.15232,0,1797931.884,0,0,0,0,681868.8765,0,3175313.688,0,41892002.8,8714705.933,628545.0293,0,0,0,0,0,0,426386.5606,0,619996.5483,0,0,112574.1724,75526.17496,39657.70458,37744.45152,0,0,0,0,0,0,0,0,0
38,glc2 0.5% 2 b,1240890.071,0,509249.3197,0,14001026.75,1123766.514,4932597.708,252156.4626,450508.2379,0,0,6163061.251,342321.6418,2108021.441,0,127999.6049,20670.32257,0,216543.1103,0,0,0,453172.0534,0,6251008.378,0,59989.29056,72910.84623,0,0,0,108117.8806,0,0,0,0,2044661.324,65731.42214,516311.0446,0,49788.60613,0,1550832.799,0,0,0,0,660528.678,0,748212.9163,0,40211261.48,7152330.116,750441.1482,0,0,0,0,0,0,471959.0052,0,558907.0759,22739.66418,0,88842.01987,42163.76912,80825.94528,0,0,0,0,0,0,0,0,0,0
39,glc2 0.5% 2 c,750303.0263,0,650213.7254,0,15154093.72,1213076.81,4987565.215,235665.7198,469096.0136,0,0,6477435.825,313336.0218,2066715.17,0,76781.54428,0,0,303578.843,0,0,0,622513.3447,0,6309055.747,0,430185.7976,460148.7846,0,0,0,130379.2878,0,0,0,0,2280175.653,69606.42243,571248.357,0,0,0,1747451.09,0,0,0,0,707321.4791,0,990749.4192,0,105832295.2,18476775.69,1736637.941,0,0,0,0,0,0,574316.7425,0,628371.5392,0,0,62056.6293,54568.99282,62396.27917,41851.31233,0,0,0,0,0,0,0,0,0
40,glc6 0.5% 2 a,21506.38375,0,0,918029.7341,8992115.713,794519.1216,6564188.267,1601400.979,679048.4422,1476800.36,27096.47649,4766085.087,254525.863,2268091.596,498734.0129,116547.6802,139812.7703,0,0,0,0,592432.9431,34798.99844,0,22085.32704,0,0,770136.3001,7322708.87,0,0,0,0,0,0,0,1597785.281,0,0,1396017.045,60419.03338,0,0,0,0,0,1942379.511,0,0,328153.0016,0,109678541.5,17166542.79,1580944.374,0,0,0,0,0,0,40619.02611,0,46520.35198,643612.7024,0,0,0,0,0,622595.1063,0,0,0,0,0,0,0,0
41,glc6 0.5% 2 b,42768.76528,0,0,976834.1801,10456687.44,771135.7313,7483341.776,1801477.989,798928.4202,1620043.617,0,5799781.206,572612.9613,2790571.725,767744.6122,165113.4957,553434.7197,0,0,0,0,852045.9528,18985.97673,0,0,0,0,1068327.793,9178918.581,0,0,0,0,0,0,196743.2235,1524387.299,72342.27628,0,1434000.998,0,0,0,0,0,24917.27976,1609123.197,325036.4542,0,965145.1945,580145.1768,42613398.64,6932023.878,518423.52,0,0,0,0,0,0,28006.08295,0,51627.79031,683486.2187,0,0,0,0,0,587920.7062,0,0,0,0,0,0,0,0
42,glc6 0.5% 2 c,0,0,0,1011748.066,9769495.835,777405.3551,6377668.764,1615275.002,633705.1802,1318368.841,31072.12399,5519599.973,280438.8343,2796748.644,289907.0872,80599.57738,509499.891,0,0,0,0,1314628.976,9047.990291,0,0,0,0,399434.817,8611906.177,0,0,0,0,0,0,169798.0524,1376833.865,32987.33121,0,1183607.288,0,0,0,0,0,0,1316605.08,274638.4266,0,586486.0048,0,79535184.89,13426729.98,1334909.228,0,0,0,0,0,0,30031.61416,0,54152.25347,733164.618,0,0,0,0,0,597070.4831,0,0,198028.729,0,0,0,0,0
43,q5 0.5% 2 a,1083859.206,0,0,0,12332838.55,874306.5869,380492.545,813003.4756,2199611.223,1790854,0,5657817.076,294118.0949,828892.8015,207642.1592,710879.8409,603555.4876,0,702344.2678,0,0,0,8232190.363,99137.28995,0,0,0,109817.9282,113583.4187,270629.8777,0,0,0,0,0,0,3107091.983,0,0,0,2155730.13,51443.47093,0,0,0,0,0,927246.9844,0,1084167.006,0,37319143.78,7108174.552,760210.1413,0,0,0,0,0,0,718276.5805,0,24250.05606,0,692078.9963,0,0,0,0,0,0,0,0,0,0,0,0,0
44,q5 0.5% 2 b,1172640.282,0,0,0,14918789.5,1006671.493,407297.1953,1068905.326,2701844.349,2250534.146,0,7550042.539,670208.2701,389506.1653,487654.3158,926060.6469,907053.5697,0,673990.2735,0,0,0,9569645.29,136461.4486,0,0,0,127531.6101,15691.61941,357622.2579,0,0,0,0,0,0,3072087.442,70825.55278,0,0,2386467.827,0,0,0,0,0,0,1233557.139,0,1034903.317,0,40229569.95,7716798.411,802846.6246,0,0,0,0,0,0,735365.3862,0,76662.87476,0,667459.4669,0,0,0,0,0,0,0,0,0,0,0,0,0
