filename,id,3PG M0,3PG M1,3PG M2,3PG M3,aconitate M0,aconitate M1,aconitate M2,aconitate M3,aconitate M4,aconitate M5,aconitate M6,citrate M0,citrate M1,citrate M2,citrate M3,citrate M4,citrate M5,citrate M6,DHAP M0,DHAP M1,DHAP M2,DHAP M3,FBP M0,FBP M1,FBP M2,FBP M3,FBP M4,FBP M5,FBP M6,G1P M0,G1P M1,G1P M2,G1P M3,G1P M4,G1P M5,G1P M6,G3P M0,G3P M1,G3P M2,G3P M3,G6P M0,G6P M1,G6P M2,G6P M3,G6P M4,G6P M5,G6P M6,GAP M0,GAP M1,GAP M2,GAP M3,palmitate M0,palmitate M1,palmitate M2,palmitate M3,palmitate M4,palmitate M5,palmitate M6,palmitate M7,palmitate M8,PEP M0,PEP M1,PEP M2,PEP M3,R5P M0,R5P M1,R5P M2,R5P M3,R5P M4,R5P M5,sedoheptulose M0,sedoheptulose M1,sedoheptulose M2,sedoheptulose M3,sedoheptulose M4,sedoheptulose M5,sedoheptulose M6,sedoheptulose M7
45,q5 0.5% 2 c,1313601.554,0,0,0,14037224.02,944461.7996,390415.8671,961557.1721,2437101.857,2040500.532,0,6725397.361,496608.1171,248188.3692,212521.6322,628654.5793,832637.5223,0,698956.3482,0,0,0,9441559.469,64522.51474,0,0,0,224438.1993,0,468383.539,0,0,0,0,0,0,3127893.301,57561.67031,0,0,1709345.653,33405.0585,0,0,0,0,0,919364.9138,0,193834.9739,0,34478799.13,4638176.139,939306.7886,0,0,0,0,0,0,766960.6923,0,67820.15509,0,705625.3612,0,0,0,0,0,0,0,0,0,0,0,0,0
46,lac3 0.5% 2 a,927175.9653,0,0,0,10230879.02,728138.5361,7054643.341,1457881.783,569947.461,949080.0659,0,6094179.236,623422.7019,2474920.004,524312.1011,319277.9238,597369.2496,0,653576.053,0,0,0,9690130.001,115223.2922,0,18132.82682,0,208737.4732,0,296204.2007,0,0,0,0,0,0,3445894.465,37556.27312,0,0,2211430.671,61138.66236,0,0,0,0,0,1197793.632,0,380441.0818,2150906.492,39092051.53,6838851.423,938092.3129,0,0,0,0,0,0,519762.7261,0,63742.27944,15966.94743,630368.2822,0,0,0,0,0,0,0,0,0,0,0,0,0
47,lac3 0.5% 2 b,840844.5297,0,0,0,9631565.897,741279.6865,6886996.899,1369214.074,626832.3702,983339.0957,14849.98688,5140666.567,264964.3671,2469339.645,441700.3133,129059.946,201620.7426,0,799679.7007,0,0,0,9024313.873,63544.84437,0,29616.28378,0,207248.4472,0,473621.7988,0,0,0,0,0,0,2930515.381,50776.20277,0,0,2004481.369,0,0,0,0,0,0,1323416.716,0,929438.1837,1944317.316,34898411.23,6310738.286,555369.9425,0,0,0,0,0,0,500378.9472,0,35691.8892,55451.42381,812329.9264,0,0,0,0,0,0,0,0,0,0,0,0,0
48,lac3 0.5% 2 c,903794.1315,0,0,0,9980125.082,796930.1811,6803114.997,1330100.847,579350.4819,871773.5582,0,6040929.942,289367.2068,2823402.028,286734.7892,186278.5204,438966.1851,0,799503.8559,0,0,0,9295418.633,162963.449,0,67529.98951,0,25206.06647,0,426111.9095,0,0,0,0,0,0,3102058.761,0,0,0,1577374.633,0,0,0,0,0,0,1285734.037,0,0,1982801.579,105739976.1,18423988.68,1773907.931,0,0,0,0,0,0,607561.0206,0,62375.5534,30992.01364,777379.9181,0,0,0,0,0,0,0,0,0,0,0,0,0
49,glc2 21% 3 a,673933.2776,0,517578.5341,0,13610012.45,1213687.862,6844501.349,432979.3859,725063.0373,0,0,4407864.978,145105.4965,1771877.92,50134.15319,0,0,0,1469559.802,0,2519821.393,0,0,0,2492299.305,0,40683.98812,252691.9727,0,0,0,186103.9504,0,0,0,0,3026734.676,119092.3857,1306027.522,0,199612.3855,0,418781.5476,0,0,0,0,2393577.317,0,2671470.607,0,42904430.08,7463952.385,838858.8968,0,0,0,0,0,0,587469.006,0,773374.9928,0,0,656591.9259,109117.9949,392496.3886,57962.04078,0,0,0,0,0,0,0,0,0
50,glc2 21% 3 b,561362.8691,0,509298.6443,0,14151101.66,1291314.651,7316308.414,471656.2029,796080.5214,24797.26094,0,4046669.102,233533.9384,15809.08352,71124.96559,78984.09581,0,0,1173302.973,0,0,0,194504.3068,0,2027836.096,0,44384.27924,119616.0161,0,0,0,0,0,0,0,0,2927476.17,117471.4303,1333336.963,0,106730.8362,0,540982.2182,0,0,0,0,2318263.729,0,4935845.672,0,35787016.31,6389763.621,589714.2196,0,0,0,0,0,0,575544.481,0,696551.4628,0,0,429876.9257,83655.25855,469521.8066,98136.03893,0,0,0,0,0,0,0,0,0
51,glc2 21% 3 c,828259.0417,0,725013.862,0,16309477.19,1439558.721,8779584.961,569052.256,956000.8484,0,0,6131890.949,723631.5564,3105752.608,54089.32138,180738.9628,0,0,1362870.681,0,0,0,371667.8187,0,2755910.619,0,187743.0394,388508.6911,0,0,0,273861.2794,0,0,0,0,3184419.403,120116.8229,1319079.698,0,171301.3865,0,611268.2138,0,0,0,0,2585538.885,0,5351726.945,0,29379042.96,5884174.23,516562.4291,0,0,0,0,0,0,672335.2378,0,907726.1771,0,0,600425.8874,191748.9118,489492.4848,0,0,0,0,0,0,0,0,0,0
52,glc6 21% 3 a,41328.28302,0,23517.95308,4889350.871,8575168.942,953115.7415,13196022.97,1747975.121,1772504.31,2740247.309,251082.4102,3951069.255,517808.5203,4520688.324,591212.6777,711618.3986,955257.5119,0,0,0,0,0,0,0,0,0,0,516659.9498,5196638.007,0,0,0,0,0,0,0,2320132.254,0,0,4222816.639,248756.7282,0,0,0,0,0,1654582.386,1161818.564,0,549594.4843,3439035.097,63874395.17,10901073.98,1576186.692,0,0,0,0,0,0,60777.68399,0,138442.247,1489276.478,0,0,0,0,0,2112373.852,0,0,0,0,0,0,0,0
53,glc6 21% 3 b,48918.17082,0,24899.40781,5754151.506,9977051.043,1061427.018,16442229.31,2307783.018,2266253.864,3471385.057,291112.4442,6583924.403,710268.8854,7138195.295,1098078.956,1159570.591,1492202.181,0,0,0,181108.8118,3253096.624,28428.92786,0,0,0,0,849516.4874,5764824.282,0,0,0,0,0,0,539750.7754,2461361.496,38111.29703,29112.74954,4424314.388,186289.9875,0,0,0,0,0,939176.4123,1094865.887,0,313570.7405,3328447.61,33115563.57,5827820.807,633581.6514,0,0,0,0,0,0,65585.64485,0,278982.3142,1692071.518,0,0,0,0,0,2117101.252,0,0,0,0,0,0,0,0
54,glc6 21% 3 c,47068.02979,0,0,1524428.105,9824851.937,948184.67,13139810.84,1957971.751,1753324.301,2615480.248,293590.6555,5220102.962,602545.2783,4971407.286,862918.4254,772999.0276,1041471.373,0,76298.33866,0,70898.06031,3711099.864,37309.88196,0,0,0,0,893125.6056,4199090.981,0,0,0,0,0,0,315485.8818,2118395.541,0,0,3133710.759,153847.0947,0,0,0,0,0,683142.3538,851438.6506,0,978559.6634,3193705.857,44975753.32,8448427.208,1057561.306,0,0,0,0,0,0,59010.22154,0,280319.9147,1399265.117,0,0,0,0,0,2362769.358,0,0,0,0,0,0,0,0
55,q5 21% 3 a,1660025.469,0,0,0,17289227.68,1424366.339,1306756.337,1763225.006,7667230.682,2558433.825,24292.53361,7919146.586,785324.1664,1931611.239,801083.9218,2858221.703,1020498.23,0,0,0,143825.2893,0,5290934.634,0,0,0,0,116001.3308,18219.15163,0,0,0,0,0,0,0,5130458.605,100647.0825,0,0,1011546.44,0,0,0,0,0,0,4382133.472,0,0,0,69023453.25,10774763.74,1318924.314,0,0,0,0,0,0,1431053.424,0,146975.7739,0,2156615.461,0,0,0,0,0,21800.01021,0,0,0,0,0,0,0
56,q5 21% 3 b,5549205.709,37727.21114,0,0,20234659.66,1882619.153,2204382.362,2773920.008,11430718.52,4020718.099,30173.2122,5985639.977,357844.6462,2011857.809,1690612.181,6341515.172,151197.1016,0,4420950.914,40708.9131,0,0,8365438.946,38706.09054,0,0,0,48257.90432,0,899862.5793,0,0,0,0,0,0,7652794.774,94435.95602,0,0,1426886.444,32044.76399,0,0,0,0,0,6431843.49,0,287118.8605,0,104080569.4,17465071.34,1954308.143,0,0,0,0,0,0,2271246.242,0,137588.6947,0,2755396.281,0,0,0,0,0,0,0,0,0,0,0,0,0
57,q5 21% 3 c,4199346.448,0,0,0,16170522.32,1382029.007,1739965.782,2038394.503,8607829.636,2967759.041,0,9456549.068,914268.9513,1342765.068,1062896.859,1034329.921,1456619.873,0,3647595.149,35760.60943,105755.7996,0,6743494.909,17949.78403,0,0,0,83847.41866,0,660406.9307,0,0,0,0,0,0,5802819.927,131489.7953,0,0,1565246.766,0,0,0,0,0,0,4723933.652,0,1121460.686,0,60857128.23,9746395.338,1058209.497,0,0,0,0,0,0,1875763.835,0,67655.83599,0,2222627.367,0,0,0,0,0,0,0,0,0,0,0,0,0
58,lac3 21% 3 a,6780364.419,0,0,109795.0454,21088964.71,1766165.788,12029979.48,1978028.845,980053.0229,909194.3526,0,12884314.62,1314379.221,6413710.303,1295683.576,1523820.683,925234.0182,0,4675487.455,27254.97033,0,144868.4739,8958423.424,108609.9471,0,0,0,64190.29447,0,636560.0975,0,0,0,0,0,0,8553096.998,228713.1216,0,86311.32038,1715702.575,0,0,0,0,0,0,5472487.294,0,333033.6937,4774845.74,46650120.11,7772173.953,674396.325,0,0,0,0,0,0,1849241.371,0,98347.816,171907.8283,2503156.308,0,0,0,0,0,0,0,0,0,0,0,0,0
59,lac3 21% 3 b,2355808.755,0,0,142314.8548,19386362.82,1652923.056,11716057.28,2029198.977,933408.2176,1061040.533,0,11405215.12,1260008.726,6157428.466,1245814.857,160911.5361,581176.0976,0,4433121.994,0,0,136611.2303,8228460.889,38854.33259,0,0,0,53992.24913,0,798595.2036,0,0,0,0,0,0,7860049.601,183221.5065,0,0,1447949.148,0,0,0,0,0,0,5328381.181,0,415254.3012,4247389.497,55503969.87,8195371.783,1134152.168,0,0,0,0,0,0,1872724.087,0,375965.8086,195448.9886,2484924.654,0,0,0,0,0,0,0,0,0,0,0,0,0
60,lac3 21% 3 c,2433636.936,0,0,113230.0044,18853098.8,1531204.923,11469381.58,1924348.108,905858.5839,933032.5833,0,12030524.66,1330131.016,6979325.556,1268448.741,210754.8265,740342.098,0,4689129.637,44409.49118,0,159722.1619,7661421.695,44944.77091,0,18408.32516,0,38097.03735,0,540754.0343,0,0,0,0,0,0,7632174.334,186883.396,0,91811.88512,2012422.76,0,0,0,0,0,0,4944167.478,0,635606.3818,4738149.87,54825804,8273136.054,1055214.572,0,0,0,0,0,0,1759582.124,0,114593.1894,150511.8,2498512.037,0,0,0,0,0,0,0,0,0,0,0,0,0
61,glc2 0.5% 3 a,1160746.034,0,473044.2604,0,10195693.87,741609.906,3578755.611,103076.2242,272057.5862,0,0,6653638.393,763088.4999,2689529.232,126807.1872,249039.4457,0,0,2587748.669,0,0,0,1784627.422,0,7906971.645,122434.8646,1149794.62,0,0,0,0,226993.9007,0,0,0,0,2275334.727,0,684892.3846,0,0,0,1313061.096,0,0,0,0,1264639.001,0,5641266.308,0,33660609.6,6080523.002,569333.5246,0,0,0,0,0,0,387431.5582,0,649870.8629,0,0,719881.9235,368503.456,504586.307,215136.6441,0,0,0,0,0,0,0,0,0
62,glc2 0.5% 3 b,1157579.666,0,661804.5872,0,11505124.04,858601.0027,3801174.074,169213.237,308751.6493,0,0,8234168.18,706937.6353,2600532.939,115940.6396,202880.362,43690.06017,0,3779378.378,90462.9926,6998579.536,0,1187002.113,0,6877359.808,34685.5748,737474.3542,55844.9295,0,0,0,201593.3318,0,0,0,0,3604269.629,54729.05722,610222.1581,0,0,0,1128062.613,0,0,0,0,1125753.061,0,0,0,67887573.48,12264659.68,1046999.476,0,0,0,0,0,0,538937.3743,0,749748.6635,0,0,718168.4712,328727.6664,431471.7209,234431.9992,0,0,0,0,0,0,0,0,0
63,glc2 0.5% 3 c,872552.5561,0,635639.4263,0,11141997.46,804150.3354,3619538.203,133269.2042,281707.9684,0,0,6534252.047,613278.7002,2191601.492,0,22467.52109,0,0,2547716.646,41858.47402,3654586.545,0,1351409.186,0,9194921.624,23229.58801,1386412.921,94482.76718,0,0,0,182510.266,0,0,0,0,2089466.827,72931.41511,616756.6232,0,28737.68664,0,1130039.162,0,0,0,0,829989.0388,0,2024519.584,0,39746651.45,7756698.196,518617.249,0,0,0,0,0,0,421158.9076,0,679504.5565,0,0,631917.594,380857.7897,485757.3051,244490.7522,0,0,0,0,0,0,0,0,0
64,glc6 0.5% 3 a,15123.98728,0,0,319238.4822,3512534.39,247789.8333,2364619.378,360027.3058,184903.2794,431799.1343,0,39203.12737,135183.4838,1062863.579,22317.26867,0,0,0,0,0,0,1773756.77,8958.247517,0,42685.03812,0,0,799252.2052,4600164.809,0,0,0,0,0,0,0,592799.3219,0,0,734660.8901,49242.61454,0,0,0,0,19334.64572,1017504.44,148242.5846,0,576774.4538,557010.4169,18192732.97,3695492.058,653619.1314,0,0,0,0,0,0,0,0,46521.14059,322908.9554,0,0,0,0,0,938785.3735,0,0,73615.25338,0,0,0,0,0
65,glc6 0.5% 3 b,0,0,0,1059767.619,6435926.618,502340.0286,5030293.028,698826.3764,374374.4665,932267.2902,0,4322133.617,218318.7192,1931389.414,164700.2852,67930.95734,356991.7405,0,83664.27141,0,0,5771268.94,0,0,0,0,0,893752.0347,8687772.151,0,0,0,0,0,0,0,1207502.648,0,0,1414156.594,0,0,0,0,0,17131.57363,1234322.392,0,0,344987.2119,0,28287717.79,4881072.719,589791.1448,0,0,0,0,0,0,23163.04509,0,125253.3047,684178.828,0,0,0,0,28758.94343,1795791.405,0,0,209379.2999,0,0,0,0,0
66,glc6 0.5% 3 c,21089.02139,0,0,2037048.786,7350591.336,548885.1817,5555254.136,895414.4961,449016.7168,1075617.853,0,4937968.039,341794.4689,2611226.535,343694.4803,111155.5464,458438.554,0,144852.8094,0,0,5227556.106,75393.55781,0,0,47145.65372,0,750481.7014,11263049.22,0,0,0,0,0,0,274355.4522,1218678.781,0,0,1546282.731,56359.27843,0,0,0,0,0,2356311.243,378625.4753,0,0,1221789.198,46830507.43,7964745.857,856143.7303,0,0,0,0,0,0,30111.88423,0,202864.1545,749425.2956,0,0,0,0,0,2136481.21,0,0,0,0,0,0,0,0
67,q5 0.5% 3 a,941096.1266,0,0,0,8278207.668,507763.1832,178677.1866,740032.6994,921740.6803,2469312.542,0,4180181.471,240866.3163,564551.465,139956.0655,115889.3022,786657.4575,0,4188292.27,46790.21121,0,0,10043200.08,68703.01871,0,0,0,331039.4477,103801.1139,0,0,0,0,0,0,0,3103331.242,31466.24777,0,0,1921840.316,34832.95928,0,0,0,0,0,1568453.095,0,219084.5923,0,55409245.9,9666050.177,1357223.628,0,0,0,0,0,0,537272.4658,0,34505.00257,0,2145280.992,0,0,0,0,0,0,0,0,0,0,0,0,0
68,q5 0.5% 3 b,1520295.477,0,0,0,9795903.779,570213.9261,202002.6629,917368.3884,1114801.827,3025903.56,0,5469353.527,290016.2346,332564.5049,246211.8163,454755.6149,1250512.622,0,4477383.295,32804.24931,0,0,11419886.31,171605.6361,0,0,0,73992.75453,0,302325.9394,0,0,0,0,0,0,3259073.47,94101.25289,0,0,2258764.16,51945.85443,0,0,0,0,0,1781779.934,0,722922.4633,0,49714807.84,7862394.533,719696.6869,0,0,0,0,0,0,923038.9498,0,82621.74058,0,2342083.422,0,0,0,0,0,0,0,0,0,0,0,0,0
69,q5 0.5% 3 c,1423167.048,0,0,0,8945804.843,525306.2468,166838.4942,833468.4402,972754.3282,2453511.724,0,5257300.459,291412.1033,240683.0887,193873.9997,438301.0922,1064199.198,0,6097158.596,54356.95577,0,0,10490992.93,63139.68065,0,0,0,0,0,281201.4118,0,0,0,0,0,0,2793179.692,0,0,0,1953053.916,0,0,0,0,0,0,0,0,1037499.047,0,59152893.97,9317800.967,1312295.497,0,0,0,0,0,0,742317.8752,0,28861.63001,21507.52601,2073656.323,0,0,0,0,0,0,0,0,0,0,0,0,0
70,lac3 0.5% 3 a,1528241.234,0,0,0,9534535.128,624576.7665,4151933.113,541502.0713,132639.0459,303441.5251,0,5791250.358,554867.8725,1592381.326,156806.81,108171.5806,241716.3898,0,4666044.482,0,0,123541.9748,12291774.32,247402.7311,0,90999.36903,0,47843.94445,0,449975.6034,0,0,0,0,0,0,3724953.37,41715.77419,0,35495.56208,2649275.56,80051.50343,0,0,0,0,0,1950333.856,0,1035241.379,2113199.088,40719666.22,6509250.239,756255.8268,0,0,0,0,0,0,739413.3237,0,81357.93981,29209.62145,2387145.729,23455.83486,0,0,0,0,0,0,0,0,0,6115.563675,0,0
71,lac3 0.5% 3 b,3348349.917,0,0,63199.5063,9856491.273,672501.6996,4700206.828,680787.7054,186764.1112,389276.9621,0,6391676.197,320685.5171,2275823.703,203072.446,0,212902.2888,0,4336158.311,0,0,152430.8384,11637887.68,220245.9168,0,106760.9262,0,32025.75357,0,0,0,0,0,0,0,0,3369997.165,41597.08166,0,70363.52533,2423167.504,31565.32554,0,0,0,0,0,2022736.984,0,288200.6178,1993894.232,25806599.69,5818230.798,155820.7082,0,0,0,0,0,0,819285.3127,0,108342.0288,39398.98269,2251890.939,0,0,0,0,0,0,0,0,0,0,0,0,0
72,lac3 0.5% 3 c,1056928.414,0,0,0,8794676.002,651742.71,4368209.15,640086.5427,160720.1445,350714.1857,0,5048902.322,298027.6315,1939845.814,150965.2895,43705.68833,123841.8905,0,6644516.81,48741.07356,0,0,12177135.96,231235.4528,0,121855.3589,0,59160.64925,0,0,0,0,0,0,0,0,2987143.547,54666.43679,0,0,1669629.972,43628.1847,0,0,0,0,0,0,0,397296.3898,2203751.234,39103494.81,6350833.306,656844.4403,0,0,0,0,0,0,551298.893,0,0,45030.82446,1979089.259,0,0,32184.72026,0,0,0,0,0,0,0,0,0,0
73,glc2 21% 4 a,1408858.3,0,1265345.532,0,19997216.13,1908923.188,11902491.26,810091.1585,1380518.333,39490.07663,0,11505364.5,1207904.64,5680358.005,452236.4158,703093.0463,56080.81586,0,2350735.168,40546.92413,3501301.002,0,2170959.314,0,5553147.334,43291.21825,730811.8368,0,0,0,0,489185.6188,0,0,0,0,4305223.153,135928.1641,2379257.517,0,272872.9365,0,759364.1397,0,0,0,0,4282491.398,69108.17829,4337208.055,0,53172253.11,9579522.984,1056154.313,0,0,0,0,0,0,986379.9882,12145.53687,1898828.069,0,0,903837.7173,259231.1365,694983.7989,176631.0719,0,0,0,0,0,0,0,0,0
74,glc2 21% 4 b,0,0,0,0,89026.00738,0,0,0,0,0,0,244371.0467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566614.3398,0,0,0,0,0,0,0,0,61559.93512,0,0,0,0,0,0,0,0,0,0,0,0,288065.6336,0,2306334.123,509776.4038,144747.5837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,glc2 21% 4 c,3560611.791,18362.0171,4419009.368,0,24618961.97,2330649.384,14795484.45,956039.2568,1834836.126,0,0,19115459.81,1953497.955,594885.5994,760153.2073,1432554.968,0,0,1126910.886,0,0,0,1533707.187,0,7042095.106,67262.70631,1185084.559,103916.1017,0,0,0,700551.717,0,0,0,0,5535108.66,259419.5706,3152702.659,0,385541.8464,0,1037792.065,0,0,0,0,5154139.121,0,2145977.029,0,76908002.55,14716140,1214571.14,0,0,0,0,0,0,1344911.623,0,2173876.161,0,0,821326.0349,286101.4499,575475.0625,139865.1883,0,0,0,0,0,0,0,0,0
76,glc6 21% 4 a,145088.1074,0,25316.32145,3199813.627,12636955.21,1346030.309,21392300.65,2572106.031,3144462.665,4605636.793,504737.6622,13024472.57,1498814.657,17202228.05,2186640.949,2546482.481,3531137.267,253987.7492,0,0,213797.8286,2648566.64,292714.2411,0,0,0,0,628267.9059,8864824.436,0,0,0,0,0,0,636526.3897,2928076.131,0,37997.61741,7599925.261,0,0,0,0,0,0,1132824.03,1427009.269,0,1328149.315,6659017.076,105611279.9,18341771.93,1701876.21,0,0,0,0,0,0,152419.349,0,147493.5533,2279888.172,0,0,0,0,0,2102599.918,0,0,0,0,0,0,0,0
77,glc6 21% 4 b,40068.58484,0,0,8310703.418,11991573.23,1368160.85,22061105.54,2809924.076,3355599.654,4827304.043,484853.9341,11208110.31,1381025.783,17100210.02,2215894.286,120149.5365,3594746.513,223247.0998,0,0,0,4555651.886,128220.6185,0,0,37981.50719,0,651830.8662,8491125.8,0,0,0,0,0,0,866168.5355,2954401.548,0,85348.82226,6860036.717,407457.4031,0,0,0,0,0,1062822.314,1270139.834,0,1716559.912,7622862.198,81616613.14,14493214.86,1329479.193,0,0,0,0,0,0,63166.39294,0,348858.8688,2045580.572,0,0,0,0,0,2368349.662,0,0,201933.9534,0,0,0,0,0
78,glc6 21% 4 c,68442.79045,0,0,5076163.888,14186109.44,1339109.705,19019616.53,2498322.412,2851761.965,4309411.505,440909.4631,12030627.05,1543515.49,13791907.6,130377.8312,2245310.981,3013525.652,180641.1428,0,0,279843.0245,4905271.268,69782.85021,0,0,0,0,440077.3772,8396515.975,0,0,0,0,0,0,540810.4331,4544739.863,168190.7771,26762.93303,5868850.436,498483.9759,0,0,0,0,0,835461.5086,1366737.924,0,0,6481136.104,72338168.08,13445697.57,1274518.347,0,0,0,0,0,0,118192.1541,0,212324.7507,2078417.439,0,0,0,0,0,2391654.698,353869.3094,0,85581.91415,0,0,0,0,0
79,q5 21% 4 a,0,0,0,0,110978.8036,0,0,0,0,0,0,262465.1177,0,106276.4825,0,0,0,0,0,0,0,0,0,0,0,0,0,105723.8565,0,0,0,0,0,0,0,0,31426.16473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276488.8082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,q5 21% 4 b,5632317.318,48692.6832,0,0,22925282.86,2046775.373,2396019.361,2908194.806,10939649,4319246.074,0,15916529.31,1614794.779,2566353.959,1769603.69,7334532.74,2662922.275,0,1983377.596,0,0,0,9711007.252,88470.97358,0,0,0,69239.24972,17595.41545,882528.5395,0,0,0,0,0,0,9018594.887,228353.1901,0,0,1629965.973,25048.54914,0,0,0,0,0,7854290.236,69096.89534,651903.7952,0,75123110.56,13750497.79,1602146.799,0,0,0,0,0,0,2417428.159,0,0,11128.46809,1925217.402,37923.51798,0,0,0,0,0,0,0,0,0,0,0,0
81,q5 21% 4 c,6775979.392,0,0,0,22732889.5,2147532.734,2439489.701,3008889.652,11337624.42,4570444.547,41979.10254,19338505.87,1963058.271,2735086.881,2625572.836,9118148.122,3710865.588,23767.82406,3416204.507,0,0,0,11456908.97,228811.7418,0,0,0,110012.9953,0,1110631.108,0,0,0,0,0,0,9812413.306,221959.1288,0,0,1949198.789,0,0,0,0,0,0,7866954.369,0,674468.002,0,81917200.65,14179772.83,1629663.836,0,0,0,0,0,0,2269921.38,0,0,0,2632940.532,40878.06219,0,0,0,0,0,0,0,0,0,0,0,0
82,lac3 21% 4 a,8439685.583,0,0,136541.3238,26317143.62,2166919.343,12807326.69,2328605.783,972717.6531,758927.4332,0,20567323.35,1852180.976,8612538.062,1856745.079,1684627.787,1043014.607,0,4688833.511,61357.38389,0,128919.3185,11935116.68,239053.5418,0,0,0,131445.935,0,1158021.067,0,0,0,0,0,0,12466580.32,371884.2089,0,221057.332,1856627.57,31534.76183,0,0,0,0,0,9304833.538,0,0,6183498.004,123234097.7,20614173.13,2248918.421,0,0,0,0,0,0,1967105.96,0,0,225599.9479,2847677.137,0,0,0,0,0,0,0,0,0,0,0,0,0
83,lac3 21% 4 b,5595348.924,36470.64356,0,227721.3125,25025527.87,2043571.35,12688389.36,2227448.852,950414.8573,843732.4591,0,18861842.78,1762389.162,8960581.753,1740387.918,1175177.616,962131.0844,0,2173397.582,0,0,0,9956111.8,114295.3416,0,41979.99738,0,147040.6958,0,955919.8237,0,0,0,0,0,0,10539183.8,240796.5142,0,212879.8586,1589754.848,0,0,0,0,0,0,8197199.495,0,345616.8647,5580515.128,70866063.13,12516711.12,1342321.258,0,0,0,0,0,0,1843287.855,20528.25936,168466.9862,196374.7435,2008778.79,0,0,0,0,0,19551.31711,0,0,0,0,0,0,0
84,lac3 21% 4 c,7726714.376,28274.07123,0,172947.4364,23755457.84,1983666.155,12497485.62,2117696.782,1003196.16,922725.0692,0,18064785.84,1655596.36,9088002.435,1728759.132,1042097.739,913825.8639,0,6107253.141,56062.93091,0,264163.4927,9965273.558,141792.563,0,67600.83017,0,78864.97537,0,1185031.911,0,0,0,0,0,0,9951153.517,243205.5163,0,114582.9979,1413753.023,0,0,0,0,0,0,7954290.527,0,339072.6885,5851094.235,89294567.39,15255944.14,1382653.945,0,0,0,0,0,0,1780659.491,21061.03756,497906.0258,221602.7489,3094058.495,0,0,48329.53676,0,0,0,0,0,0,0,0,0,0
85,glc2 0.5% 4 a,796963.9225,0,741596.637,0,7612504.435,551531.7653,2536658.929,95695.00581,196416.6206,0,0,6999109.669,442964.4991,2451629.154,197048.1336,231910.6476,92320.42126,0,1155439.796,0,0,0,1879046.884,0,9418539.886,137711.0395,1051905.851,92683.45301,0,0,0,192279.7728,0,0,0,0,2748257.776,93544.10135,893517.4663,0,140535.3926,0,2047840.817,20739.24976,0,0,0,1019834.461,0,3653502.665,0,33435320.28,6174719.609,551463.2926,0,0,0,0,0,0,383156.1023,0,637782.1438,0,0,526250.5557,232697.5127,306941.5986,200601.1439,0,0,0,0,0,0,0,0,0
86,glc2 0.5% 4 b,1275608.569,0,896067.7878,0,11150613.33,778846.0727,3614139.693,158146.4446,265211.5458,0,0,7872548.731,627455.3791,2316062.178,32145.30617,186095.2417,48955.42507,0,1337874.687,0,0,0,1872631.741,0,10091805.19,200027.781,1672770.574,49563.44352,0,0,0,293956.9987,0,0,0,0,2742197.527,80888.21506,928463.0286,0,82873.18792,0,2825820.844,21329.69808,0,0,0,1211490.579,0,0,0,38894528.79,7198140.877,750616.8259,0,0,0,0,0,0,485964.3562,0,891871.0114,0,0,721809.3637,355388.7998,407583.2387,271070.9426,0,0,0,0,0,0,0,0,0
87,glc2 0.5% 4 c,1444628.229,0,1456022.919,0,11285907.94,778174.2003,3691468.469,133447.5886,287495.3407,0,0,8008502.627,449909.6617,2279034.741,76080.68674,125965.4086,0,0,0,0,0,0,1915871.466,10546.31714,11396392.65,269940.8724,1643642.75,37967.3497,0,0,0,0,0,0,0,0,2763139.129,92025.6511,993005.6035,0,0,0,2112336.09,31009.40523,0,0,0,0,0,2001938.431,0,38983342.72,6861884.545,818745.441,0,0,0,0,0,0,543291.0116,0,853023.2638,0,0,564131.7402,333781.0507,402434.9535,260220.1613,0,0,0,0,0,0,0,0,0
88,glc6 0.5% 4 a,41853.9008,0,0,1085416.543,6492094.226,488296.558,4273449.076,535172.9694,261828.2492,765941.6883,0,4829499.479,259760.349,2001890.247,82802.29555,0,108494.643,0,68210.51618,0,0,4865858.988,32912.05299,0,192391.3044,40199.60841,0,1294047.151,10706639.72,0,0,0,0,0,0,255502.8519,1494733.519,29929.22169,0,2000793.731,82381.54468,0,0,0,0,19406.59148,1957703.524,386898.55,0,238656.6247,1261206.31,51162899.53,8722638.013,982096.2137,0,0,0,0,0,0,0,0,76676.26663,594207.8859,0,0,0,0,0,2366143.285,0,0,0,0,0,0,0,0
89,glc6 0.5% 4 b,0,0,0,0,116092.6195,0,0,0,0,0,0,158322.0259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49634.49463,31925.93968,0,0,0,0,0,0,0,50109.73614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7001995.143,610292.3074,212466.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
