filename,id,2HG_M0,2HG_M1,2HG_M2,2HG_M3,2HG_M4,2HG_M5,2OG_M0,2OG_M1,2OG_M2,2OG_M3,2OG_M4,2OG_M5,alanine_M0,alanine_M1,alanine_M2,alanine_M3,aspartate_M0,aspartate_M1,aspartate_M2,aspartate_M3,aspartate_M4,citrate_M0,citrate_M1,citrate_M2,citrate_M3,citrate_M4,citrate_M5,citrate_M6,glutamate_M0,glutamate_M1,glutamate_M2,glutamate_M3,glutamate_M4,glutamate_M5,glutamine_M0,glutamine_M1,glutamine_M2,glutamine_M3,glutamine_M4,glutamine_M5,lactate_M0,lactate_M1,lactate_M2,lactate_M3,malate_M0,malate_M1,malate_M2,malate_M3,malate_M4,pyruvate_M0,pyruvate_M1,pyruvate_M2,pyruvate_M3,serine_M0,serine_M1,serine_M2,serine_M3,succinate_M0,succinate_M1,succinate_M2,succinate_M3,succinate_M4
11,lac3 21% 1 b,2599991.874,176489.8853,100002.2366,18228.20658,8219.0699,15311.35406,3412093.827,247325.8229,478223.4524,66655.28071,46307.61193,40386.66877,1712086.155,71862.20931,6656.73869,775952.3307,36724995.73,2153183.445,2521653.846,3461779.555,247432.1925,1390158.017,122376.6237,23048.76675,12781.17335,219592.8221,16072.843,38.90155867,167665603.1,12432563.22,23609645.87,3296177.313,2277465.36,1123340.063,247828438.3,15805832.64,288231.4337,0,0,1047.43328,832562378,30900133.23,6192200.904,302207523.3,43226018.53,2734300.947,3535844.144,4766797.302,411984.1619,20604225.79,843820.3436,91588.57336,8670019.077,6081400.505,296692.5402,0,38204.89421,865551.4144,44726.56574,74229.4562,4284.314985,0
12,lac3 21% 1 c,2252137.495,163224.4181,79181.90776,14513.21011,6663.528869,38293.45445,2931430.448,213923.2283,394679.8719,55133.79316,41032.6071,31966.31098,1706997.014,73848.05686,4295.594285,681927.0149,33020074.39,1920856.163,2022102.378,2988600.087,205940.8799,577857.3243,50098.70055,13336.54316,7401.461835,0,3877.264126,51.33375471,147437578.2,10953888.24,19925334.26,2763763.737,1854757.589,931264.9173,205723659,13232308.23,262234.4146,0,0,4145.470023,697244422.4,25790126.14,4804571.956,241495545.4,38448190.4,2383386.883,3104215.068,4110167.487,366373.2712,15876186.01,742821.8413,35603.81543,6809969.943,6762550.812,304272.4691,0,31744.06093,777038.4036,50342.40749,51586.77566,0,0
13,glc2 0.5% 1 a,3019749.429,214456.0853,56028.1073,410.8070445,3702.61382,4644.95638,2203592.515,152408.2781,228558.7209,6816.895955,16013.57601,6288.139827,1153734.883,41868.21467,99564.74925,3372.969505,31644538.49,1709059.949,2929920.514,76376.31782,22490.13277,3383533.136,284795.5398,1193852.174,142626.1252,179916.2814,45824.88796,47.19714411,100037033.5,7065907.168,10707598.97,516365.4856,858749.2369,11880.98637,263680192.6,16932169.77,296404.7065,0,0,7692.498603,444657028.9,17573902.39,31661281.89,5351267.375,24859268.47,1348269.293,2255489.31,72294.36055,80626.84506,38453100.1,1747360.029,8724140.584,165610.8654,5821227.468,262167.7421,163529.4061,0,652113.3284,32569.0811,11177.9045,0,0
14,glc2 0.5% 1 b,2403299.832,175245.0165,49097.34587,915.0279966,9064.992652,5833.997925,2052273.555,140663.5233,228388.7307,6301.133712,16880.31227,3509.613807,1135949.818,33270.01742,99356.17899,2137.480975,27844672,1465200.538,2406776.161,71085.7653,17740.17484,3112766.654,264011.4994,1624.002401,19241.30472,104410.9949,25009.65866,46.15106346,88321699.72,6195326.906,9465004.699,467421.9582,737826.7628,0,248340153.8,15936284.98,271738.6879,0,0,3947.286714,410022223.4,16082171.65,29574856.12,991260.1378,22357663.98,1204486.23,2257054.536,70728.63637,89456.03211,38918187.77,1839843.939,8386561.582,129621.171,5595754.573,250304.7768,149189.933,0,675932.9278,36927.10946,9845.452325,0,528890.5783
15,glc2 0.5% 1 c,3029938.409,208336.7616,59267.11035,412.1601056,8223.609053,3124.368821,2409604.45,159340.3118,253356.9517,12221.93001,21400.80304,12832.63424,2263017.651,92057.98627,124311.9721,1373.778371,32863044.2,1773725.25,2645417.456,67122.55276,13897.96543,3268845.142,279261.8033,1847.580944,13668.01716,20327.82348,18411.77329,33.62365505,96992221.51,6798424.179,10352089.55,522904.2328,775604.7304,0,300001366.8,19303056.05,340043.5063,0,0,344.5801052,1107604657,42180017.99,34839908.44,340555.9052,26471211.09,1468852.158,2393461.576,74500.07145,80665.65058,65860691.16,2704500.697,11221380.91,164313.348,9666554.355,365281.4693,166768.0449,0,607194.5044,35938.53448,16132.83934,0,0
16,glc6 0.5% 1 a,3315988.977,234442.9217,76809.17472,24257.73356,3665.477144,16385.26243,2182811.926,155640.8228,378774.2644,81851.8702,58601.25795,48714.68002,1227751.324,1063.725449,1762.744041,268945.8706,30318814.16,1629197.324,1094958.359,5678631.024,192871.85,2616605.289,230959.5033,48276.7557,7866.944653,12629.70968,7211.418092,50.97181823,96217425.77,6846569.982,17232751.08,3673198.261,2479042.824,1697657.781,209267968.1,13386819.77,208239.1985,0,0,3903.360474,765424382.5,28363160.81,2264355.279,69307502.08,23862375.21,1296051.269,965454.6916,4385239.098,266816.0256,32163841.83,1383857.84,384887.1149,15472471.44,6298100.23,391398.4023,19807.4589,431505.4123,394081.4616,35192.23847,11079.88096,0,0
17,glc6 0.5% 1 b,2662369.647,192986.7492,79146.80862,21516.98447,8445.472207,12305.79537,2369169.956,164877.4939,428586.0854,93332.54047,63856.97901,58903.60278,1489088.575,0,3202.104942,281991.2204,31794921.35,1699707.858,1141621.13,5708077.042,187446.839,3381378.873,288131.98,63056.4817,23647.56122,14569.75191,14552.36023,0,100614661.8,7223410.069,18019598.05,3923473.25,2431331.873,1618899.086,252246460.2,16246577.41,296451.2816,0,0,3699.647101,728229695.2,27142827.88,2404411.005,76027549.99,23090683.7,1225716.404,1020911.693,4409523.745,235416.9179,38177771.82,1546091.474,466499.6445,18900618.56,7439172.492,419603.7426,21489.25313,426377.1412,664062.2851,29333.85428,28607.51026,0,0
18,glc6 0.5% 1 c,2566122.676,174176.8993,77606.51097,23340.91897,11562.00816,15850.79127,2170098.208,153407.7046,391286.4327,81913.81378,55174.71712,43477.77836,1375616.762,0,3040.318045,308228.6216,29409054.93,1603139.927,1033481.698,5231286.211,174880.5953,3038631.397,260142.6796,2177.171351,28735.49336,12315.22062,17899.29508,78.86441782,94976889.85,6887969.345,17076588.31,3555919.426,2341117.981,1514963.96,232962420.2,14871337.19,248689.3484,0,0,3483.365192,703579498.8,26204435.29,2246949.795,74010698.65,22627272,1204925.334,1028529.045,4377820.293,257560.4791,20954645.66,897009.0806,231672.2747,10711662.09,6027308.067,345036.5604,16106.64453,436479.3607,602194.903,24506.78515,33609.588,0,0
19,q5 0.5% 1 a,2256853.568,71774.2833,2563.491449,25494.37453,7887.087143,509043.1325,889753.7572,55066.6822,25024.35699,120191.4751,71805.11841,2510495.818,1610119.623,89205.76925,527.5591481,1328.419504,32692982.86,1692945.927,366219.0816,1519670.527,3355516.975,3391142.243,281312.5909,91535.27033,350101.7974,12267.93831,19707.638,69.51545998,43625936.89,2973772.254,1417100.131,5798779.918,3597966.089,116863799.6,644524.1782,2345.383504,0,76691.76374,13994979.28,485923466.7,1142090432,42377121.3,624683.71,28030890.93,21482322.84,1095469.837,285108.1016,1201801.994,3234942.504,29542577.13,1288919.278,0,6644.773459,7461834.76,258045.2226,0,0,517244.4495,16670.50993,5088.226069,0,0
20,q5 0.5% 1 b,1346668.559,106299.8912,3865.015337,26239.83607,16051.25632,537719.9041,1026244.957,62717.64037,34170.49775,139324.9815,80477.02105,2944802.912,2356685.348,100397.5153,0,4322.546098,35436769.82,1840452.377,383097.8701,1613470.114,3457854.617,2516737.178,214625.8345,150517.5536,10112.79754,5803.246838,19329.81936,34.1629816,46180443,3085845.194,1551610.233,6172013.701,3712855.438,123839764.9,2317078.956,31310.3483,0,153920.1031,26005261.96,901324516.1,958953478.9,36037669.74,82472.31393,56030.17858,23595023.92,1243500.95,338244.6077,1404290.317,3622335.78,51303157.68,2134310.594,0,525.5358706,11097530.24,383946.1181,0,0,656614.2106,33823.04661,5465.193175,0,0
21,q5 0.5% 1 c,0,134765.0291,5270.568893,32351.22655,16557.38933,595686.2732,1392934.063,84259.81941,48951.48603,180240.3727,106669.877,3800749.447,4427084.594,199286.8904,0,6385.721153,42486243.66,2171487.313,398826.2017,1792825.76,3413538.114,1206431.262,174022.8152,91409.30716,6722.388505,6499.107706,19194.26887,0,49767695.92,3401861.127,1601859.026,6306834.446,4093786.868,132579213.2,4121054.147,10015.0618,0,344419.9914,55233787.2,1920400804,882938543.3,33113889.94,124395.4493,132861.4239,25311148.89,1300839.974,342928.2549,1547160.627,3632566.438,350322008,13346914.56,8010.435178,10956.60609,18159182.96,640669.9203,0,0,603939.126,35718.34982,8829.474538,0,321787.3421
22,lac3 0.5% 1 a,2319716.721,174785.6908,103702.0403,28420.42378,14804.85584,0,2020536.623,138542.5049,429441.1486,68168.92848,58580.01525,53771.55944,906103.8629,51472.27199,1639.35059,335273.123,24372882.18,1295238.263,786954.608,3240919.749,119610.6091,2921669.488,254370.4871,10348.90146,20969.12107,146369.3304,434893.6889,37.02092321,93939261.43,6762584.36,20022535.88,3404095.673,2571977.195,1648097.049,234359196.4,15150680.74,297686.5231,0,0,53988.11345,840899650.4,30951754.7,7946074.211,387607857.9,21110439.52,1162550.179,980279.5633,3505385.815,253942.0109,15138284.3,700838.5546,42735.34813,7507444.972,5474711.787,247935.7653,0,30356.64493,604643.0676,25083.73063,26066.65663,0,0
23,lac3 0.5% 1 b,2504207.06,182481.4999,91697.47184,16478.06634,10915.16767,0,2545496.332,187987.5446,565742.298,89807.95893,79618.21683,57302.97869,1705734.079,91670.91899,2724.043384,351534.2195,26909308.21,1381023.449,799027.4472,3183873.522,128086.1532,2208122.818,179964.0834,33369.2395,7307.151299,108708.7449,18091.41047,0,95342160.97,6869893.533,20185507.02,3227065.283,2600655.501,1679909.302,498630117.6,32268182.97,622705.1819,0,0,17773.87829,537704021,20012054.31,20991770.86,1052388744,22253782.48,1203403.738,1055150.615,3560931.547,278859.0557,101143838.1,4094420.959,526943.2076,28828016.4,8485743.775,338813.7737,0,22514.64307,554559.5612,32219.44035,23154.00608,0,0
24,lac3 0.5% 1 c,3122782.697,219092.1091,104090.4392,27280.00258,13031.71393,0,2690827.183,189900.6363,557543.7835,87125.36306,74221.48412,54587.90121,1921294.564,82529.76647,2908.168954,398495.7332,28581663.85,1533497.124,831460.9842,3223830.873,125310.1642,2275666.306,190221.2818,36032.30281,9933.438512,129034.3755,12833.06331,0,103245545.2,7409536.036,20768534.52,3228349.062,2584845.448,1788578.922,564237243.9,35668145.85,544329.1439,0,0,1499.431468,602261687.2,22195141.88,23813472.04,1201924183,23368837.76,1255369.241,1021739.709,3500841.624,236220.0727,111351902.7,4430237.375,602637.4055,33471383.91,9582021.078,387538.8608,0,37386.2249,802930.4863,31972.63814,31138.33609,0,0
25,glc2 21% 2 a,2635928.755,187933.7405,99733.11783,3384.483233,3183.643119,6580.802776,4453350.106,326980.6776,491208.0548,32734.01767,50954.93077,16201.43192,1491905.207,83576.39584,471565.8319,7148.50966,46252091.77,2852956.908,5545647.951,269845.3755,136704.9585,1471080.298,127295.3716,34305.51498,767.2215879,6932.137997,22389.96534,38.14377065,182242299.3,13392897.96,19531914.42,1462097.751,1755254.692,61604.07452,245805207.9,15814756.1,305207.4088,0,0,5811.703313,823159015.8,32661515.69,66009644.27,1191139.604,49338688.58,3113396.092,6548231.873,343615.8634,285016.5272,21383113.92,1149354.218,6411348.192,98147.7444,5349496.874,282860.2883,364648.9814,3357.787805,961738.1211,72315.15296,72580.70036,0,0
26,glc2 21% 2 b,3285737.022,218716.3189,93405.10617,5038.594885,7072.726143,2691.55013,4174872.078,318783.7774,466619.3309,36529.23486,49817.44307,5968.013572,1473207.299,85779.62665,431616.5619,9899.509301,43764835.86,2717578.054,5242748.984,273481.2691,143281.6373,1750625.735,148208.7276,0,506.9488484,8433.921389,29986.48261,41.8584068,167292526.3,12777041.15,18961346.5,1446672.715,1727405.846,20463.89896,223475238.7,14299839.64,302627.3924,0,0,253386.6354,897871355.6,35157571.66,62890535.54,1693451.778,48459340.08,3118603.57,6187666.483,350871.3478,275828.6611,17967790.01,896534.059,5103629.671,65145.10396,5285091.606,304163.9089,342316.357,878.0418259,1082359.823,73937.6374,62829.59499,0,0
27,glc2 21% 2 c,2860601.927,213631.1709,99455.41506,5175.384284,7224.730702,6702.204862,4449852.093,329966.8079,511219.5402,36676.79549,52384.00267,6854.102975,1485455.824,92514.27652,486522.3381,5989.996193,46590095.04,2882675.94,5625712.317,289447.4599,166257.6838,1644254.389,144451.3109,54601.635,821.4393364,765.700191,15755.52251,84.32066352,180870181.3,13487715.6,20350005.14,1549819.688,1888471.717,42819.23648,238693629.5,15585388.48,306278.1898,0,0,157352.2893,708032041.7,28215803.67,67233661.56,1366849.163,50562289.5,3241611.031,6822378.376,357619.194,335983.4276,15534602.25,884350.7932,5356019.396,68779.94451,4495536.813,303754.3616,366598.5202,1485.447588,1041563.013,66801.04897,74369.29338,0,0
28,glc6 21% 2 a,3262123.716,233016.0036,212433.5074,33606.6078,42806.46733,50922.57635,4680170.446,348675.0042,975827.3645,146469.7459,190958.3498,111066.5634,1217631.85,10447.69973,40989.61663,1390964.827,47093727.52,2862959.486,5196786.018,8953625.253,1031830.512,1412205.004,125790.4398,46633.63796,8092.927291,8926.967742,4317.365372,0,186153130.7,13711416.67,37503232.56,5650354.311,6694353.129,3672164.201,273349627.7,17549702.83,401021.0039,0,0,3037.813836,782142764.3,29389882.07,5729913.129,185352722.7,48777140.93,3149540.945,6153537.549,9972267.387,1292914.631,10804789.73,578198.0764,332521.4805,13568023.59,4582807.772,357957.911,57140.13194,1049820.691,1124404.311,87874.54298,197789.8666,18387.99903,0
29,glc6 21% 2 b,3578615.578,250684.4081,196574.2014,39509.95823,36186.6075,39113.37976,4687541.866,346537.8244,1006511.627,151009.4573,180503.326,124616.7171,1192796.933,1942.390317,31129.15831,1270164.762,45178065,2864771.692,5204522.608,8495021.164,988898.6657,2725977.891,233605.1001,1011.579897,2822.832214,1352.134428,3655.77295,1217.758803,177040958.1,13427920.86,36109133.92,5577243.057,6559055.111,3657954.45,287755311.6,18300381.71,420958.4037,0,0,5141.049395,796404483.6,29890920.95,5751105.819,183407091.9,49771433.36,3266677.46,6321071.739,9877129.415,1327518.509,12409924.21,627416.5064,357258.7206,14454859.98,4555607.808,340941.8363,69500.19631,997571.3997,1110460.627,51348.45473,169174.5169,20303.88569,0
30,glc6 21% 2 c,2859140.898,207680.2121,131123.5593,27253.36797,15143.06453,20110.54639,3435792.504,259964.0635,664447.4575,109159.9546,114685.4573,74362.00282,1312611.933,1368.931842,23892.77924,981523.6808,40908031.66,2507994.381,4071902.798,7240649.747,758873.0114,2641762.243,231045.7065,2612.929532,789.8984872,1389.50891,0,1983.378352,158011023.2,11938572.02,29520194.82,4653500.143,4941223.071,2937533.764,259551865.9,16769992.88,317296.5718,0,0,6299.076957,769958890,29221207.98,4525539.541,137974883.9,37323420.77,2353686.936,4294854.688,7283389.862,833124.9518,14454901.28,673541.383,314063.1862,13238465.55,5124261.503,356612.2132,50937.52101,797364.5891,708128.0418,1122.593931,109534.781,5956.881468,0
31,q5 21% 2 a,2400929.522,178503.6653,22932.04094,136934.1153,39885.93554,1172695.091,1186090.669,123680.1332,121111.3824,697690.4355,185649.2416,6164880.303,2555476.432,137745.7445,0,17631.6649,34434453.01,2401122.945,3556775.503,3335304.911,24567493.3,3570098.678,305406.7158,1238783.343,795.4159573,27325.77919,804.4016383,2372.40056,48830568.9,5393834.014,4460663.424,27924223.85,7776484.219,239201970.7,944704.9088,2067.246429,0,130649.7154,17085345.1,599485085.4,1236641549,46129542.57,104813.5635,850108.087,33265266.37,2487243.675,4266156.946,3929724.559,30606651.5,33866449.93,1486278.927,0,200055.0824,7845854.758,240948.8353,0,0,571213.9881,53453.64041,132610.5736,10356.39078,0
32,q5 21% 2 b,2827641.305,222454.4836,30819.44667,168962.4861,50261.29806,1412371.185,1837074.437,185057.6921,130362.5874,813515.1113,220499.2064,6723265.835,9801259.46,478917.4583,3401.492653,22897.52571,51188780.12,3382802.486,4180154.846,3707442.829,26697817.47,2944004.976,243662.8402,1018310.798,18711.04654,1488.335098,23622.8615,235.8979024,59130906.44,6703544.774,5225936.764,31070182.21,8101908.97,255326923,6922467.971,312102.0989,0,88216.41073,17052250.5,587838945,7319875819,272701773,1991865.105,215025.9774,50416003.9,3560431.621,5094770.195,4564966.328,34826257.12,92370672.84,3794564.79,12383.26325,148287.9398,32737011.4,1151782.248,1111.739143,0,1395074.141,85646.43429,144412.408,20531.98245,353988.065
33,q5 21% 2 c,2546104.369,196127.1054,24443.21583,157824.3954,43969.28638,1306004.743,1278953.184,148263.5617,121711.1101,768149.8343,201650.9074,6505086.003,2093325.271,119631.7396,591.0601118,20427.28958,33858719.3,2426245.163,3829923.991,3385420.301,25719299.06,2930593.027,249887.4722,777838.1138,805.8233391,495.8195172,589.0502085,501.0267444,48596860.14,5574267.55,4918573.267,28991502.98,7595774.101,241554607.6,798291.9273,5069.271346,0,152146.9523,14082618.31,481135599.6,1156467856,42914730.46,299005.3289,797080.4959,33915425.1,2620592.425,4597165.654,4011354.414,31624566.93,23869655.54,1078342.298,0,151325.5546,5785797.507,148246.4088,0,0,998662.6744,68767.83838,137178.4711,15938.12034,327292.5025
34,lac3 21% 2 a,4430769.212,320134.9369,196755.7082,38372.08336,12782.43932,0,4826901.249,360295.4113,816839.4655,113929.2056,87621.54805,54754.07578,1934939.329,92969.58914,19661.09049,1114689.721,44832607.64,2716704.753,3552262.213,4420848.898,404644.1168,3770914.01,315742.1344,10884.15552,524.6430026,890703.5796,537659.2625,450.295194,206424363.6,15733776.43,33914262.23,4797589.968,3744911.399,1837933.104,392848373.7,25388851.14,586193.3161,1783.622053,0,210540.9255,1418820209,52583869.98,12376980.1,592071848.1,60412680.54,3798883.208,5304284.432,6276562.134,665804.9673,22998868.82,1070075.024,278585.1622,16316028.96,7376445.238,314238.1081,1575.223894,66320.35716,1103534.666,84300.49299,169240.4559,4912.693328,0
35,lac3 21% 2 b,3665060.255,250892.4035,194550.6116,38619.55941,20469.70254,11459.16509,4551778.245,354079.2402,797754.7275,105980.2232,85289.17581,62396.94169,2077395.748,92308.07053,13944.02873,1005747.192,43053648.67,2620728.093,3527479.29,4213247.772,361415.8126,3635336.708,307648.1437,777.2685427,730.76053,769345.0941,462646.2772,584.0148775,189970140.8,14246643.36,32450187.69,4736092.301,3410595.106,1625262.798,398991237.1,25409288.77,505809.3077,0,0,256214.1318,1456883235,54575180.25,12551163.04,604426168.7,55384770.97,3502852.838,5377487.458,6241979.121,631372.6337,24914675.06,1116974.858,256596.9789,16939653.79,7683647.079,308728.4494,1441.796262,61139.28256,1078661.467,72786.96328,125810.0138,6295.710753,0
36,lac3 21% 2 c,2941418.356,201928.546,163385.4086,29085.83288,7293.835292,36867.31233,4183743.915,307037.736,718881.8756,94921.51183,80024.85342,45775.96416,1521444.907,81424.05865,12864.16803,944604.5935,41836849.74,2537345.471,3399466.335,4347247.906,368813.4737,2965746.494,251827.26,528.1384945,0,505999.4875,0,836.2846871,188891787.1,14005898.84,31165008.6,4556256.547,3320816.159,1674565.035,310076355.6,19676751.64,376932.6297,0,0,7291.319235,1124842320,41186865.24,8629577.788,426748496,50136710.72,3192812.287,4867031.846,5852360.651,619639.9893,17765735.94,873781.8864,174120.893,11967758.39,5841030.18,278832.8848,2346.62229,50647.77539,1034433.636,94873.08306,168439.6917,4433.623303,0
