filename,id,2HG M0,2HG M1,2HG M2,2HG M3,2HG M4,2HG M5,2OG M0,2OG M1,2OG M2,2OG M3,2OG M4,2OG M5,alanine M0,alanine M1,alanine M2,alanine M3,aspartate M0,aspartate M1,aspartate M2,aspartate M3,aspartate M4,citrate M0,citrate M1,citrate M2,citrate M3,citrate M4,citrate M5,citrate M6,glutamate M0,glutamate M1,glutamate M2,glutamate M3,glutamate M4,glutamate M5,glutamine M0,glutamine M1,glutamine M2,glutamine M3,glutamine M4,glutamine M5,lactate M0,lactate M1,lactate M2,lactate M3,malate M0,malate M1,malate M2,malate M3,malate M4,pyruvate M0,pyruvate M1,pyruvate M2,pyruvate M3,serine M0,serine M1,serine M2,serine M3,succinate M0,succinate M1,succinate M2,succinate M3,succinate M4
11,glc6 0.5% 1 b,769391.9599,63043.41667,66255.68273,17949.16767,0,27815.53052,739934.9936,58927.93222,221975.918,51176.37042,47480.89178,57974.77125,1616143.405,37345.62804,20420.05991,159996.8098,29280971.6,2002536.084,3553535.358,9139360.115,863713.975,11222504.1,1419481.831,9810953.922,4757695.618,1884907.131,3281078.806,260557.7842,76116807.59,6987868.98,22409842.74,6352083.367,4944022.698,3336784.348,71136301.01,4678059.342,229854.3016,20798.82381,10700.75477,40509.4788,2134745735,77947367.58,4740333.113,136423270.3,7650551.846,528445.8489,888305.2598,2074025.6,182545.5742,76599837.68,3359917.045,1044140.213,36816027.7,27507065.54,920227.8147,1417.063102,545955.2889,1535532.55,110731.5275,110131.6271,13608.232,0
12,glc6 0.5% 1 c,818900.6382,71912.38278,67329.76451,19509.10889,0,26744.09918,763693.6177,61070.90758,233996.028,57855.0812,51633.36128,60486.30247,1044009.41,2982.167402,11240.93473,201982.0384,31015270.22,2159008.919,3840607.556,9508728.681,839271.3184,12054232.24,1516799.244,10718565.44,5275368.274,2001299.89,3394750.448,261839.6805,78386874.73,7202129.533,23093005.78,6648396.185,4928004.764,3297783.679,91973795.67,6064662.282,267325.3045,20207.35328,13179.07854,20811.5821,1326341861,49286527.74,4846640.098,147494515,7047878.01,479501.657,800767.0691,1880009.551,189752.9959,103788673.3,4373539.885,1353346.65,48510862.56,25219929.44,724196.2747,681.1949045,559826.6456,1954696.97,162774.8215,103137.2902,13102.19497,0
13,glc6 0.5% 2 a,3127840.732,253389.6932,611680.5608,151984.6811,202851.109,178919.5987,2070896.235,151790.2242,463803.8808,111986.4039,178729.6668,167013.9764,2016569.925,109691.653,33680.59037,649748.7437,57746505.84,3563970.942,7498980.648,34296004.49,2796056.7,14106475.49,1782436.472,23599613.4,8931575.243,4779084.468,14425129.64,1087247.622,194389260.9,14979788.2,44512390.29,11086245.41,15872085.36,12553231.93,188286947.1,11976059.28,609398,43932.07772,80055.42478,158308.7136,1487533557,54908859.28,23919485.16,768540823.3,11299376.4,639053.9977,1374227.832,6011117.019,507791.8896,61642547.42,2734943.563,2954803.391,99447367.38,32879448.74,1035055.386,6797.311852,1038679.788,2346441.966,118569.4613,243146.8198,32110.98257,19541.87748
14,glc6 0.5% 2 b,2168177.036,175828.0498,457648.7199,121959.7869,130077.6888,132988.3235,1649345.976,125008.6086,484140.717,116139.7506,161298.3379,142332.186,53514.2439,7461.763128,21004.02829,460338.3859,44507763.73,2988351.64,6681457.783,24148218.09,2312769.753,15436602.13,2004372.823,23688957.06,9546011.493,5119390.049,12517577.46,1110979.32,139458478.4,11352873.32,38801897.53,10609146.63,12775805.98,9801781.004,130206319.2,8336759.773,475965.8886,57891.28543,71233.55008,110844.2431,1124453794,42562249.38,13668416.47,448325522.4,9677815.252,610169.0434,1329259.27,4510459.386,453633.8163,39235041.73,1773238.235,1659727.986,58472687.26,28206344.04,1003239.761,0,1003854.516,1943439.253,142992.4366,267938.8194,39232.98865,0
15,glc6 0.5% 2 c,549844.593,41344.96057,92943.85665,25331.17531,26066.84308,69223.3962,425790.8136,29936.3175,122188.718,30047.89116,38364.37847,184773.3171,584384.0542,3134.473694,1348.497098,108280.2375,9321913.03,620534.7805,1382896.332,4490429.331,431849.9563,3936259.506,518817.0748,5602537.488,2354442.878,1226900.211,2920449.636,257561.8548,24420682.73,2020303.021,8044198.077,1977642.96,2198402.283,1938994.192,26562535.18,1702119.285,217518.5902,20842.53155,10290.22581,18647.25079,300562359.6,11180526.43,0,137786839,2159697.208,128672.4865,277844.5998,888144.2785,89308.66702,23693092.05,1210950.133,442811.9546,26760774.02,6682305.318,167923.0508,0,0,579478.8849,52971.25688,6959.161583,2858.818538,11489.03211
16,glc6 0.5% 3 a,6405096.289,456694.7561,891057.0509,193747.2257,411397.7197,333443.4685,2580386.113,168205.5286,370298.4128,74909.42104,177340.2257,172553.6114,3776747.338,108549.1384,42046.33227,1140131.89,62856527.19,3478851.373,6451426.33,52704351.98,2401563.298,0,1847159.742,23831999.75,8012787.888,4501891.418,20666745.31,968361.2916,207250550.4,14450720.28,29746733.4,6811872.859,14293745.37,11325377.33,213332852.4,13719421.12,582373.185,48054.00664,70569.71429,138183.9171,2187541358,80406747.63,35523586.08,1125594597,14083606.64,742833.2315,1233428.891,10331072.32,443511.195,32751974.03,1602344.417,3197450.213,105807070.1,36014437.41,1270371.544,2387.48847,1391439.648,3210864.457,164332.1703,168019.6408,23532.79432,0
17,glc6 0.5% 3 b,5741855.483,408570.1351,887636.0967,201314.6495,383647.3798,316705.5612,2362164.039,154243.2568,407929.4737,91736.08038,188340.0678,181740.2083,3091027.288,22337.64137,33043.31814,713903.4978,50119306.7,2897774.107,5295493.936,38360057.8,2157237.45,17658877.64,2136792.139,28756113.33,10720614.99,5576343.27,23587350.56,1233182.428,163168277.2,11746888.84,29599722.69,7102593.666,13426663.24,10641373.02,157523728.1,10071421.83,546755.6474,29502.88663,111906.444,150428.8068,2635327610,96172531.38,28952661.58,911382222.3,13049374.12,756272.1595,1166335.321,8209928.835,412878.4616,47153620.71,2175678.022,3095219.432,101847409.7,38566942.34,1358454.265,2605.125593,1329365.078,4100649.127,229671.7064,240054.5429,24169.53564,35828.76647
18,glc6 0.5% 3 c,4482708.424,333670.9096,792602.8724,187627.4448,306205.4427,265408.7955,2058209.277,140896.8382,404960.6955,97966.37644,176202.6026,172661.8644,3757507.956,147104.3883,31965.05816,790191.5187,55170791.46,3214883.287,6420634.396,40096287.86,2506752.465,16466988.91,2006176.362,27279473.95,10808104.52,5427913.796,20515287.97,1244916.652,164367253.4,12190999.41,33659247.63,8490820.87,14162863.07,10957986.27,175994468.1,11415801.9,647248.4261,60775.33166,148876.1559,194623.6593,2299587332,85872548.25,24329557.06,763700245.6,11047198.76,613509.9292,1087001.27,6874052.19,413439.6244,39768353.53,1838710.653,2498878.636,86257489.09,40030432.17,1352098.772,0,1271626.259,3333501.958,221244.035,276294.7234,26362.81368,37291.57621
19,glc6 dmso 1 a,2218056.367,167404.3805,115319.9962,29101.78366,0,42553.0994,1758924.201,154358.1616,391277.2182,83413.19094,82005.79099,64805.91404,1642090.257,73979.80415,17478.20952,339026.9,76337432.33,6579739.223,13718743.44,16124799.2,2350563.666,19432868.96,2681637.821,22554853.22,6232488.356,4183749.639,4319589.245,538436.7902,208041907.3,18674891.49,48663630.02,11299375.29,8591579.209,4807147.853,103500281.4,6517997.074,467944.5267,47371.07687,26227.63878,66664.76552,1056654086,39124224.75,14610095.75,475720679.9,22275596.13,1756349.779,3464728.001,3936734.002,550410.6518,73481777.84,3215286.502,1694152.37,56305104.01,21248909.93,654779.8364,0,462111.5246,4051944.344,244360.5296,259007.0173,41710.99789,0
20,glc6 dmso 1 b,1466761.091,119113.758,195692.8257,48847.26651,29008.59976,51586.54261,2386117.635,211880.6397,598746.009,132291.0799,130520.8925,104311.5578,2528435.774,80042.78268,25093.62107,497140.7072,96964676.14,8480516.246,18909420.65,22110297.14,3369641.222,22202502.98,3247385.665,31001818.48,8275266.798,6222816.177,6394327.13,863944.2003,263947737,24477364.91,66876771.97,15809896.57,12812439.54,7016731.797,136700459.2,8681631.327,648289.8878,60618.30508,57089.46335,9814.179966,1216233034,44722141.08,20821042.44,662428446.9,22768112.75,1943764.702,4300926.948,4714992.583,751197.1116,93887415.74,3910994.826,2601335.926,83919974.8,24116113.79,646020.853,0,511364.1083,2588822.566,208015.4807,357319.4418,69742.55262,0
21,glc6 dmso 1 c,1242906.187,112678.0101,175894.8051,42579.67242,25965.82776,53789.21999,2285423.737,200376.6568,563618.1784,117551.0943,111542.5919,93243.43365,2690342.93,11532.70471,20146.99181,435299.8884,92551348.42,7695797.314,17047685.64,19854417.02,2972871.146,22580402.77,3203690.732,28647860.79,7801739.341,5516247.975,5592229.184,734571.0721,243105433.1,22432229.09,58811972.23,13232622.26,10725323.73,5392322.006,128184085.9,8163382.798,591892.3489,77771.42542,51848.51861,76306.76939,1152175301,43088157.59,16467751.35,528993853.3,20244411.21,1657254.232,3680363.853,4164328.907,613155.2288,95746757.6,4065325.629,2271445.928,76504865.2,25855842.16,786884.8998,0,530253.8332,2870814.672,202009.2996,362090.9313,59599.62443,0
22,glc6 dmso 2 a,3844920.916,318334.515,811357.3178,197354.3332,222320.6213,206099.6794,3450454.258,261079.5973,863527.0934,191547.2337,256539.1031,226757.9044,3405700.836,44723.64879,58565.40518,1431174.264,121681393.8,9544942.499,26573358,45553747.51,8428980.733,19886327.45,3147724.895,48768432.48,11156211.44,12046766.17,18193957.49,2938223.861,375362060.3,30555677.88,95357191.73,22375848.1,28029826.67,18460817.82,213477228.4,13973640.13,1250887.334,188168.6152,220849.6271,174607.4195,1488217604,56227533.75,56177100.67,1767618364,28459331.91,2110730.791,5840745.385,9732201.565,1695224.282,80595496.42,3604958.321,7104046.77,224569896.9,30385795.07,874894.9895,10806.09205,799171.8491,3605075.261,249204.1163,579812.8991,127758.3096,106026.5268
23,glc6 dmso 2 b,2657898.468,237149.9403,592653.64,137151.4854,169182.4376,155520.4296,2665928.723,201242.3386,661037.2094,155889.1214,200082.175,167804.1923,3639078.717,86038.37857,45707.04508,926698.6631,104422263.4,8394119.721,22676109.38,38618464.36,7006521.979,20223819.92,3113464.412,44568877.94,11040188.4,11015034.11,16261222.63,2626095.264,309926138.6,25762033.06,79771792.43,19477664.03,22619359.18,15256472.98,170372771.8,11060203.46,923264.179,126818.2962,155641.8855,175327.2226,2116099955,78336361.03,46447010.84,1465619297,21271536.86,1586767.762,4342169.233,7135705.156,1255051.217,69658726.97,3077644.748,4065693.822,127903804.8,28406098,844909.2404,8518.223534,688681.5782,3199091.981,244579.5213,510496.7575,100687.0765,0
24,glc6 dmso 2 c,4579879.003,356733.9157,965493.3277,219962.1738,274464.9221,231674.0286,3940435.924,303667.3163,965729.0674,229054.1426,289499.9389,226426.2127,4422613.619,86345.659,65506.8074,1541462.202,132223241.2,10348309.29,28855404.64,50070702.86,9405873.016,23182311.14,3543129.977,55035343.81,12449975.2,13594114.44,399.3357639,3389838.441,385305648.2,31348050.37,97244764.92,22894748.12,28494287.83,19668486.97,214154692.5,13788858.64,1150510.522,206486.9424,273306.2186,225438.7852,1744649081,65946352.61,61738234.94,1927353151,29472749.23,2169695.759,5905890.439,10205546.51,1880128.347,78806177.96,3629588.544,6858801.209,213190184.8,34085426.95,1063411.253,19054.35336,877532.3993,4122266.876,268563.894,612008.671,137287.4745,125868.2343
25,glc6 dmso 3 a,9624562.848,739132.0677,1718331.206,380446.8564,549219.1893,451084.7685,4568762.31,320055.1472,761768.2601,151903.5619,270813.6732,239861.5839,4924292.479,150442.0428,122937.7231,3185663.757,119379459,8305746.017,20722898.49,63288065.92,8068399.336,0,2932008.36,49269438.82,10519908.35,11321606.27,26046879.72,3579647.591,523699743.8,39897926.26,93700679.88,19283241.73,31008105.8,23602755.97,250865381.1,16064466.54,1278173.842,161078.2037,278730.3681,258728.3243,1151089891,43894501.12,85058804.12,2716972776,32234103.86,2026532.657,4933972.731,15539399.92,1821235.104,34938152.13,1763689.752,5717833.457,177889592.2,37156343.69,1336787.385,101677.4919,1461890.246,3457642.742,193251.1728,393830.3947,81375.49354,96470.75483
26,glc6 dmso 3 b,15632226.44,1139117.627,2713061.941,557970.5637,904416.8181,781879.6243,7029279.41,498450.1163,1151745.534,208386.5529,392733.177,424643.8264,5392840.234,154275.7454,165987.0155,4335376.259,114434829.6,7481981.31,17720415.67,63233317.29,6723603.072,14270875.68,1977676.164,33755725.96,6478141.559,7394559.031,18944029.61,2350123.157,499652909.1,36333469.49,85089601,16898561.16,29202683.81,22727895.75,196760472.8,12630413.79,997594.1021,123698.7586,223061.1275,156750.631,1644046556,63112602.61,141569984.9,4467308903,34779047.22,2278099.697,5144145.644,19071880.66,1836537.398,41742594.32,2031609.297,7978186.918,242193502.5,30906897.55,1012111.239,0,1450990.574,3718543.656,241511.4136,495483.1508,95569.21307,124011.936
27,glc6 dmso 3 c,9676851.91,707208.0028,1691089.271,365138.7097,535839.3923,517083.0726,4937755.694,356763.9606,836575.415,165112.8756,296511.8226,337300.5424,5932723.35,164391.7949,140107.9015,3808079.493,115004369.6,7832149.432,19752193.44,61916386.6,7906851.642,14659242.41,2100524.739,35385838.41,7767697.509,8327999.572,19261317.23,2633119.868,482473527.6,36035636.29,87209303.84,18965130.67,29618009.23,22871800.37,239396053,15288508.62,1146917.148,168107.0086,275710.2075,263286.6693,1722248021,63933216.83,83328359.32,2684280047,27393710.94,1819561.897,4279508.28,13773846.36,1642525.076,40196179.53,1777951.247,5071940.746,157883184,33929976.82,1137697.719,0,1165736.205,3353807.026,196157.5999,443395.1982,87444.80828,86878.35058
28,glc6 bay 1 a,1362805.028,102519.8087,153246.8529,40054.76247,41830.30459,59471.58536,1785176.744,146002.0282,510811.4696,129231.7112,154044.8115,203582.5198,1963793.275,68185.92621,41152.90939,676027.5262,78517269.91,4945131.009,10306895.9,39929571.62,3496472.83,25875108.8,2918246.327,31616406.31,14252670.71,5995154.439,16174653.94,1267001.907,194092993.7,16179766.35,55837088.05,14552379.34,16546821.92,11653529.81,117291752.9,7649686.561,299477.4152,15696.54689,17615.69152,71861.75896,1061786987,25522969.15,8288115.386,336994215.2,9202610.26,507064.1202,916410.324,3387766.776,282938.8578,72866284.45,3087665.589,1815030.375,64294024.85,26404687.52,761029.3766,0,1374718.74,1952161.281,86709.01838,128907.0223,13820.14919,0
29,glc6 bay 1 b,1203753.406,101717.0841,188786.6364,52557.92798,47498.52847,99036.92657,2095102.234,159967.9475,602081.4945,151659.7221,188415.5695,187178.6988,3636062.631,91350.09207,37929.99459,964884.0407,82647847.14,5258485.576,11167320.58,42878880.62,3926718.069,20876022.76,2486959.79,29014261.95,13074651.94,5555541.886,15169309.37,1178841.752,232254017,18947799.41,66284498.46,17916246.81,19811844.6,14418987.89,150216199.1,9541894.541,370736.5269,5458.170203,16853.50429,84591.50249,1288509662,47571562.11,14459195.38,504751325.6,9008698.527,586042.3421,1106449.846,4059266.27,374620.9137,59713871.93,2543510.236,1681478.573,55171535.46,26075640.35,794679.6809,0,1585954.503,2271032.01,162862.7294,229267.1048,28132.7706,0
30,glc6 bay 1 c,1393049.53,100423.1602,145879.9795,40825.76964,33885.10611,58589.06747,1877367.508,139398.833,505151.6584,127829.3302,151380.1794,118860.2503,2640529.733,51306.06257,40658.78155,751778.1771,81901654.52,5122715.697,9785591.029,37968355.37,3062287.346,20396187.35,2337386.662,24165662.09,11221551.4,4360309.345,11892026.83,887106.6232,196695159.8,15829800.09,53652133.54,14219543.11,15505885.39,10765353.65,129305389.7,8330265.667,314804.4395,21448.79692,11794.54356,0,2949930752,109213341.5,9924568.372,353419777.4,9339845.868,524491.8898,864258.2284,3264588.636,269602.7882,92291751.24,3733051.926,1283164.496,46136029.7,28251387.25,902033.1917,0,1243794.022,2707830.674,175816.7743,158565.4887,14768.22328,0
31,glc6 bay 2 a,1951163.084,147642.6318,336368.0503,94474.85403,154651.3952,184652.0264,1702419.869,114833.3796,516772.5939,139870.3649,278839.1793,265707.739,3792520.848,46938.40269,47121.99589,1209536.585,86062816.26,5041193.446,9617427.083,78721449.6,4262455.046,16931364.46,1983768.489,27232664.72,12647104.5,5392519.049,23783485.31,1310442.765,203660172.3,15815408.67,63416609.59,17232909.62,30116826.31,23636191.59,185469232,11770300.29,581788.1735,59455.573,97489.99883,173412.1992,2002467138,73500603.72,24522740.79,878305434.1,8854440.179,434210.5016,592521.2392,4830626.693,252442.2057,51458484.05,2270723.379,2408365.08,77574251.13,29556808.29,865639.8726,0,2549459.816,2267030.691,147169.8959,192236.7278,24209.45417,0
32,glc6 bay 2 b,1847485.141,159064.0594,374755.2671,98284.39768,165908.4268,168516.7878,1713661.421,121422.8689,550064.8393,138647.9998,282048.8124,235422.336,2734663.663,64108.19535,50446.05206,1093007.011,86895833.44,4815607.056,9712906.263,77387413.69,4301042.507,14879029.74,1820632.757,25249032.2,11488062.73,5251073.624,22433878.2,1314832.111,207469307.7,15978265.78,65631463.31,17874204.95,32655102.4,24849780.76,184454486.5,11615209.92,532952.0529,61055.34623,122408.5116,103927.9542,2027468703,75187854.11,28733972.81,974433236.7,7451458.603,414733.0181,631808.2684,5076254.739,304388.9486,62132653.89,2623792.708,3041457.115,102037601.6,33045772.83,1068299.302,0,2657320.683,1933049.318,123130.5394,198743.1681,26728.68047,17446.39148
33,glc6 bay 2 c,1630608.406,124309.6201,297800.6059,85463.35822,126722.0471,135574.8937,1575440.948,109765.7215,478137.5116,126708.5315,245398.6281,195967.4598,2153309.853,34887.59986,43296.15339,862765.8026,78508139.39,4628289.031,8874150.679,72519793.47,3858554.708,14144975.72,1725290.235,24075198.47,11430315.12,4700111.828,20581508.92,1095307.318,191752864.3,14951668.54,58581064.38,15801819.18,27836223.3,21258916.4,171150667.5,11095086.41,539603.664,36221.92882,97954.09928,115386.3572,927891910.9,35161800.98,0,486879184.7,7052158.341,379852.1016,591279.6018,4776757.542,266214.1255,43868461.97,2097265.714,660875.2802,55190651.25,29252757.46,963725.4061,0,2679889.187,1854976.975,135943.4585,169066.9396,17396.84912,0
34,glc6 bay 3 a,3135490.452,229952.6496,514183.9166,132093.5513,284359.0291,377200.9557,1781109.574,120914.5733,366104.2313,96137.49877,230598.7428,353587.6141,20763.53333,88023.16959,55611.51614,1376193.805,79037415.56,4330379.613,7061772.371,84942844.04,3014774.337,11324464.02,1323629.942,19746897.37,7101648.641,3444184.637,17591523.07,799207.4082,245038795.1,17525487.76,53855355.89,13480357.19,31004699.01,24713023.64,192823323.4,12557881.11,503419.7733,29395.48551,99831.32396,154590.9459,0,84853428.71,30523034.56,1040215886,8830457.731,442088.4595,488757.646,6021939.183,197031.9711,45825930.26,2189207.542,2626266.501,85667408,33570337.31,1094005.945,0,2725189.184,2262534.611,132234.2761,61377.54647,0,0
35,glc6 bay 3 b,2284854.516,169395.8301,442574.4657,110830.3564,239339.458,262196.7773,1496459.151,98153.07355,348769.4836,84561.15341,206907.8388,376166.2996,2789462.446,44812.44039,53032.88539,1179817.934,69764986.53,3871219.301,6202913.628,71930846.7,2601588.561,10764521.21,1276127.884,19529991.77,7148743.121,3421263.588,17185462.77,811640.5625,207659670.7,15451619.12,49115449.28,12498678.6,28103442.52,22470527.43,177256186.8,11222552.08,533459.4741,32448.42376,132629.2618,98820.6881,1566727117,57893592.03,38138718.83,1305856816,6649280.915,348613.6852,470181.4193,5522115.476,200844.7448,45568927.91,2058043.636,3340579.901,112474382.2,26238173.48,793546.2064,0,2415417.999,1599049.363,75776.13098,60303.2529,11275.55971,0
