filename,id,2HG M0,2HG M1,2HG M2,2HG M3,2HG M4,2HG M5,2OG M0,2OG M1,2OG M2,2OG M3,2OG M4,2OG M5,3PG M0,3PG M1,3PG M2,3PG M3,aconitate M0,aconitate M1,aconitate M2,aconitate M3,aconitate M4,aconitate M5,aconitate M6,alanine M0,alanine M1,alanine M2,alanine M3,aspartate M0,aspartate M1,aspartate M2,aspartate M3,aspartate M4,citrate M0,citrate M1,citrate M2,citrate M3,citrate M4,citrate M5,citrate M6,FBP M0,FBP M1,FBP M2,FBP M3,FBP M4,FBP M5,FBP M6,G3P M0,G3P M1,G3P M2,G3P M3,glutamate M0,glutamate M1,glutamate M2,glutamate M3,glutamate M4,glutamate M5,glutamine M0,glutamine M1,glutamine M2,glutamine M3,glutamine M4,glutamine M5,lactate M0,lactate M1,lactate M2,lactate M3,malate M0,malate M1,malate M2,malate M3,malate M4,palmitate M0,palmitate M1,palmitate M2,palmitate M3,palmitate M4,palmitate M5,palmitate M6,palmitate M7,palmitate M8,PEP M0,PEP M1,PEP M2,PEP M3,pyruvate M0,pyruvate M1,pyruvate M2,pyruvate M3,sedoheptulose M0,sedoheptulose M1,sedoheptulose M2,sedoheptulose M3,sedoheptulose M4,sedoheptulose M5,sedoheptulose M6,sedoheptulose M7,serine M0,serine M1,serine M2,serine M3,succinate M0,succinate M1,succinate M2,succinate M3,succinate M4
1,lac3 21% 1 a,8804781.674,446649.6589,978625.0768,133567.1332,110779.1293,49971.1335,4380313.194,0,0,0,0,0,43467964.59,1190168.342,0,3649482.129,7220864.3,563848.1479,4932239.181,1040592.143,679516.4433,338870.6984,0,8636150.207,576945.0121,644002.5517,242455.1963,505013306.5,41382728,76240101.02,62024958.35,9252307.652,99471980.85,11617958.2,72144992.58,17450102.72,10971395.31,8289757.78,914793.2519,36952217.35,2132767.895,0,280069.6087,0,0,0,12150336.03,795432.2183,0,151605.6629,1379238262,113698168.5,265501071.2,56176165.02,36934290.78,15613565.82,536646005.4,30181905.24,2581958.393,81517.66383,0,0,303171676.8,10452645.87,3830409.321,265438057.7,115668524.9,8262244.505,15959264.32,11528535.37,1145443.363,690641706.8,103938259.2,7839763.407,0,0,0,0,0,0,10421762.59,274338.3918,1068372.771,1435415.641,54638536.62,1602991.524,178979.1118,26361953.4,0,0,945024.591,154312.6625,0,0,0,0,25136386.54,764433.1743,0,0,17394448.61,1071344.718,1198537.56,164428.6609,0
2,lac3 21% 1 b,7407703.038,532292.3014,940594.1185,141997.9638,88621.02914,15571.21991,2334559.621,0,358972.9392,0,0,0,37817887.81,1057252.713,0,3310649.332,6783025.238,404281.2844,3913273.979,821437.8737,371476.936,205175.1988,0,8947632.518,505791.5422,563840.5327,323120.5743,450922386.6,36708189.01,67687774.52,55542776.5,7963292.316,87286850.32,36223.83017,61487937.16,15546788.13,9215013.759,6750569.683,234925.8179,30259557.03,1571027.362,0,174814.4469,0,0,0,9322863.66,809317.7669,0,176294.0814,1070773404,88707036.46,205581098.1,42379990.96,27789280.31,12428202.06,489388973.5,26789479.43,2607462.266,0,0,0,444279544.8,14924655.09,9310098.525,511271184.9,102077046.6,7217368.838,13227926.32,11099402.15,1057480.176,356221549.1,62508726.03,5397424.399,0,0,0,0,0,0,10498639.64,303368.3422,521845.7538,1268431.74,55819212.21,1660895.312,217979.1456,26136780.96,0,0,1032589.201,274589.8498,0,0,0,0,21508622.76,582383.7915,0,0,16871177.44,969465.5336,1139050.578,111349.6603,0
3,lac3 21% 1 c,8514702.242,520340.4778,928440.3223,147194.3324,88540.16964,0,2580376.302,0,159265.0612,0,0,0,42026935.7,1106076.781,0,3589384.365,7227081.775,626060.9074,4809528.525,1043107.95,572515.7775,405448.9667,0,9128972.848,623591.362,463952.5298,371086.2326,490542651.6,41518416.07,76075306.36,60924224.76,8835740.578,107343192.7,12500703.32,77058661.82,18665184.8,11573695.64,8686803.005,1126286.969,33994960.49,1854935.258,0,299794.9159,0,0,0,9901260.349,846695.4415,0,155766.1335,1260979051,103393555.4,242923754.9,50650242.31,33551652.74,14470883.45,493876550.5,27855608.24,2350569.488,0,0,0,857542210.9,29819489.02,14551290.53,671175738.1,108147010.4,7825033,14678719.06,10619361.3,1003616.96,967939999.6,155041108.6,14797500.77,0,0,0,0,0,0,10791756.21,305033.8713,1182607.613,1299848.369,107911268.2,3610789.781,970753.8659,51533736.16,0,0,0,0,0,0,0,0,24301890.15,697156.1684,0,0,29400687.29,1445601.649,1259159.621,184719.1035,0
4,lac3 21% 2 a,33315663.96,2293126.673,4355407.247,793496.1382,415927.001,321640.8779,6349258.335,0,0,0,0,0,82380110.98,2382001.997,0,5693782.227,10882677.94,744365.9742,6547325.72,1399633.243,686731.8762,531629.1037,0,12997089.88,705058.1156,611834.1921,504675.8277,643121466.8,45401397.43,79045228.7,78120762.42,9407092.699,152755909.8,16189184.38,106797032.8,24440448.37,13643316.62,11976742.23,1068870.292,68805822.82,4334564.247,0,520233.6726,0,0,0,35016470.49,1683024.479,0,803879.7584,1897203350,137939833,268476978.2,50473253.78,33283196.05,15893695.33,806700966.2,46048594.11,4029385.877,374078.3145,0,0,1390147389,47761268.68,19435347.89,879267193.9,179847914.4,11369992.34,18786414.34,17570143.02,1697988.65,338234340.3,57930358.07,5839193.842,0,0,0,0,0,0,18630382.16,483303.9704,2306221.518,2065964.501,91555293.5,2917294.159,985425.0397,52609513.37,0,0,9440.437545,0,0,0,0,0,39314815.96,1155842.321,0,15070.646,37852534.43,1323134,1698373.985,220181.8609,0
5,lac3 21% 2 b,38610787.77,2694550.232,5154496.69,917283.7374,671088.8682,299472.4207,6561525.529,0,0,0,0,0,75384804.51,2196214.899,0,4634752.193,10709125.22,840852.8049,6608674.961,1425575.649,811655.4383,593731.443,0,13127171.61,619825.9877,652470.645,429866.6599,604537509,43061235.76,75282563.68,74293545.4,9147251.181,156055455.3,16719565.68,108771555.5,25033543.66,14741735.44,12418055.43,1382414.42,63126474.31,4128588.026,0,497023.0998,0,0,0,31586474.96,1593300.28,0,590720.4876,1717144763,123993167,246428768.5,46721079,32174617.66,14282091.47,696441928.5,37402227.19,3742565.724,156500.0965,0,0,411998881.8,13909220.17,3441018.911,209533309.5,182872661.6,11773117.74,19940438.29,19530353.45,1639277.761,356328528.6,34761651.51,2583944.305,0,0,0,0,0,0,17593065.82,551862.1895,1234314.606,1886583.687,26674281.65,799515.3696,45319.30413,13355866.96,0,0,311550.1654,70238.84991,0,0,0,0,37661918.17,1122104.9,0,21575.1541,36508416.75,1057049.193,1777136.091,210175.9962,73266.54613
6,lac3 21% 2 c,33623044.2,2480498.969,4251810.192,745072.9115,492759.4659,265115.2951,6479570.223,196586.5986,217582.1356,0,0,0,72308847.61,2186047.043,0,4846858.121,8229774.305,569249.6961,5231920.854,1094136.486,516045.4005,444587.1513,0,11917784.9,557379.3915,491844.0808,457592.7201,521649479.8,36354179.19,61141308.07,59175461.8,7109365.287,113299256.8,166591.8976,76672845.05,115800.3841,9931837.393,8766945.603,244337.9016,62344109.95,3779348.476,0,388631.5587,0,0,0,23073073.21,1329259.555,0,497559.7613,1347914098,96803127.74,184942951.9,34217579.67,23620832.72,11031879.1,644509397.3,35215484.3,2915086.76,0,0,0,850270639.2,29181581.01,7565715.693,429781144.1,178018865.2,10764797.67,18202974.92,17337836.49,1338212.959,246785072.7,38978768.69,3696662.315,0,0,0,0,0,0,17661744.58,492371.4238,1362940.554,2017711.469,83469378.17,2460180.309,217329.0303,25804156.38,0,0,365697.6221,35152.18386,0,0,0,0,36339212.82,990291.7385,0,0,38289303.88,1161575.208,1526731.537,190321.8843,0
7,lac3 21% 3 a,123144090.8,7883757.785,9568724.136,1534745.4,871059.1188,488823.9768,19564925.99,267491.57,0,0,0,0,84918904.12,2588917.288,0,4480546.462,12072175.69,822711.0979,4026223.516,960704.7239,126507.8895,210656.5666,0,14492679.88,0,150329.9809,676739.3673,484043089.8,26726526.6,26007502.15,50236953.06,2553024.489,160120871.4,13588805.52,62280554.07,16894793.61,4814650.966,6357795.987,37700.7826,149787171.1,9957699.883,0,2256817.645,0,0,0,85036779.48,3190931.967,0,1895527.475,1930755818,121413905.9,146441518.7,24451557.08,13556189.77,6732372.126,686749772,38546361.07,2324646.354,0,0,0,1517436369,51870357.29,11921292.43,637643752.1,300963823.3,14610438.81,15553906.49,29392484.38,911764.6043,374305465.8,57247967.38,5518536.617,0,0,0,0,0,0,17261157.62,484812.1291,2061255.378,2093681.962,97187426.43,2971013.543,524565.8918,41653694.44,0,0,714841.6719,21743.56562,0,3777.496257,0,0,52351514.24,1512324.089,0,0,42967389.83,1075723.26,1176835.43,0,0
8,lac3 21% 3 b,144302232.9,8587612.403,11041189.66,1652257.49,1095259.679,627074.0508,18481481.32,233536.5447,457840.631,0,0,0,89129746.59,2752516.392,0,4402941.167,13474084.57,896038.8487,4604366.794,1047439.828,217750.3556,318929.5139,0,18938152.72,393659.3327,175609.6464,560722.4312,637747009.3,33291197.1,27407875.32,50800198.22,2706881.965,180316170.7,15307099.29,68848020.98,18701795.02,5376660.445,7179420.049,84151.05925,160934752.1,10878295.27,0,2202572.515,0,0,0,81567863.21,3266598.312,0,1825839.124,1764372964,109776847.1,135598735.1,23699291.97,12600734.67,6881234.828,565448493.3,31132853.66,2091053.227,0,0,0,2833589475,95453319.98,10482495,553475476.2,298577838.2,15629465.54,15181462.8,28316681.65,848287.2083,267376372,48720697.49,3621934.089,0,0,0,0,0,0,20770809.24,614165.4385,3719563.373,2102050.73,118444066.6,3968420.94,334248.9354,32977481.97,435248.6455,0,1224479.632,20680.75343,0,0,0,0,107250217.7,2930995.897,0,15987.93121,39704265.55,1169846.916,1202890.55,45675.55362,0
9,lac3 21% 3 c,115132822.3,7128673.45,8765536.161,1447008.002,812834.5023,453056.3779,16987083.85,191370.8586,234585.8481,0,0,0,87553152.32,2702625.437,0,4468152.307,11769699.29,633362.3331,4055931.757,935416.1753,134998.4718,225744.9867,0,15920091.06,246334.4003,171235.8931,600769.9962,492893305.3,26231757.42,25225815.5,46930938.74,2534307.983,163420244.8,14341594.85,66064719.47,17053200.28,5065145.701,6723380.852,50511.21802,161095875.6,10906380.22,0,2446724.255,0,0,0,73578099.08,2732751.436,0,1774957.767,1699104919,105711089.7,128408459.8,21706999.01,11854991.92,6283815.034,641825851.8,34964803.37,2036607.795,0,0,0,2441764530,83038326.98,12151762.58,664655642.7,260103369.1,12117505.57,12464384.03,25493270.59,858901.5788,490072457.7,81455048.76,7739550.707,0,0,0,0,0,0,22459044.76,666250.9832,12485.78346,1910054.853,101557943.7,3485006.596,412689.2183,33398357.17,101475.4285,0,2284317.524,26574.61,0,0,0,0,65221574.37,1677310.211,0,0,40788577.77,1090030.889,1119089.46,0,0
10,lac3 0.5% 1 a,3377585.05,195917.0523,348282.1375,54347.62481,62467.97679,73849.97378,875481.4627,0,0,0,0,0,14135975.98,284638.3301,0,1497789.551,4090648.575,258696.2732,2276566.374,837531.8575,231741.2345,383553.7643,0,3891862.184,144359.0003,167267.5049,169999.0143,134434807.6,9042041.078,16435883.84,32977250.81,3260913.609,65560211.29,6774732.519,41056811.42,16889854.22,6850110.589,9426448.18,672491.011,20458317.47,928179.4111,0,725582.9805,0,0,0,2645923.219,346432.9263,0,43422.48832,407981397.3,34894899.6,111884748.6,29678958.64,20597888.93,12206190.09,271592241.9,14640803.17,909150.5713,0,37325.47992,0,290178070.4,9597464.108,3228465.943,225510441.9,32705966.08,1406232.273,3305611.822,6083709.627,320480.5926,154138330.5,25912528.15,2679403.149,0,0,0,0,0,0,3806070.512,77949.61604,207808.8659,456114.2003,30912769.28,960708.4889,0,11120964.41,0,0,602820.3795,17418.42081,0,0,0,0,12198066.18,362491.2713,0,0,18862000.95,627544.6802,424001.9811,29491.12467,0
