filename,id,3PG M0,3PG M1,3PG M2,3PG M3,aconitate M0,aconitate M1,aconitate M2,aconitate M3,aconitate M4,aconitate M5,aconitate M6,citrate M0,citrate M1,citrate M2,citrate M3,citrate M4,citrate M5,citrate M6,DHAP M0,DHAP M1,DHAP M2,DHAP M3,FBP M0,FBP M1,FBP M2,FBP M3,FBP M4,FBP M5,FBP M6,G1P M0,G1P M1,G1P M2,G1P M3,G1P M4,G1P M5,G1P M6,G3P M0,G3P M1,G3P M2,G3P M3,G6P M0,G6P M1,G6P M2,G6P M3,G6P M4,G6P M5,G6P M6,GAP M0,GAP M1,GAP M2,GAP M3,palmitate M0,palmitate M1,palmitate M2,palmitate M3,palmitate M4,palmitate M5,palmitate M6,palmitate M7,palmitate M8,PEP M0,PEP M1,PEP M2,PEP M3,R5P M0,R5P M1,R5P M2,R5P M3,R5P M4,R5P M5,sedoheptulose M0,sedoheptulose M1,sedoheptulose M2,sedoheptulose M3,sedoheptulose M4,sedoheptulose M5,sedoheptulose M6,sedoheptulose M7
11,lac3 21% 1 b,3194795.633,0,0,0,9120916.761,484849.1646,4091118.263,707383.752,68658.27234,174197.6752,0,140323999.8,10737341.75,41738048.52,7883197.777,2656178.994,3104709.279,0,115365.2732,0,0,0,7148534.861,309897.1721,0,106342.4409,0,0,0,74274.70194,0,0,0,0,0,0,6886889.792,0,0,0,562515.0437,0,0,0,0,0,0,1074971.042,0,0,1775169.605,149728630.7,26567551.81,2719149.067,0,0,0,0,0,0,657693.4713,0,0,0,221987.2545,0,0,0,0,0,0,0,0,0,0,0,0,0
12,lac3 21% 1 c,1832388.473,0,0,0,6659142.697,195049.3334,2594201.189,442228.3866,0,0,0,112837861.2,8542436.26,27582199.26,5186741.624,1596603.303,1993503.337,0,0,0,0,0,4934059.445,0,0,0,0,0,0,0,0,0,0,0,0,0,2668877.874,0,0,0,195872.6318,0,0,0,0,0,0,598487.8223,0,0,771192.5038,120714227.3,22983126.34,2410815.634,0,0,0,0,0,0,324531.1765,0,0,0,105760.4429,0,0,0,0,0,0,0,0,0,0,0,0,0
13,glc2 0.5% 1 a,570377.5833,0,432312.9781,0,7885448.201,195147.2695,1435598.696,0,0,0,0,131426294.8,9628248.886,15989353.47,494830.1467,1023383.595,0,0,166380.0461,0,0,0,1250349.146,0,9752446.699,366269.8032,1514061.931,0,0,0,0,0,0,0,0,0,1815652.348,0,0,0,0,0,1594646.574,0,0,0,0,205767.2414,0,0,0,99768434.84,16188033.94,1947943.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,glc2 0.5% 1 b,739621.641,0,517362.0277,0,9345498.984,269755.4591,1913759.709,0,0,0,0,142288603.2,10303108.21,19548832.35,674428.768,999731.0503,0,0,0,0,0,0,1806472.261,34286.21959,13304056.84,479225.3478,1951778.003,0,0,0,0,0,0,0,0,0,1638390.724,0,0,0,0,0,1680884.159,0,0,0,0,0,0,0,0,176914530.9,31232408.06,2887297.745,0,0,0,0,0,0,81304.0484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,glc2 0.5% 1 c,1033322.959,0,508280.614,0,11041657.36,467667.9349,2345992.27,0,0,0,0,168619761.5,12492915.88,26094383.09,847553.948,1368502.826,0,0,93474.01485,0,0,0,2070463.372,39158.03039,14745418.2,598532.4834,2251056.62,0,0,0,0,0,0,0,0,0,1828005.595,0,0,0,0,0,2255802.156,0,0,0,0,0,0,0,0,85430438.16,15427155.27,1704508.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,glc6 0.5% 1 a,0,0,0,2258623.159,8590239.691,117836.9095,3200932.875,957992.621,0,273103.9423,0,128528517.4,9227777.017,32928822.53,10937417.6,1919143.489,5643736.894,0,0,0,0,257699.1851,0,0,0,696212.6496,0,1241950.534,17916124.74,0,0,0,0,0,0,132984.3454,1347065.825,0,0,830210.1397,0,0,0,0,0,0,2379366.647,0,0,0,0,131641483.7,23780965.43,2262460.195,0,0,0,0,0,0,0,0,0,203885.1392,0,0,0,0,0,498331.6669,0,0,0,0,0,0,0,0
17,glc6 0.5% 1 b,0,0,0,1192573.025,7777498.078,161572.5376,3135615.989,876651.222,0,351983.6214,0,131863558.8,9620035.396,30479586.19,9864789.496,2025770.805,5365543.61,0,0,0,0,200225.898,79519.00646,0,0,546119.417,0,901917.2262,16308233.31,0,0,0,0,0,0,0,1247402.615,0,0,519501.6307,0,0,0,0,0,0,1770468.63,0,0,0,0,71562851.8,12918278.5,1151383.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433459.048,0,0,133117.2164,0,0,0,0,0
18,glc6 0.5% 1 c,0,0,0,1543543.312,8257715.028,259003.1604,3270461.221,1117511.672,82728.10563,397249.2731,0,134644531.3,9870330.175,34058890.84,11293094.3,1883835.665,6092214.028,0,0,0,0,383447.6117,0,0,0,762636.7882,0,1236991.801,18833895.3,0,0,0,0,0,0,0,1160546.609,0,0,625835.8622,0,0,0,0,0,0,1601334.392,0,0,0,0,80120277.99,14883132.23,1288549.948,0,0,0,0,0,0,0,0,0,105072.7122,0,0,0,0,0,480053.7757,0,0,463997.2132,0,0,0,0,0
19,q5 0.5% 1 a,1079394.585,0,0,0,7050890.756,79516.08576,0,259574.2735,377214.4703,1035790.042,0,124203674.2,8743107.183,909924.7282,3727047.861,6555986.747,10531366.76,0,130536.7663,0,0,0,17969066,898692.992,0,0,0,0,0,0,0,0,0,0,0,0,1662447.794,0,0,0,1754088.206,0,0,0,0,0,0,0,0,0,0,75421328.57,11913057.57,1509318.891,0,0,0,0,0,0,197696.9191,0,0,0,186180.1398,0,0,0,0,0,0,0,0,0,0,0,0,0
20,q5 0.5% 1 b,1967141.937,0,0,0,10047362.15,227298.6498,0,310487.4701,854384.4509,1068594.891,0,133822234.8,9065517.263,713862.7513,4334413.627,7301430.448,11537888.07,0,289138.392,0,0,0,23273843.28,1269857.389,0,0,0,0,0,170093.3588,0,0,0,0,0,0,2005948.186,0,0,0,1882636.865,0,0,0,0,0,0,0,0,0,0,110704522.2,19605789.8,1879176.564,0,0,0,0,0,0,441542.2465,0,0,0,437196.9528,0,0,0,0,0,0,0,0,0,0,0,0,0
21,q5 0.5% 1 c,1734881.273,0,0,0,9212938.013,155581.9116,0,244629.9902,314713.0876,960046.8702,0,127531929.5,8417559.161,497805.4454,3614757.972,6507817.099,10268578.46,0,294401.1713,0,0,0,19571024.67,914638.5244,0,0,0,0,0,0,0,0,0,0,0,0,2103298.166,0,0,0,1755057.457,0,0,0,0,0,0,0,0,0,0,56609801.31,10224372.56,1508194.21,0,0,0,0,0,0,298940.3103,0,0,0,323098.1693,0,0,0,0,0,0,0,0,0,0,0,0,0
22,lac3 0.5% 1 a,1364813.355,0,0,0,7870960.149,114462.23,3135830.498,380221.7983,0,0,0,116696252.2,8405715.992,26581678.59,5987502.411,1357054.438,3477437.559,0,0,0,0,0,20934868.78,1051288.644,0,390121.706,0,63261.61086,0,0,0,0,0,0,0,0,2347499.922,0,0,0,1871820.377,0,0,0,0,0,0,312975.5096,0,0,875955.5912,107644932,18585975.78,2088200.289,0,0,0,0,0,0,0,0,0,0,209664.2196,0,0,0,0,0,0,0,0,0,0,0,0,0
23,lac3 0.5% 1 b,1159516.215,0,0,0,7109712.066,308049.4749,2573991.371,331932.3743,0,62756.10441,0,116033263.6,8039018.362,23251848.4,5126167.307,1083401.285,3101646.399,0,244792.4217,0,0,0,16019767.65,826788.2595,0,239880.0439,0,0,0,94942.2384,0,0,0,0,0,0,1991213.121,0,0,0,1535163.111,0,0,0,0,0,0,331568.6096,0,0,570830.1584,56352975.09,9752511.072,1149877.408,0,0,0,0,0,0,130526.3725,0,0,0,233595.8781,0,0,0,0,0,0,0,0,0,0,0,0,0
24,lac3 0.5% 1 c,1166005.945,0,0,0,8547903.518,51831.55344,2729569.09,344633.2325,0,203054.7737,0,113356781.1,8566645.02,23886394.46,5653739.116,1141249.699,3290077.24,0,610772.7505,0,0,0,22999174.14,1229137.424,0,570581.779,0,0,0,0,0,0,0,0,0,0,2159557.664,0,0,0,1747764.405,0,0,0,0,0,0,483382.9344,0,0,852108.2546,74389137.98,13184409.68,1927998.79,0,0,0,0,0,0,77662.50045,0,0,0,201078.3076,0,0,0,0,0,0,0,0,0,0,0,0,0
25,glc2 21% 2 a,1685312.432,0,1383274.37,0,10717988.93,684750.3205,4027871.742,0,0,0,0,158107177.4,12514280.96,40383235.47,2292551.269,3379454.874,0,0,682382.3499,0,681275.0667,0,829572.7479,0,5793266.633,0,737962.7718,0,0,0,0,0,0,0,0,0,2690770.628,0,386805.6293,0,0,0,418556.0996,0,0,0,0,720471.5695,0,198371.7173,0,46778207.28,8539667.844,937234.368,0,0,0,0,0,0,328279.0139,0,224206.0631,0,0,105100.7556,0,0,0,0,0,0,0,0,0,0,0,0
26,glc2 21% 2 b,2683540.461,0,2308219.301,0,14242077.55,1059264.037,5493877.419,0,288097.8972,0,0,193922949.5,16311532.88,54267975.28,3002762.667,4358453.396,0,0,1061931.2,0,1040914.43,0,1310988.156,63271.50923,8089873.641,247408.0293,1174976.104,0,0,0,0,0,0,0,0,0,2535284.764,0,493003.209,0,0,0,772146.9421,0,0,0,0,911573.7174,0,334634.1662,0,31232658.18,6223547.937,695558.6612,0,0,0,0,0,0,482938.8583,0,309885.6236,0,0,234783.9554,130362.5799,187966.7453,0,0,0,0,0,0,0,0,0,0
27,glc2 21% 2 c,2351325.484,0,1805622.753,0,13798197.98,973716.0934,4971842.064,0,270489.3836,0,0,189247175.7,16124424.15,52579417.44,3016414.811,4547288.402,0,0,235689.5968,0,95663.53397,0,1055572.689,0,6349109.155,145444.699,999238.1676,0,0,0,0,0,0,0,0,0,2701416.717,0,427877.1248,0,0,0,520886.5322,0,0,0,0,719959.3734,0,235623.0354,0,189108700.4,32375330.6,2870655.626,0,0,0,0,0,0,494114.5113,0,264809.2444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,glc6 21% 2 a,72779.60222,0,0,3375585.675,7416895.571,278036.1591,6616405.839,1090300.022,551146.8163,1094199.71,0,130908074.9,10733692.55,70296299.85,11170360.86,7377324.576,11027957.27,571167.1787,0,0,0,71276.47622,108486.366,0,0,169408.4985,0,214428.1174,6271444.868,0,0,0,0,0,0,0,1630494.682,0,0,1438986.052,0,0,0,0,0,0,257561.9123,231848.0685,0,0,0,137813905.1,23892573.85,2208697.805,0,0,0,0,0,0,0,0,0,763992.0635,0,0,0,0,0,255451.6537,0,0,0,0,0,0,0,0
29,glc6 21% 2 b,121890.3346,0,0,3791745.106,7487501.68,334950.8214,7085194.749,1092172.74,763850.8177,826666.5538,0,136814378.6,11805320.6,74941372.43,12603812.48,8457606.475,11145595.77,689254.9515,0,0,0,0,0,0,0,143072.339,0,470899.8707,6813291.413,0,0,0,0,0,0,137119.0426,1339468.284,0,0,1626146.657,0,0,0,0,0,0,395463.4549,204378.0969,0,0,316978.7801,146681068.2,26632125.78,2237413.9,0,0,0,0,0,0,0,0,0,789909.4377,0,0,0,0,0,457596.9978,0,0,0,0,0,0,0,0
30,glc6 21% 2 c,0,0,0,3049006.323,7413636.769,340678.4152,6420651.004,924202.783,534946.5962,724414.6351,0,136033427.8,11378180.5,63708416.96,11122360.94,6724149.795,9584529.294,553901.2441,0,0,0,0,114220.0955,0,0,173116.0279,0,223820.6797,5911868.75,0,0,0,0,0,0,0,2476853.626,0,0,1079793.383,0,0,0,0,0,0,306100.5284,316805.773,0,0,319814.9165,225545452.7,40761691.96,3427397.26,0,0,0,0,0,0,0,0,0,786784.1334,0,0,0,0,0,0,0,0,69092.89765,0,0,0,0,0
31,q5 21% 2 a,3990708.126,0,0,0,10055638.67,550107.3282,852578.0498,1074588.423,5389197.802,1518346.307,0,155600176.3,13109032.03,10591850.59,11671589.24,57155409.02,14145248.49,125479.0205,522423.434,0,0,0,7867371.664,229314.9486,0,0,0,0,0,97360.70239,0,0,0,0,0,0,4289294.356,0,0,0,344065.7993,0,0,0,0,0,0,1176610.819,0,0,0,228731860.2,39575732.44,3757298.188,0,0,0,0,0,0,863366.6968,0,0,0,859127.4284,0,0,0,0,0,0,0,0,0,0,0,0,0
32,q5 21% 2 b,4392476.173,0,0,0,10091721.34,604416.8897,832628.7482,1182730.193,5516018.143,1483845.28,0,151664770.8,13108600.68,10488585.86,11210780.61,56921298.89,13567221.42,90799.71528,195104.7973,0,0,0,8672184.811,251583.9474,0,0,0,0,0,124746.3206,0,0,0,0,0,0,4376188.43,0,0,0,617437.088,0,0,0,0,0,0,1116670.163,0,0,0,102907584.5,17422580.5,2016076.42,0,0,0,0,0,0,852103.6262,0,0,0,405786.3742,0,0,0,0,0,0,0,0,0,0,0,0,0
33,q5 21% 2 c,4413623.712,0,0,0,10470333.16,677265.4527,962625.6191,1103529.555,6131504.111,1447507.701,0,159898731.3,12799821.35,11035838.73,11885411.19,60916446.65,14780859.87,0,294805.117,0,0,0,8759637.2,408521.6227,0,0,0,0,0,220707.2909,0,0,0,0,0,0,4344488.192,0,0,0,817442.2783,0,0,0,0,0,0,1317861.824,0,0,0,103877817.8,17533909.5,1709453.358,0,0,0,0,0,0,922962.0987,0,0,0,383676.0277,0,0,0,0,0,0,0,0,0,0,0,0,0
34,lac3 21% 2 a,4357077.079,0,0,82431.33671,12662250.26,777753.4365,7036118.198,1135217.487,360590.9624,305160.8731,0,175192508.9,13992160.01,71516802.51,12090896.83,5768509.945,6042218.866,100450.9463,807556.3501,0,0,0,8559394.33,421956.9895,0,179634.1614,0,67364.64962,0,82123.75166,0,0,0,0,0,0,4972393.952,0,0,0,760538.8156,0,0,0,0,0,0,1380523.074,0,0,1716423.477,150008935.4,25663460.91,2353700.079,0,0,0,0,0,0,825503.6518,0,0,0,885752.627,0,0,0,0,0,0,0,0,0,0,0,0,0
35,lac3 21% 2 b,4268216.352,0,0,71099.21526,12392211.79,748208.3592,7707359.313,1245228.014,431964.9172,440978.6558,0,180444347.8,14562976.04,74891743.82,12383060.7,6006608.365,5903019.02,217897.1936,482562.053,0,0,0,8507355.018,305316.0338,0,186276.0615,0,0,0,154330.2891,0,0,0,0,0,0,4650458.995,0,0,0,560436.6535,0,0,0,0,0,0,1832534.166,0,0,1990830.054,181178900,33313528.2,2828099.374,0,0,0,0,0,0,823999.357,0,0,0,536545.2444,0,0,0,0,0,0,0,0,0,0,0,0,0
36,lac3 21% 2 c,4223737.936,0,0,0,12087964.84,722296.0205,7490661.796,1229010.2,364116.5547,445714.9871,0,181787731.6,14928524.03,72601228.08,12551156.61,5983458.676,5975751.434,70658.99564,322280.5262,0,0,0,7955246.473,310160.0894,0,77918.36892,0,0,0,153359.4353,0,0,0,0,0,0,4535413.791,0,0,0,584274.2356,0,0,0,0,0,0,1397123.969,0,0,2014044.203,140100548,24029670.46,2392575.491,0,0,0,0,0,0,731620.4101,0,0,0,416298.4729,0,0,0,0,0,0,0,0,0,0,0,0,0
37,glc2 0.5% 2 a,649321.338,0,569678.4775,0,7495111.066,101865.8476,1670995.365,0,0,0,0,125948179.1,9040696.008,17964627.64,669856.092,1265025.608,0,0,1067675.902,0,813282.3021,0,1712633.7,0,11421179.12,414566.0187,1948323.816,0,0,0,0,0,0,0,0,0,1611430.305,0,0,0,0,0,1052490.917,0,0,0,0,0,0,0,0,187637038.1,32353695.84,3244495.889,0,0,0,0,0,0,0,0,53026.95745,0,0,215696.048,0,0,41528.42037,0,0,0,0,0,0,0,0,0
38,glc2 0.5% 2 b,844856.7733,0,757143.1851,0,8966301.124,261951.2251,2637674.198,0,65086.31619,0,0,136293982.1,10092871.61,23345583.28,897715.3051,1596262.55,0,0,251191.7192,0,193798.1091,0,2073444.908,80370.49484,14258334.23,610379.1615,2326810.437,0,0,0,0,119007.4783,0,0,0,0,1512608.202,0,70672.64699,0,0,0,1319446.426,0,0,0,0,0,0,254689.1927,0,185937997.3,34473569.58,3197796.507,0,0,0,0,0,0,128064.1614,0,0,0,0,72261.49074,0,0,0,0,0,0,0,0,0,0,0,0
39,glc2 0.5% 2 c,279513.649,0,269239.9792,0,7066979.957,270265.8091,1713335.774,0,0,0,0,122883805.3,9145875.124,16988463.76,571338.3168,959057.7312,0,0,747428.659,0,543329.2124,0,1565815.778,0,10126446.79,259904.0977,1703193.75,0,0,0,0,0,0,0,0,0,891475.2992,0,0,0,0,0,919624.8083,0,0,0,0,0,0,73744.54771,0,49492598.76,9635013.302,1322142.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,glc6 0.5% 2 a,0,0,0,1702280.138,6577961.828,186118.9909,3387051.634,501586.2363,0,407447.0977,0,123594080.9,9115526.612,36193814.16,6673540.801,2020384.058,7107320.97,0,0,0,0,2432372.92,0,0,0,373246.139,0,1045487.458,16416731.59,0,0,0,0,0,0,74898.23494,1315076.424,0,0,821716.0636,0,0,0,0,0,0,1238938.778,0,0,0,0,226200641.3,40584855.71,3350532.328,0,0,0,0,0,0,0,0,0,218858.2427,0,0,0,0,0,1319657.475,0,0,187516.4843,0,0,0,0,0
41,glc6 0.5% 2 b,0,0,0,1730014.45,7371943.176,181999.0505,3858491.629,761576.5878,0,642954.6665,0,134270018.6,10138910.17,40787514.65,8152686.944,2451457.498,7219191.57,0,0,0,0,430308.8928,0,0,0,549993.4717,0,1141160.949,17731044.54,0,0,0,0,0,0,0,1067115.495,0,0,914008.8738,0,0,0,0,0,0,1142525.271,0,0,0,0,148032389.3,25529538.73,2281828.847,0,0,0,0,0,0,0,0,0,187675.0105,0,0,0,0,0,511145.3575,0,0,220883.7837,0,0,0,0,0
42,glc6 0.5% 2 c,0,0,0,1364071.608,6280037.476,146523.0989,3337250.898,593071.5862,125865.8472,398471.2464,0,124719650.4,9095963.508,34569513.72,7794454.106,2357027.505,6688624.866,0,0,0,0,251920.1462,78859.26666,0,0,445494.5011,0,845620.957,15715782.7,0,0,0,0,0,0,0,1096273.712,0,0,620040.8947,0,0,0,0,0,0,1183469.392,0,0,0,0,81597703.18,13212888.18,1476443.436,0,0,0,0,0,0,0,0,0,189733.3248,0,0,0,0,0,365286.0753,0,0,202318.4097,0,0,0,0,0
43,q5 0.5% 2 a,1955154.601,0,0,0,8702264.104,175519.9727,92583.94653,471782.7924,576398.1293,1834948.957,0,158654142.7,10758229.17,1577116.952,7380395.32,8685942.909,19929561.87,0,683104.7292,0,0,0,19357267.22,1002422.923,0,0,0,0,0,205148.437,0,0,0,0,0,0,2843160.289,0,0,0,1959240.121,0,0,0,0,0,0,0,0,0,0,170710362.5,28857583.32,2817155.225,0,0,0,0,0,0,341150.0151,0,0,0,655291.8347,0,0,0,0,0,0,0,0,0,0,0,0,0
44,q5 0.5% 2 b,2084839.086,0,0,0,9588935.797,306473.9565,0,433630.9167,641944.5137,2018822.394,0,153506467.2,10646594.63,1250551.545,6972100.336,8480163.553,19150767.19,0,1263082.081,0,0,0,21438846.06,1205723.083,0,0,0,0,0,0,0,0,0,0,0,0,2442891.225,0,0,0,1567215.926,0,0,0,0,0,0,390771.3531,0,0,0,83172980.93,13934263.34,1688978.967,0,0,0,0,0,0,442324.686,0,0,0,942343.3811,0,0,0,0,0,0,0,0,0,0,0,0,0
45,q5 0.5% 2 c,2212059.232,0,0,0,11667351.78,393727.9135,0,489412.9645,677964.8108,1965211.582,0,170290540.8,11653003.62,1377861.251,7918895.485,9515860.99,20771341.76,0,876559.0826,0,0,0,23000812.53,1281470.94,0,0,0,0,0,200678.4866,0,0,0,0,0,0,2419325.315,0,0,0,1758669.782,0,0,0,0,0,0,0,0,0,0,38804527.99,7173727.393,754108.302,0,0,0,0,0,0,468159.2279,0,0,0,838963.024,0,0,0,0,0,0,0,0,0,0,0,0,0
46,lac3 0.5% 2 a,1298606.325,0,0,0,6218907.189,0,2329574.572,153674.5149,0,0,0,122712990.8,8130598.235,24424425.63,3417290.94,824279.9949,2147082.491,0,253113.5283,0,0,0,13726046.68,601646.368,0,373078.5867,0,0,0,0,0,0,0,0,0,0,1950999.326,0,0,0,1445299.088,0,0,0,0,0,0,311905.933,0,0,624220.8461,79032111.84,13751305.49,1357740.722,0,0,0,0,0,0,178102.3414,0,0,0,380902.9438,0,0,0,0,0,0,0,0,0,0,0,0,0
47,lac3 0.5% 2 b,1106977.496,0,0,0,6658145.719,199788.3898,2985756.586,305186.8005,0,0,0,129083224.5,9468326.241,29938220.49,4763994.561,1145415.405,2745625.109,0,507662.7542,0,0,0,16335465.29,843714.5955,0,436162.9963,0,64307.54789,0,0,0,0,0,0,0,0,1949702.049,0,0,0,996766.7751,0,0,0,0,0,0,439679.4572,0,0,629656.647,124107763.6,22637849.44,2232772.844,0,0,0,0,0,0,160710.2752,0,0,0,469169.799,0,0,0,0,0,0,0,0,0,0,0,0,0
48,lac3 0.5% 2 c,1015989.669,0,0,0,7525924.051,133714.3867,2823994.489,289552.8545,0,80612.62215,0,133631295.3,9434523.599,27681078.73,4596848.102,1188077.693,2653923.079,0,572674.2331,0,0,0,16711655.03,842325.2365,0,454508.6807,0,0,0,0,0,0,0,0,0,0,1940539.809,0,0,0,1119757.007,0,0,0,0,0,0,483974.7969,0,0,618027.8383,117152861.4,22547797.36,2043905.166,0,0,0,0,0,0,0,0,0,0,411980.6757,0,0,0,0,0,30308.64746,0,0,0,0,0,0,0
49,glc2 21% 3 a,2491984.769,0,2017545.821,0,16297916.82,1032459.031,7592522.915,368448.5924,696623.0563,0,0,212871860.5,19335894.34,77346412.13,4871347.306,8320019.83,138056.0144,0,991434.6728,0,1099705.546,0,1120360.524,37905.68861,6481525.146,111321.5386,1122451.005,0,0,0,0,186952.3655,0,0,0,0,3471688.079,0,1278187.736,0,69381.98818,0,536566.6959,0,0,0,0,1228893.398,0,650084.6849,0,68352856.52,11535922.46,1212722.225,0,0,0,0,0,0,701350.9747,0,541137.327,0,0,289810.7867,0,216961.258,0,0,0,0,0,0,0,0,0,0
50,glc2 21% 3 b,2362086.134,0,1955854.036,0,15142228.47,1184930.112,7830745.445,345025.3585,598105.3329,0,0,209031492.7,18937169.21,75528279.92,4696911.77,8151265.28,226016.3933,0,929644.0244,0,798425.314,0,827678.0812,0,5591200.137,175234.7616,886330.2585,0,0,0,0,128982.4261,0,0,0,0,3085661.25,0,804051.1469,0,0,0,421112.5326,0,0,0,0,1238243.604,0,600518.0696,0,138173417.4,24050838.61,2347882.411,0,0,0,0,0,0,462204.6126,0,367221.5565,0,0,193077.6537,0,135830.4723,0,0,0,0,0,0,0,0,0,0
51,glc2 21% 3 c,387769.2981,0,294586.0739,0,5717617.151,344497.7389,2318565.766,0,0,0,0,109142247.7,8670584.957,22575086.26,1251639.977,2140090.048,0,0,207037.0245,0,0,0,146747.9142,0,1695476.111,0,116279.9115,0,0,0,0,0,0,0,0,0,1115429.038,0,0,0,0,0,0,0,0,0,0,270779.1389,0,318474.7548,0,27515545.96,5117812.987,476925.4182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,glc6 21% 3 a,0,0,0,4104090.875,7487306.704,364504.4824,9954056.749,1305672.59,1290661.975,1810732.358,0,141976330.7,12499492.37,98694991.02,14009000.87,13474244.49,19338833.41,1544653.068,0,0,0,1420491.882,57700.87036,0,0,0,0,296428.6353,6352571.507,0,0,0,0,0,0,117495.1283,1551860.22,0,0,2664038.299,0,0,0,0,0,0,409147.1025,380672.645,0,0,1044504.102,170597093.1,29959340.14,2612022.683,0,0,0,0,0,0,0,0,0,917184.0544,0,0,0,0,0,768279.9651,0,0,0,0,0,0,0,0
53,glc6 21% 3 b,109411.9766,0,0,5386778.194,9625307.474,787678.2802,12501331.01,1779811.914,1712661.67,2146200.337,0,163601560.2,14600719.01,125005201.8,18297380.18,17418772.66,23901646.66,2081567.176,0,0,0,1743745.187,128158.1968,0,0,184689.2231,0,441757.3223,8936330.747,0,0,0,0,0,0,148780.5255,1695095.82,0,0,3120986.737,0,0,0,0,0,0,480510.0092,351031.6085,0,0,1242865.716,142593705.3,24883708.83,2369805.999,0,0,0,0,0,0,0,0,0,1093464.767,0,0,0,0,0,1004151.932,0,0,220425.9526,0,0,0,0,0
54,glc6 21% 3 c,0,0,0,4917584.426,7869141.829,593485.2086,11179693.9,1372331.931,1418551.868,1993336.421,0,135527933.7,12198205.62,108548548.2,15554570.8,14097653.57,20540151.02,1977446.763,0,0,0,2393580.084,58874.82124,0,0,0,0,327268.0769,7636947.394,0,0,0,0,0,0,0,1718607.824,0,0,2757189.076,0,0,0,0,0,0,436855.9113,362027.5383,0,0,1290450.651,105356368.3,18079274.28,1873260.369,0,0,0,0,0,0,0,0,0,1027510.468,0,0,0,0,0,1088577.67,0,0,0,0,0,0,0,0
55,q5 21% 3 a,3806000.877,0,0,0,10527792.19,854717.5717,897048.4878,1149153.198,5732662.712,1401973.416,0,162195271.6,13443804.16,11840421.01,11424185.19,57596896.21,14022372.54,273427.3931,4021528.857,0,0,0,3146280.903,0,0,0,0,0,0,131997.2109,0,0,0,0,0,0,5608889.829,0,0,0,1028059.954,0,0,0,0,0,0,1870530.759,0,0,0,71614448.72,12661005.29,1372135.599,0,0,0,0,0,0,800288.375,0,0,0,951050.1392,0,0,0,0,0,0,0,0,0,0,0,0,0
56,q5 21% 3 b,4701571.974,0,0,0,13385375.81,994337.725,1301334.229,1235867.001,6915958.737,1646092.231,0,212815404.7,18661893.11,14069905.64,14547352.54,72189544.54,17228732.61,301865.8842,2596171.86,0,0,0,8265801.013,307859.0241,0,0,0,0,0,219723.9932,0,0,0,0,0,0,4961617.702,0,0,0,716395.62,0,0,0,0,0,0,1944050.065,0,0,0,96516278.68,17012099.53,2075790.765,0,0,0,0,0,0,1037633.031,0,0,0,1431406.123,0,0,0,0,0,0,0,0,0,0,0,0,0
57,q5 21% 3 c,7656245.844,0,0,0,17054688.77,1275756.772,1674863.778,1892427.706,9611168.819,2473041.386,0,229987091.3,20291575.69,19823379.23,20482758.01,96621262.58,23903914.01,355312.3905,3252447.956,0,0,0,11990259.89,444199.1844,0,0,0,0,0,370451.6268,0,0,0,0,0,0,6317829.164,0,0,0,912972.6803,0,0,0,0,0,0,2735501.256,0,0,0,111036658.3,19142966.6,1831040.634,0,0,0,0,0,0,1507306.772,0,0,0,1956678.504,0,0,0,0,0,0,0,0,0,0,0,0,0
58,lac3 21% 3 a,4842416.607,0,0,68999.43783,14517420.32,1001191.953,7726829.533,1219268.375,579196.2229,432132.7304,0,194404957.8,16093338.4,77469551.04,13941469.3,6928106.167,6368840.185,125820.7245,2023382.013,0,0,0,9410103.396,333101.8475,0,0,0,0,0,269605.8976,0,0,0,0,0,0,5399678.888,0,0,0,764501.0897,0,0,0,0,0,0,2201032.706,0,0,2011639.861,47348297.44,9124540.878,1055251.719,0,0,0,0,0,0,834280.5977,0,0,0,1087288.287,0,0,0,0,0,0,0,0,0,0,0,0,0
59,lac3 21% 3 b,6098990.316,0,0,120565.2774,17004543.35,1191521.742,9599478.016,1444111.747,582154.8188,675547.538,0,228783869.4,18565531.05,98263374.98,18248616.35,8412924.248,7773137.343,385505.2211,7908214.026,0,0,0,4828376.612,103622.9696,0,0,0,0,0,453293.2588,0,0,0,0,0,0,11335219.9,0,0,0,2168587.264,0,0,0,0,0,0,3155210.969,0,0,2742279.477,55407106.62,11084997.56,1004174.58,0,0,0,0,0,0,1233702.513,0,0,0,1745040.212,0,0,0,0,0,0,0,0,0,0,0,0,0
