filename,id,2HG M0,2HG M1,2HG M2,2HG M3,2HG M4,2HG M5,2OG M0,2OG M1,2OG M2,2OG M3,2OG M4,2OG M5,alanine M0,alanine M1,alanine M2,alanine M3,aspartate M0,aspartate M1,aspartate M2,aspartate M3,aspartate M4,citrate M0,citrate M1,citrate M2,citrate M3,citrate M4,citrate M5,citrate M6,glutamate M0,glutamate M1,glutamate M2,glutamate M3,glutamate M4,glutamate M5,glutamine M0,glutamine M1,glutamine M2,glutamine M3,glutamine M4,glutamine M5,lactate M0,lactate M1,lactate M2,lactate M3,malate M0,malate M1,malate M2,malate M3,malate M4,pyruvate M0,pyruvate M1,pyruvate M2,pyruvate M3,serine M0,serine M1,serine M2,serine M3,succinate M0,succinate M1,succinate M2,succinate M3,succinate M4
11,lac3 0.5% 1 b,657192.7061,58680.74678,61626.34467,19760.68155,7834.956089,28775.24266,836837.0547,75075.14949,265122.5738,83592.7471,70839.24423,50632.60827,1353753.602,69048.17227,12116.64921,242199.5165,25301364.04,1984577.168,4242516.068,8736803.108,948467.6619,19556661.74,2485678.414,17130716.22,7846356.107,3538828.483,5113128.206,495137.9186,88370539.09,9083988.753,33329400.89,10027637.14,7492312.767,4833887.21,79397731.4,5144333.388,397184.5538,67753.97638,37325.71337,20448.14067,825206543.2,30366870.33,19268928.88,970894490.6,8113225.595,577402.0956,1118978.019,2008073.402,236331.306,40715987.55,1807603.812,415960.233,21749365.32,13665569.62,469562.8482,0,56655.16456,1959876.647,129806.8847,193808.0555,32430.31347,0
12,lac3 0.5% 1 c,522969.845,49672.93994,42144.13692,13111.67387,7484.798088,28505.21333,761072.2253,69700.54435,241667.6863,67710.34029,58959.20232,0,846494.5731,43239.06908,1220.63319,89908.34652,20886075.13,1607579.87,3067896.378,6377759.169,725402.0563,20960979.08,2609053.027,15692509.25,7271287.136,3273003.04,4657937.755,450956.9343,47511183.52,4927012.681,17641591.68,5274958.365,3905679.514,2492349.605,40029156.96,2616028.217,176715.1415,22428.73357,11679.79717,5506.416327,621471268.1,23063613.23,15657873.96,951962355.2,6531769.14,494760.5904,928513.5479,1739842.514,200980.1508,59499572.31,2473959.181,184558.5997,13635614.29,14559594.05,509494.7959,0,38437.76252,2446936.1,169955.0333,154217.6231,18219.0244,0
13,lac3 0.5% 2 a,2083479.696,173114.54,430465.7058,104914.9304,93645.72678,91071.84925,1697658.128,133621.4867,444362.1652,111339.2761,107764.7401,80582.52661,2981404.094,141370.0986,19238.92997,621595.2267,44679216.83,3014950.23,5711863.336,15775904.43,1466598.027,23178958.2,2701775.785,23299123.79,9212907.763,4009168.659,7412658.698,609815.8898,174697929.6,14616802.38,48276005.74,12455788.37,10712318.36,7254185.611,171031425.7,11068849.33,826231.4147,111690.8697,113102.1351,56586.76997,1430855818,51702639.96,31125723.93,1581644959,10421944.96,647287.3083,1163029.071,2784968.452,263810.3689,103335100,4122116.408,1947001.617,92893951.62,21331119.47,736876.0842,0,93525.42201,2037396.122,145528.5669,291826.2048,44712.88245,10358.75618
14,lac3 0.5% 2 b,1592576.046,139152.445,356912.7497,94499.57254,78034.8703,82949.24644,1575114.331,130047.2253,475861.1817,129742.4604,124323.7997,88297.72675,2342128.548,80709.00722,13147.73624,518920.6736,38279188.73,2693786.238,5822233.327,13829781.39,1478957.424,25077536.23,3101351.146,27289822.37,10740630.79,5373085.547,8840476.212,865126.0366,152283995,13608924.16,48501683.78,12856311.94,11790341.15,7781865.39,139089659.9,9153168.231,760218.8497,121065.5315,97673.79264,69864.41127,1357276438,49069596.4,26969627.08,1375906008,10063734.29,695329.5398,1408225.186,2974021.411,354707.1926,49267732.42,2121435.037,875765.4092,42245402.8,20517418.83,710395.0486,0,113704.4142,2162311.519,179954.3516,330394.9741,49105.02867,24011.82125
15,lac3 0.5% 2 c,994666.1749,87204.62643,156712.2833,41529.81233,33325.27854,40218.44749,777332.9842,64419.94903,230942.0972,57857.51921,61588.33648,50387.06023,1433208.78,56287.38381,4040.846204,235388.7589,21856741.81,1586843.886,3331016.458,8281033.193,864454.9521,18541288.69,2238928.409,18459387.92,7433502.187,3649196.023,6006146.306,609739.9817,77773784.18,7152729.769,25358209.09,6766966.141,6181148.063,4139547.403,74987198.51,4830493.775,407396.8924,76105.78604,40529.76347,24209.458,801468979.1,29929369.4,9795542.42,631945201.1,6249093.814,399030.7585,706258.6446,1492373.853,180021.435,24335974.83,1108651.425,264244.402,16982847.11,13711625.39,483215.2788,0,65553.69273,1506569.014,112137.0982,186426.4616,28087.10635,0
16,lac3 0.5% 3 a,4180189.314,311396.2496,721296.7921,173847.4521,150007.0573,152221.3633,1856325.401,130367.7682,309047.1425,71381.80751,68873.25506,69379.83431,1910756.524,80695.44502,4518.623174,353522.1355,41357404.92,2342954.456,3280593.712,14571612.66,810953.578,28423799.55,2903779.301,22718581.43,9474127.952,2802219.472,7578344.604,377617.8811,163979806.1,12141184.59,30443631.36,7232499.758,6394736.15,4673604.389,98042804.86,6379653.008,383069.3083,43477.49064,31469.45196,20457.89542,1011864013,37514312.21,11659485.25,834587909.5,13473517.72,772243.2246,821988.386,3600016.136,186619.2213,39810822.55,1788608.269,437635.0295,33204353.64,24217016.83,867200.3148,0,86825.71925,3851900.421,206392.2058,218941.7357,17881.38202,0
17,lac3 0.5% 3 b,2556824.811,210166.6443,562298.2734,132279.6542,124390.9397,121117.9711,1441668.404,105945.9087,330712.434,80673.81611,77144.58451,80188.86669,1781543.925,80206.29709,6441.761714,249068.3328,33894082.87,2067319.803,3370441.446,10963681.77,846991.9046,25896524.8,2885186.338,25643750.58,10271218.38,4020751.77,8534640.123,617340.1624,115580835.1,9397083.62,28692953.14,7099302.535,6224160.543,4762634.853,66640583.94,4395060.848,338793.3426,62054.89075,40654.96581,36675.17334,1231573505,45337163.89,8951142.321,665061705.1,8531836.689,501378.2457,828857.1266,2518624.169,195889.8544,29654163,1354005.855,276020.0292,21153518.35,25349490.65,924799.6634,0,94401.48244,2626206.392,165698.5721,267888.6186,28735.66872,10442.28456
18,lac3 0.5% 3 c,1533262.228,138803.7208,335422.5137,85135.63358,76324.05263,76782.02213,1110789.4,83621.00342,276183.5675,69758.22711,67265.48554,66828.36735,1803133.52,72632.02227,3750.763282,228365.6518,32919385.75,2095593.09,3526455.784,11060966.64,930223.7897,22844829.65,2625773.298,23123769.88,9424110.622,4033814.727,8050890.003,629530.3804,102651283.6,8364705.544,27709315.84,7265011.765,6532421.827,4854813.106,72199531.99,4692090.929,411249.7002,64119.74968,48594.72101,35226.80886,1361011586,50400709.73,6462905.114,540198692.6,6571708.178,408189.6656,672192.2111,1904328.858,162812.8862,29434524.98,1350491.703,243354.0423,17890236.32,26166583.76,978609.2122,0,82272.17914,3038891.255,201524.692,248203.6279,28699.79205,0
19,lac3 dmso 1 a,1090911.928,100391.5622,140515.1661,30562.9649,4097.21908,28312.61735,2127769.758,195073.8651,507031.043,108200.0366,85067.20409,46856.70189,2561293.532,78484.12153,10771.69777,384371.3805,88217100.41,8325483.595,16635203.08,14583393.01,2286046.671,34947888.03,5003253.42,34216487.28,9355690.96,6213025.443,4930790.75,639950.205,258958947.4,25294814.44,64710659.28,14747645.24,9890418.485,4634099.525,131136256.2,8477291.317,800335.9249,105791.929,39293.98758,9670.764922,1414311770,51989010.31,36743342.85,1855430769,21698492.13,1983436.296,3840431.648,3090830.832,475006.6055,84040871.25,3601367.14,998688.342,46666415.08,16966427.54,615082.7977,0,38024.87197,2827092.661,245676.8271,394415.9543,69935.22622,0
20,lac3 dmso 1 b,1075863.336,98624.51288,160893.1612,36018.32843,17144.86679,0,1899039.368,179720.6074,448188.8904,104961.8886,85698.25867,50329.05279,2762507.943,106729.6055,8017.780292,343395.4361,68308535,6482621.013,12891559.85,10915286.22,1744174.199,32618111.31,4748279.715,32789579.34,8861186.315,6264322.595,4758561.743,618556.4618,219252634.5,21651798.68,56015556.87,13004886.33,9062571.404,4284950.238,144177773.6,9411153.177,678679.3019,92970.84587,58519.09204,7447.809477,1562049027,57752200.79,25983572.07,1362213762,19650171.17,1838024.564,3665427.785,2845882.314,463156.0143,102994353.9,4125954.294,507870.1634,25301279.21,17066674.84,593691.5786,0,16746.42927,2190545.608,201364.4165,333955.0683,65541.12847,0
21,lac3 dmso 1 c,948789.344,86979.782,144050.6924,30333.60952,8751.697618,22060.76368,1844519.776,170773.9546,437665.0656,91954.04547,80038.76617,37839.23504,1928037.606,95388.16702,11905.84124,385503.8791,86107671.64,8287783.443,16286045.15,14541464.04,2218606.717,33557053.72,4781972.836,32760187.72,9025669.304,5867480.1,4743490.008,618234.9327,251890556.4,24855760.05,62984648.9,14311986.63,9784964.524,4711337.099,128791488.1,8360962.85,830270.9957,92422.47948,58393.27398,25488.48097,1725588831,63473367.01,31488172.94,1579263734,18824310.13,1731810.111,3371633.946,2774138.162,411831.8192,74209264.25,3143211.733,773642.1971,37224265.5,16549621.89,568989.2446,599.3987556,27011.76399,2489801.811,217004.3998,357977.0508,65223.67523,0
22,lac3 dmso 2 a,4752076.561,412882.5161,915878.2808,195697.4511,134071.0938,93317.82741,3777938.097,312174.7596,696247.0542,144843.5568,108293.8276,59844.04749,9244378.818,362570.73,37735.62082,1322442.321,163102343.5,12912796.49,24278825.96,23907860.65,3604519.837,46515292.66,6141413.508,46091703.18,11949809.68,7485920.529,6779446.676,840840.6514,463766297.2,39975135.4,92159853.68,19495338.93,13559910.02,6862041.768,242772151,15889072.28,1468361.966,212172.865,132977.1411,39865.46362,5422414795,199807428.8,40934548.34,1975362407,37307787.54,3064861.942,5502788.605,5321488.712,752161.4662,117245935.8,4867279.349,1302058.096,60954434.29,51143250.32,1846448.927,9622.591341,56721.8064,4649394.934,347471.1182,599711.0898,102082.0713,32702.95513
23,lac3 dmso 2 b,5334350.613,482268.453,1031995.478,232133.6389,150405.4643,105461.5575,3731121.421,320407.4799,689587.8051,140794.0912,109701.004,54515.13465,8585996.7,323979.6288,34916.51598,1378582.623,145964529.2,12066391.69,22702490.54,22457931.54,3107704.089,53054737.95,6943900.546,51884500.35,13448443.05,8610844.92,7672119.342,975172.7384,407855028.4,35685331.44,81689108.04,17733557.84,12472432.28,6043040.068,215250363.8,13993127.02,1376948.36,175643.9151,163502.5361,56577.4348,5841863230,215630591.2,46363936.54,2288572143,40320839.53,3296932.452,6182945.96,5872273.476,841282.493,121296011.9,5056500.162,1377033.089,63383867.29,38101059.61,1414185.658,8483.881062,57437.93222,12412385,711318.8787,650110.1784,114352.7085,22733.06844
24,lac3 dmso 2 c,5940682.01,526454.2776,1100069.362,226164.4594,163134.052,103614.4363,4390548.489,365603.3896,797110.7483,167962.2374,127520.6205,65358.1497,7009747.755,312722.134,41181.47505,1459523.305,164620143,13873207.68,26894840.54,26502925.57,3801321.675,53860129.82,7120166.141,53496477.36,13773876.9,8733076.261,7823163.578,955993.2963,522682926.5,45395644.08,104631260.4,22240274.84,15315558.05,8028554.495,277210466.2,18194805.09,1766947.179,261583.7687,155240.7139,23296.41904,3960904660,146845410.9,46408492.1,2223040238,41944230.56,3377296.269,6308053.692,5999740.179,802978.5398,88602827.33,3879016.004,1244912.929,56835225.35,39719676.42,1487259.54,998.319079,67757.78269,5673031.002,433007.4028,761641.0033,121592.1745,46442.23814
25,lac3 dmso 3 a,23823172.02,1768213.596,2671837.199,482500.4652,308360.5216,202159.1536,9627042.862,714432.7367,980845.2576,188008.3407,131862.9033,70249.98841,10793036.5,448661.5132,88874.26744,3627685.643,174719091.7,11396975.2,13435427.96,25533864.41,1629878.39,56078225.69,6044940.852,35052773.75,10028898.48,3591935.298,4731047.227,324960.1755,717512364.7,52943029.58,78712395.45,15007497.03,9232372.668,5078557.987,348035908.1,22663668.78,1578256.417,155467.3571,57728.94444,29806.62699,7348756185,271659249.1,74998364.96,3483284111,72415732.93,4573012.356,5359765.544,10121825.67,614805.1844,203317780.3,8313790.407,2453184.801,111029298.6,50936866.14,1804734.288,12598.03177,123867.0308,7487124.03,474987.539,706437.6363,77699.88507,21057.78193
26,lac3 dmso 3 b,25888087,2004608.4,3048081.639,571062.9304,389412.6674,220742.6599,10157607.61,754886.0907,1113632.141,216063.7111,147727.1064,87149.02016,8139669.672,309842.8985,86141.55086,3419790.163,159055580.1,10536419.69,12548757.93,24110001.77,1579378.219,61627140.24,6617415.504,36493339.14,10755926.12,3708265.37,4889047.539,324055.7528,693829071.1,52207910.71,81065887.95,15536976.66,9738520.661,5012095.587,315865916.7,20215471.06,1633711.412,131796.8298,90051.09373,28227.23264,5540738546,206399370.3,66818763.33,3171936294,67135083.42,4373436.453,5061706.929,9673802.956,557036.5311,141176895.8,5821329.678,1806688.159,80767944.44,40236423.23,1413937.224,12378.30995,114223.0847,7424999.779,505636.4886,719082.5083,80030.58379,38160.10006
27,lac3 dmso 3 c,24566276.48,1878038.573,2788948.16,528066.9584,332566.7881,220399.9242,9353419.339,675031.7025,933930.8976,177005.1849,121269.2752,71250.77397,12439382.4,452310.2485,107253.2847,3996063.865,179864184.1,11763731.66,14069434.62,27216129.74,1807770.983,57196904.14,6180696.733,34924878.74,10121525.49,3517026.318,4779149.223,298722.3654,704645089.6,53271091.75,77863784.18,14567759.67,9272115.609,5269367.891,340857558.2,22250736.35,1457317.429,113799.3105,71545.87647,11638.466,4515296956,166987374.9,51371892.72,2449441669,73423728.76,4625683.476,5344433.809,10602514.81,591367.1955,183201044.4,7497051.123,2246624.455,100920599.6,45771210.21,1715787.468,5390.737407,112528.171,8003251.084,516869.8165,740182.4918,76564.36216,21662.82962
28,lac3 bay 1 a,1141824.599,103420.5765,236915.7061,69500.08444,46051.59349,58983.91082,2347462.508,203543.7528,780459.5353,201518.733,194385.4392,126599.622,3344199.579,168162.3163,29670.11017,1145809.118,85929272.83,5897640.449,12077433.25,32069824.75,3361490.321,31772421.9,3834956.723,37502335.5,15763153.86,6901225.434,13130511.05,1213397.567,272944394.3,24022630.18,91429860.81,24132059.88,21415321.86,14709131.31,195952650,12878898.16,611163.8817,29382.72125,29211.0082,9840.850571,1864798283,68682780.64,50252399.68,2557029653,10185318.44,665052.6475,1464377.753,3551812.775,379370.2004,97030067.15,3998004.768,1396320.468,69604429.3,21840368.73,767539.7376,0,142158.6051,1248042.511,120167.1747,253573.8716,37482.63413,0
29,lac3 bay 1 b,828322.1446,69707.43172,128352.4247,39788.93282,24201.70734,42005.44424,1463183.134,119197.9306,449820.3761,119163.4601,127535.0557,87088.61616,3239806.901,113791.1183,23169.06514,775341.7314,64147251.8,4285212.761,8373699.407,23785417.13,2300484.117,22871736.66,2654788.172,25036387.29,11044540.66,4497027.787,9139145.291,787784.529,204035521.9,17740669.88,66659497.15,17258136.91,16141338.41,10657253.02,159522430.8,10384521.01,449233.5017,23617.09681,10716.69013,4723.651003,1517035928,56016047.69,49712764.84,2535233572,7331028.354,480550.0345,907494.9604,2399865.749,224747.0217,84536125.79,3520016.473,918785.3563,45448481.08,20920969.2,735179.2407,0,107726.9033,1581910.321,114121.6683,183777.4484,22416.31578,0
30,lac3 bay 1 c,880471.9087,80933.74932,173743.1905,48448.35465,37809.01943,51122.53569,1925037.393,163324.2789,622440.5394,162270.8849,161757.3927,112235.1091,3418412.927,119794.1531,30531.76285,975233.7285,69516501.64,4733983.79,9743549.886,26058417.25,2581964.742,27325002.09,3226354.73,30920544.95,13324547.16,5664200.52,11010175.8,994331.8089,225922698.9,19898270.6,75466693.04,20006783.52,18017935.3,12288734.39,170517372.9,11186746.52,506226.1919,44581.42772,24298.5775,15807.14,1438446238,52654178.44,43015531.43,2139415591,9552327.443,589691.6962,1214878.522,3002841.187,311377.7436,165255704.6,6567098.752,2367923.397,114708003.7,20164095.73,749962.3028,0,126203.2495,1569850.061,112885.4461,202746.5724,21570.09174,0
31,lac3 bay 2 a,1453289.546,121242.4767,298139.7338,82264.60937,67974.99187,71199.08644,1356873.369,106734.6935,439042.9236,118754.4825,133244.1008,97736.09217,3545717.063,127697.2678,14154.66499,548970.5135,72354497.23,4130528.807,5500333.727,26290680.94,1664320.922,25540502.59,2747090.368,24802056.37,12014216.78,3795476.144,10457476.44,670416.9632,178224507,14838246.15,61003912.85,16094173.19,15816197.88,11656997.21,89682172.94,5668509.377,401568.319,37711.97495,42733.10062,24036.82586,4078049959,148299291.6,9580911.886,842739738.3,8961484.84,504318.4562,681694.4368,3135723.434,209375.3732,62284650.18,2538585.412,175101.6377,22606072.35,39234468.32,1403317.112,0,221338.8479,2000310.465,121928.1654,131688.5659,13798.62592,0
32,lac3 bay 2 b,1594497.569,131183.7251,397276.124,111309.1308,88555.7024,93102.97186,1630742.397,123596.1252,562146.8226,150727.5358,146459.3392,112456.8835,4108633.649,150658.4579,33334.03095,1101693.515,78537646.99,4652335.203,7761094.294,34682979.55,2247090.006,27436329.94,3042732.267,30326024.3,14359722.13,4682282.185,12574698.51,804019.0051,245228556.8,20472195.77,87069716.01,22556221.09,22119262.67,16148045.19,191716358.2,12325192.57,773327.9934,80108.55854,103134.9901,62792.88651,2501195608,90970639.36,34312102.44,1717943310,7815747.817,452938.7018,711371.845,3128656.236,206482.0437,57685655.55,2397529.301,965879.4069,46793163.44,27184407.84,1001389.233,4240.428022,342936.9425,1414819.241,100448.7986,174297.4942,17656.63435,0
33,lac3 bay 2 c,1377161.11,109297.6819,338310.8851,67462.65203,73303.98658,68975.63495,1508774.33,114728.5034,507386.6431,131561.0726,143387.6237,110276.4362,3175484.494,150633.3469,35639.58647,1116614.319,72943944.55,4278622.153,7282271.778,35246701.35,2235475.955,23553285.15,2631218.78,26171160.71,12716007.26,4000251.446,11251058.59,714457.3326,228117677.3,19139381.38,79488823.11,21358528.17,20839706.91,15445929.29,184381738.9,12073864.73,828780.7505,123890.9522,72593.68414,56473.52345,1798488864,66634640.8,29011554.67,1460843070,7591898.331,422195.649,664561.6893,3030371.764,204769.7032,49371377.66,2090258.539,799834.5622,38723073.08,23924644.27,842190.9093,4895.431381,343939.595,1688613.149,116196.0182,136947.6634,17270.20977,0
34,lac3 bay 3 a,2150006.942,158998.8653,412958.5061,111846.7237,96294.3411,96895.71179,1608331.848,117632.9776,423469.9652,107595.2197,118732.9762,98436.0252,1729168.248,81133.3864,9272.219399,467998.1661,67067080.48,3684875.688,4221558.365,30011609.52,1156779.421,25696773.01,2678235.43,24022427.51,10643299.95,2706941.266,8544915.123,404430.2856,138477999.2,10492455.47,37339556.13,9830410.822,9060779.677,6917283.52,103499750.8,6526612.534,334414.7757,33563.23767,41972.62948,23078.75211,1280187043,0,4393784.807,575500454.5,9162563.687,496757.6894,420737.5758,3041485.983,126947.4769,24749227.68,1058895.871,75946.80527,16060324.12,23231010.48,815682.5703,0,320403.17,1885904.277,109910.2711,149814.9297,14310.69994,0
35,lac3 bay 3 b,2021668.643,160055.2006,482358.4414,120589.6091,103527.8437,95714.45806,1538550.99,111060.9702,424919.2512,110226.8,102855.982,96591.01142,1752123.082,72652.90274,9318.616828,433484.9163,62645651.38,3578672.43,4025648.509,27648476.83,1088690.134,26850085.37,2829698.216,24406009.49,10878971.13,2949953.419,8689994.721,443407.0852,191389265.2,14841095.82,54186028.45,13974812.87,12875617.68,9587070.649,79733316.13,5149584.984,290046.8811,29361.91953,30108.46044,23550.13304,1265630097,47040821.18,5841942.472,574438475.6,7707228.703,428958.5811,445736.4561,3001176.354,125520.5163,27182346.2,1124189.145,18574.97242,16309640.08,21148323.34,736905.0615,0,313564.2669,2072411.352,117762.7214,155232.7698,11074.20812,0
