filename,id,pyruvate M0,pyruvate M1,pyruvate M2,pyruvate M3,lactate M0,lactate M1,lactate M2,lactate M3,alanine M0,alanine M1,alanine M2,alanine M3,glutamine M0,glutamine M1,glutamine M2,glutamine M3,glutamine M4,glutamine M5,glutamate M0,glutamate M1,glutamate M2,glutamate M3,glutamate M4,glutamate M5,serine M0,serine M1,serine M2,serine M3,aspartate M0,aspartate M1,aspartate M2,aspartate M3,aspartate M4,2HG M0,2HG M1,2HG M2,2HG M3,2HG M4,2HG M5,succinate M0,succinate M1,succinate M2,succinate M3,succinate M4,2OG M0,2OG M1,2OG M2,2OG M3,2OG M4,2OG M5,malate M0,malate M1,malate M2,malate M3,malate M4,citrate M0,citrate M1,citrate M2,citrate M3,citrate M4,citrate M5,citrate M6
1,glc2 21% 1 a,138059582.6,5913582.83,19982398.89,329312.7462,2213696643,84942981.82,131257619.2,1322970.506,6881264.276,199288.6537,135798.1328,NA,150942634.9,9638854.996,664995.916,21512.0502,31530.82653,199219.7562,293630791.7,28862507.3,54431281.93,6309124.033,5550935.296,589377.8604,19301769.76,687413.6351,122649.8466,NA,146282049.7,12472728.08,26356771.14,2169586.632,1130780.06,2385727.725,191265.8664,86492.50034,8201.811604,8738.412447,NA,2027781.093,141528.7441,143835.4385,17504.49496,NA,3015977.028,283318.8636,519718.6479,65078.50081,57709.05697,12959.89675,21165760.09,1683190.159,2978321.967,247846.3827,135502.8987,62503353.02,7245482.6,27828669.19,2798234.782,3803674.083,295826.7872,66221.86666
2,glc2 21% 1 b,51293007.43,2288386.009,10040300.62,150036.3597,1798873251,68716274.3,105675898.4,902267.8224,5338791.696,151020.7024,107003.3806,1145.733856,91954803.98,5914213.954,570894.8139,21407.07861,31541.82224,272934.1435,239498765.4,24227805.95,44344688.3,5263748.047,4385710.82,780588.1084,13059022.91,494044.6651,115301.0481,NA,111748300,9759452.2,21126064.59,1725429.555,890208.0874,2115886.179,161460.3512,63252.67189,4614.686808,7564.956722,NA,2039269.225,144728.7914,134266.3243,13448.94255,NA,2394850.915,217352.3554,389775.0807,51011.34714,39664.89507,13496.22685,18594246.11,1445223.344,2514931.099,206432.4468,116867.2652,56797418.58,6720700.681,25485297.14,2605601.635,3547980.897,277240.7482,50429.54572
3,glc2 21% 1 c,36946037.33,1728952.532,8044062.267,117197.713,1537633465,59320642.47,109169084.6,1306799.109,5815447.453,164321.6993,115371.6835,NA,96532273.56,6243287.932,550078.7492,21168.31392,23064.66942,177264.7449,261997395,25735972.73,47962081.02,5459750.849,4716072.681,603987.0899,15212784.97,546043.0625,104606.8697,613.1517009,118119873,10175761.12,21441746.61,1730363.562,835949.1354,1777047.36,136673.6437,62809.69533,7011.3524,7369.298944,27006.63087,1936011.134,135834.6465,141689.6555,17588.6026,NA,2169797.534,200669.1329,363440.559,40631.94296,37005.06305,10847.10356,18175256.74,1426948.642,2520466.894,208867.0924,101263.6703,57168965.48,6794074.581,25898505.84,2595600.364,3419235.539,263447.3911,45829.07426
4,glc2 21% 2 a,136334420.4,7142873.295,68197249.03,1463339.521,1760149224,75989600.51,441939228.4,8480254.04,8786164.869,275581.1643,500008.9888,9888.745344,279960094.4,18349099.63,1829353.435,142116.5198,137826.8897,444438.9488,372560094.4,43262711.19,98802513.21,15479294.34,14595161.8,1852354.813,25829767.9,992930.4364,318997.9439,NA,183536156.8,19606518.01,49631530.03,5845195.358,3107179.323,1891769.875,165006.115,201431.5273,25725.92267,33608.42659,30100.91756,2144763.385,194921.5164,268992.5701,43188.83068,5361.546408,4340081.007,478669.5773,1107027.166,175068.8962,175833.4885,28395.92083,29328693.54,2994279.424,7163945.569,834148.8896,441876.3195,79479311.82,12026165.99,59859583.05,7624596.085,11874986.66,1212966.627,505174.876
5,glc2 21% 2 b,85524419.92,4335318.269,32073965.53,658057.4385,3115280423,126376461.5,413527450.9,7813399.242,9508118.873,348882.449,433551.8519,5244.220632,279597723.8,18061269.15,2020511.638,171620.7506,149322.1785,425691.1584,432428491.1,50967749.79,114891183.6,17609073.68,16475571.01,2270347.426,28928036.62,1072464.131,282602.4663,668.3662277,203472313.8,21959556.94,54184171.27,6375144.585,3531065.379,2650909.103,209763.4058,228710.8914,28519.72395,33576.23847,NA,2929909.528,278392.4813,381217.7822,63860.64221,32531.49011,3687325.968,405179.5714,913648.2522,141659.7841,145730.5458,23289.63177,29066051.09,2901212.54,6644774.415,770284.8227,431269.3435,82415028.75,12134015.34,57526770.75,7331041.34,11071042.24,1161597.629,469576.9429
6,glc2 21% 2 c,101429491.4,4909316.592,33792488.17,696664.9874,3595597342,140508185.1,324280865.7,5404727.088,12221314.27,414317.9833,500823.8643,7546.505342,240197580.6,15741479.78,2022578.011,204124.2713,179199.5468,411677.4071,390678249.4,45398299.33,105944890.9,16652820.6,16065209.9,2170445.595,41045352.16,1613672.525,181078.6268,NA,204837963.9,21208920.3,52527705.5,6272692.849,3347825.616,2297321.08,182094.6877,208190.5782,30899.56824,27591.84297,26220.77648,2492463.138,214876.4178,283165.438,47417.63371,10317.47734,4018688.057,449702.4044,1041710.127,175737.926,167371.1289,29714.95517,28315804.52,2961062.541,7116844.768,848671.9147,458967.5819,83754221.49,12574971.06,62801998.57,8168354.002,12696322.18,1346591.008,583629.7731
7,glc2 21% 3 a,136465029.4,7650214.732,76902934.42,1666898.851,3982312245,173994774.9,948159425,19588379.65,11793700.6,473930.7737,1801717.759,40174.44296,415135555.9,26747660.72,3728679.408,389636.2551,448580.1489,778558.832,722076735.6,78345358.53,191644338.7,31224276.36,34846902.81,5003947.806,45881507.71,1899391.041,668546.6778,5174.933172,294575182.9,31069567.7,90887818.35,10473904.63,6712000.069,3318899.219,311862.2551,649227.0461,100961.9649,110523.8174,38276.03291,3734953.648,332008.3106,609079.698,101296.9005,72469.73327,11652560.78,1269849.195,3199021.355,525252.091,580102.7338,88234.38184,66368430.07,7011183.732,20418626.45,2389072.023,1504445.12,NA,18200830.65,106464087,13783493.84,24380330.94,2562816.086,1309534.288
8,glc2 21% 3 b,154791473.4,8637021.256,84190017.94,1807322.354,4379333188,189536380.9,934127988.6,19103275.5,11119424.12,476506.7007,1723501.774,39947.64323,381688576.6,25346854.5,3597322.399,455591.992,537647.598,523707.5288,743638522.7,84335863.33,209595288.2,35217353.09,38007779.23,5660442.52,46089623.02,1944638.012,722628.8818,4857.145726,309561107,33266440.11,97039480.59,11883636.96,6942799.569,3423073.587,331730.6982,692596.4587,111633.9364,137251.2778,37090.86932,4312414.828,419543.1699,779779.0497,142888.8826,81442.59704,13607244.14,1531295.538,3900018.085,667334.1205,722185.0377,108826.3117,72166402.85,7729087.871,23143225.78,2748017.117,1704718.45,116515073.6,18469739.6,108108904.8,14275676.4,25390340.08,2808775.672,1334238.545
9,glc2 21% 3 c,116863460,7070014.863,86171860.23,1875763.621,2413401166,118622663.8,1033104634,21565445.32,14662456.42,553380.729,1951326.908,46137.02162,440705454.7,28929358.98,4046282.135,509413.1389,697146.6179,3495271.324,723305761.9,79368781.91,196693442.4,32584446.39,35261783.86,8298804.637,41686750.13,1733287.483,808410.2612,9140.56976,294156920.2,31581271.01,92618131.14,11095683.94,7329727.578,3106314.003,293297.844,680304.5021,109087.4533,117021.0263,50394.30789,3990457.597,371101.7526,721184.5507,123026.9806,94964.93386,12060268.83,1326584.466,3330021.875,574999.4624,621067.244,161845.1305,72526840.99,7580770.481,22303405.39,2680551.44,1851118,129592074.7,20097818.76,117613258.6,15187775.25,27578585.06,2979841.646,1408190.907
10,glc2 21% 4 a,191263136.1,10864850.39,88638552.13,2242126.581,8674975782,396658738.7,2190958625,52678750.22,22574728.54,1083547.644,6541302.986,182496.9867,548579073.4,36307014.52,6137256.45,704084.0441,908962.6622,817548.4577,1135344209,121647735.4,296808503.3,47264575.63,52858434.84,7570968.99,73535122.97,3535205.747,2591465.409,47332.98168,425001896.7,44684640.42,122660062.4,14782912.18,8321766.184,4592759.598,438552.9647,982436.1286,157356.9694,175662.9335,33776.08039,7003036.439,663382.1506,1324657.619,237798.9071,157307.7554,16657562.26,1794804.942,4437612.686,729582.6108,781810.221,124500.4727,117928006.3,12515449.1,35466240.53,4460591.163,2584024.372,162067410.5,26302539.48,147303234.1,19691740.19,33206248.72,3804603.505,1753489.682
