filename,id,pyruvate M0,pyruvate M1,pyruvate M2,pyruvate M3,lactate M0,lactate M1,lactate M2,lactate M3,alanine M0,alanine M1,alanine M2,alanine M3,glutamine M0,glutamine M1,glutamine M2,glutamine M3,glutamine M4,glutamine M5,glutamate M0,glutamate M1,glutamate M2,glutamate M3,glutamate M4,glutamate M5,serine M0,serine M1,serine M2,serine M3,aspartate M0,aspartate M1,aspartate M2,aspartate M3,aspartate M4,succinate M0,succinate M1,succinate M2,succinate M3,succinate M4,2HG M0,2HG M1,2HG M2,2HG M3,2HG M4,2HG M5,2OG M0,2OG M1,2OG M2,2OG M3,2OG M4,2OG M5,malate M0,malate M1,malate M2,malate M3,malate M4,citrate M0,citrate M1,citrate M2,citrate M3,citrate M4,citrate M5,citrate M6
36,q5 dmso 4 c,238180728,9975468.982,780729.1061,3148788.156,5559485589,214905883.2,9670852.607,34988456.01,26747449.9,1049896.894,64364.37627,208880.6945,12019168.83,2281575.085,1538975.285,7372623.029,28419770.29,921632316.5,423335084.2,102760721.8,82934945.26,307337627.9,43573172.97,1145712961,63339166.31,2087718.369,8557.517537,4875.526798,234784331.6,37301485.73,60745281.63,32503236,196717836.9,2672722.9,548544.9071,1210859.024,147621.8082,4301222.505,2658173.783,492194.9148,337208.8227,1281514.937,175485.1359,4702976.766,7400824.828,1797378.587,1423890.285,5678460.315,831640.7945,21948264.14,98177016.39,15976498.65,26378417.95,14041452.04,86637601.07,101272895.6,21490220.15,29767501.04,21469902.66,88880472.78,18328887.3,635752.8942
37,q5 bay 1 a,79248829.47,3117083.445,5887.901709,NA,1423161339,51677902.82,163928.8549,NA,5280344.608,143300.3568,7370.370454,15228.3501,1742846.793,34092.43654,NA,161932.5461,7135821.571,238865238.8,139921001.7,9758278.659,2161325.249,13578017.7,7042804.712,210040848.3,39910520.57,1282892.768,NA,NA,92051089.69,4655388.215,988746.6312,2223908.439,9811475.63,1181621.707,75399.405,21553.70218,2476.41094,220967.0279,956746.6857,65549.37489,NA,14227.43024,9119.111041,245298.2718,1038802.93,67458.68312,17255.20188,90023.47888,44871.22605,1407108.576,12514201.9,614547.3234,93483.73751,191820.73,950541.5561,23575481.61,1988395.022,320392.6578,779117.6858,3459705.841,1657046.923,358.11851
38,q5 bay 1 b,141754049.8,5526672.429,8765.760427,2299.309755,2131580451,78193173.09,209834.434,NA,9092577.536,248117.6321,NA,5718.119556,1929442.588,44696.98635,NA,160441.5326,7852563.737,254504447.2,125338987.4,8504411.682,1645869.135,9923414.26,6058290.353,184452446.2,73676547.73,2598843.581,NA,NA,100677597.4,5118148.311,673941.1009,1854864.725,7822740.155,1134593.043,71315.45386,12087.10289,NA,151891.4798,778318.3605,57680.13425,689.703741,8143.055074,7334.838196,214387.0595,892276.8857,52973.41462,14709.06738,64972.61217,35950.87297,1184304.671,10617338.65,526034.7969,66106.96062,160034.4318,756724.2899,22373317.51,1893326.15,241752.0256,671425.4447,3003661.458,1592147.768,566.5829961
39,q5 bay 1 c,139823163.8,5469842.162,23770.39037,1954.738136,2465451066,91091435.32,397407.2263,NA,7189732.434,193040.4995,5296.69978,NA,1533966.537,64519.64377,NA,123063.6524,5048101.694,167876007.9,153333140.2,10514394.25,2181407.286,14598273.76,7097592.807,217550480.2,53039302.79,1857126.949,NA,NA,109575090.1,5669081.657,1057978.088,2427192.355,10422967.09,1446796.71,70402.31321,16472.4623,4473.816947,222450.4616,989923.9076,68466.52934,749.1761378,12603.43773,7597.912974,261487.2101,1161083.113,71596.87894,11497.9055,99198.14175,47190.50893,1507331.419,12480607.76,614082.6482,86207.99972,196584.2188,955721.4703,28035316.4,2306143.77,335031.6272,861904.9651,3810132.912,1874979.693,232.0710344
40,q5 bay 2 a,61018146.64,2501141.476,791.8992858,2416.854625,1344331864,49549103.94,98920.21274,NA,5806339.795,167831.6595,891.5378387,3575.15687,3031279.773,102568.4036,430.9289845,175931.5335,7852426.924,254378342.8,132496033.5,8787418.808,1866590.462,9587716.891,5996016.533,185997292,46438526.29,1612488.139,680.3415858,NA,97530454.21,4959645.025,706118.0391,2456693.493,7178730.358,1072403.725,110779.4648,21384.46263,3895.790696,264633.7677,779587.3513,56213.03704,1191.466352,12665.74286,11189.408,323671.9982,1002058.852,62618.11891,17676.29171,64339.37938,42143.66103,1288204.469,10368706.01,542060.3416,58587.91525,204837.0591,650997.8046,19491143.77,1643629.376,229954.9385,640418.9653,2783179.144,1415294.119,207.4294583
41,q5 bay 2 b,119918974.3,4705035.995,11112.57719,3098.291759,1920627745,70555526.63,124105.097,NA,6173123.589,175800.6483,2076.49754,3685.213109,2067134.411,72366.00899,NA,200859.5195,8541880.708,278952496.7,137853849.9,9258987.217,1907255.702,10224519.64,5959322.73,187376893.9,49491538.11,1744844.41,846.7096621,NA,100431685.6,5077513.527,744776.1018,2324133.927,7344399.826,1053171.56,54707.16378,19406.639,7707.308791,274967.8462,1076932.281,71286.56542,1078.584998,13084.53642,9793.407673,345930.6455,1204049.793,74063.85458,18589.8502,82740.4085,44929.64264,1526178.977,11457595.91,578441.6644,66631.24889,207263.3091,666439.0528,25507347.93,2134454.856,287683.6234,834372.0491,3477276.984,1840014.056,253.9271211
42,q5 bay 2 c,99764895.66,3928378.745,4506.355075,501.9830761,3290041094,121540914.6,219092.3611,NA,7560009.057,229372.9278,1067.182852,2533.868657,2307351.455,76728.4807,NA,172824.2707,6775976.01,223627839.6,121896561.9,8212156.758,1653335.197,8638945.454,5621547.287,173432546.5,61611044.86,2131390.006,930.4473634,NA,97466952.95,4913336.302,598997.7815,2084937.356,6625115.38,1061201.183,75852.9461,18734.01617,4394.628723,256333.9426,894773.1475,64132.83173,556.501957,10117.51748,11281.09544,287538.4594,914696.0369,55120.54296,17279.38562,57874.82635,34963.96174,1144728.584,9702792.259,480684.0317,44074.25755,159591.4035,555249.9856,21086599.27,1772808.268,226129.5689,635214.0917,2880959.612,1482422.247,461.3477103
43,q5 bay 3 a,70358605.96,2839362.311,974.3990063,14836.80007,1652335525,61624324.54,86791.07545,NA,6610893.303,167873.8205,NA,4706.225608,2524169.523,94498.17413,1034.249235,202323.1972,9625485.668,310546355.1,146116745.7,9963917.168,2158300.013,9376129.329,6652401.598,214656267.4,49187356.57,1708621.131,NA,NA,110053022.2,5524792.598,651607.3266,2590165.64,6691646.593,1570446.891,112972.8378,14392.55123,4596.345337,275198.3796,1680962.718,115467.9426,1694.319555,18945.83287,12745.11863,483325.8236,1119507.171,69934.82153,14751.71039,62747.23506,48565.5007,1488952.03,13882848.67,692248.2764,56702.52568,257796.9998,712464.7403,21458501.69,1800791.737,250777.0995,651266.8714,3282922.536,1513891.251,NA
44,q5 bay 3 b,92273006.06,3710111.355,11279.14181,3801.051416,2969392314,109950091.9,308053.5925,NA,6544570.741,178424.8255,2344.236918,3867.940315,2355672.02,80452.91697,NA,227622.287,8631010.979,283265577.4,141768628.9,9493367.986,2262974.577,9652814.972,6425142.22,197641744.6,50001019.39,1705425.822,NA,NA,106202419.4,5372265.137,641194.6095,2429103.493,6553880.353,1651731.082,129576.5415,19220.29971,3426.060276,271922.6445,1276224.499,87801.53732,2839.756624,17651.80739,10536.1481,455600.9901,1299176.554,79889.65529,15699.97467,74844.01882,52161.60684,1615041.043,14776186,738657.6569,66025.0572,262611.1291,736492.9092,22432665.33,1878200.152,279718.3245,676586.1279,3404211.522,1557321.025,173.6843028
45,q5 bay 3 c,72099701.11,2899912.474,3126.647222,6622.098455,1672141808,61770440.98,54391.68763,NA,6461523.586,206719.1078,NA,2034.432775,2672654.345,97243.1682,NA,243906.0735,9600485.859,314096856.8,146108438.8,9614568.048,2301573.975,9495037.899,6516968.387,207614170.7,52128333.37,1782966.068,NA,NA,108095910.8,5558673.806,685674.7276,2516500.106,6752844.521,1497396.965,154670.892,16501.38457,2509.494962,290932.9425,1094072.23,75670.64887,2112.943675,17663.71897,13920.46498,481691.5067,1155129.338,68107.43446,18885.27564,66917.52422,45889.29332,1521068.947,13791302.42,709323.2058,67194.7155,261620.1869,723101.7995,19262103.23,1623964.619,244631.9136,599343.1423,3012062.204,1363798.3,119.2573196
46,q5 bay 4 a,115369054.5,4679864.057,24699.68077,6272.332089,1947310328,71144053.34,279117.7109,9376.197115,7763324.496,259102.4716,2237.06499,3302.260746,2230548.159,55010.74428,NA,264676.3877,11139237.95,366261524.2,134780222.7,9084947.695,2368370.959,7575574.284,7792022.297,242258745.9,58796784.88,2026820.556,2457.272183,NA,117374596,6018260.849,584354.2649,3214397.359,6123576.446,1460762.636,116956.4187,15338.5651,7154.866891,303416.2821,1568982.607,102988.3058,4486.291674,17314.25156,18995.06882,658533.8345,1158995.33,67969.66279,18500.16034,59333.14595,58429.66449,1778046.158,20296204.22,1002006.847,56039.66394,361147.1672,717817.212,22569381.72,1901491.181,298832.0831,772325.9911,3788053.698,1977087.394,73.66464092
47,q5 bay 4 b,297026297.8,11915620.05,9203.209768,1640.261715,16685341453,616591395.3,2542817.888,NA,25646661.24,947420.7153,6886.89927,1139.154973,6399310.591,338930.2442,NA,259337.4794,10957598.71,361089454.2,188586989,12261075.64,3251175.987,10768176.29,9314660.729,279977394.5,168206896.5,6123239.561,17626.81087,NA,207553842.3,10292448.48,802273.305,3530269.059,7356215.667,3076014.423,196027.9471,22931.84251,5398.018867,401648.2651,2575657.004,167645.1386,8647.980752,39273.95633,33208.7826,938330.2331,2018452.972,120210.4102,32257.76583,99808.41545,81502.76119,2646747.589,22496261.29,1101363.172,87238.22769,491255.9245,1025825.1,48586496.4,4035308.214,370713.6876,1189216.881,4991089.617,3180038.478,1226.116876
48,q5 bay 4 c,73026506.48,2972790.31,3617.545164,3868.479479,1311967645,48838535.84,83010.93982,4215.47295,6663198.342,188838.2929,NA,NA,2039217.543,56671.67646,NA,189108.4811,9559256.226,319475697.1,126479830.2,8387059.472,2112836.145,7575465.5,6882739.391,220495157.2,54418365.81,1856078.91,NA,NA,107655467.1,5326838.72,580828.3948,2961836.872,5964690.732,1340339.825,108429.5509,9486.162075,3343.176391,303676.0275,1048199.017,72791.83581,2365.207983,16288.10619,20025.63859,624323.5441,978028.3991,54015.36714,18377.12862,49627.48932,47922.08711,1561181.191,14814743.26,723842.4924,63890.01707,344904.526,716701.6352,19393531.81,1639758.934,259356.4597,686397.4161,3283428.906,1762933.271,531.6548058
