filename,id,3PG M0,3PG M1,3PG M2,3PG M3,aconitate M0,aconitate M1,aconitate M2,aconitate M3,aconitate M4,aconitate M5,aconitate M6,citrate M0,citrate M1,citrate M2,citrate M3,citrate M4,citrate M5,citrate M6,DHAP M0,DHAP M1,DHAP M2,DHAP M3,FBP M0,FBP M1,FBP M2,FBP M3,FBP M4,FBP M5,FBP M6,G1P M0,G1P M1,G1P M2,G1P M3,G1P M4,G1P M5,G1P M6,G3P M0,G3P M1,G3P M2,G3P M3,G6P M0,G6P M1,G6P M2,G6P M3,G6P M4,G6P M5,G6P M6,GAP M0,GAP M1,GAP M2,GAP M3,palmitate M0,palmitate M1,palmitate M2,palmitate M3,palmitate M4,palmitate M5,palmitate M6,palmitate M7,palmitate M8,PEP M0,PEP M1,PEP M2,PEP M3,R5P M0,R5P M1,R5P M2,R5P M3,R5P M4,R5P M5,sedoheptulose M0,sedoheptulose M1,sedoheptulose M2,sedoheptulose M3,sedoheptulose M4,sedoheptulose M5,sedoheptulose M6,sedoheptulose M7
11,lac3 21% 1 b,2146098.125,0,0,21023.97467,9618273.376,665886.0909,3465358.037,715486.2196,118337.3931,252951.7081,0,147267536.7,11794627.85,58771244.19,12268427.2,3769747.576,4464580.918,97184.22364,629520.9663,0,93087.78896,0,6373083.688,364960.5196,0,151385.5389,0,499306.2943,0,186183.1468,0,0,0,0,0,0,2819879.919,0,0,0,759452.3024,0,0,0,0,0,0,854837.2428,0,450764.7606,1249701.282,26522309.29,6504760.294,609366.1573,0,0,0,0,0,0,584274.5811,0,88453.38077,0,522363.7421,0,0,0,0,0,0,0,0,0,0,0,0,0
12,lac3 21% 1 c,1675670.043,0,0,26131.93109,7561091.19,572631.0416,3131049.005,617491.5253,234898.1233,215183.5343,0,136215749.2,10933400.54,53524501.96,11307463.53,4780174.901,4109634.718,52705.23724,478844.3974,0,0,0,5230410.789,267598.3114,0,172477.8476,0,753622.6103,0,266015.7478,0,0,0,0,0,0,2423927.396,0,0,0,574271.0752,0,0,0,0,0,0,738817.6795,0,934655.7529,1067976.799,25006972,5245670.783,805457.7885,0,0,0,0,0,0,402840.9301,0,0,0,429126.3769,0,0,0,0,0,0,0,0,0,0,0,0,0
13,glc2 0.5% 1 a,562364.0358,0,372793.649,0,7305618.663,401455.9886,785404.2628,0,0,0,0,142735799.3,10105568.22,26285781.06,1388829.982,2054251.579,0,0,322407.2798,0,1204513.307,0,1644615.697,111850.1292,10757995.08,654779.5125,1874947.411,2572220.151,0,37610.09382,0,81173.1404,0,0,0,0,841736.5698,0,167103.3064,0,36371.61705,0,969509.1387,0,0,0,0,76600.62946,0,509642.7759,0,25466269.89,4371983.238,713902.5814,0,0,0,0,0,0,169609.2754,0,1042526.015,0,0,204597.4867,0,0,0,0,0,0,0,0,0,0,0,0
14,glc2 0.5% 1 b,837062.6909,0,459513.956,0,7000154.121,407991.4072,1716998.965,0,56866.18985,0,0,133758074.8,10156290.85,32045905.55,1736749.405,2559522.604,11370.4399,0,504369.296,0,0,0,1766158.373,177328.5066,12094829.48,733308.8129,2077289.471,849516.0045,0,0,0,138366.7532,0,0,0,0,1150120.167,0,97746.30757,0,38403.72458,0,1131624.859,0,0,0,0,110327.3325,0,786323.3824,0,33268889.84,4893076.805,475899.6727,0,0,0,0,0,0,139503.7308,0,1212745.732,0,0,243442.0705,61333.01287,120807.7039,0,0,0,0,0,0,0,0,0,0
15,glc2 0.5% 1 c,487533.9056,0,423837.553,0,7991901.203,499153.6476,1574855.606,0,42541.98606,0,0,151060167.7,11377807.41,32943891.28,1671534.245,2421096.038,24601.60582,0,426480.5766,0,1111218.909,0,1642823.269,187271.6131,11224144.1,623390.7917,2004663.922,1402632.512,0,0,0,61786.36511,0,0,0,0,1024521.756,0,167869.2507,0,0,0,964737.6803,0,0,0,0,138955.4812,0,835004.9463,0,40023280.39,7046424.826,746759.2338,0,0,0,0,0,0,173054.7995,0,0,0,0,120939.8445,0,69212.06238,0,0,0,0,0,0,0,0,0,0
16,glc6 0.5% 1 a,0,0,0,1063006.527,5211341.473,297577.3529,1627709.747,510755.9731,27339.10803,321716.672,0,91622226.74,7164793.733,35491954.42,11037248.31,2064829.64,7098974.495,44941.12059,0,0,0,832614.3312,103115.8429,0,19815.15359,692709.6399,0,3163853.867,14547061.41,0,0,0,0,0,0,78359.97247,775272.1771,0,0,354358.8889,0,0,0,0,0,0,812107.9789,0,0,298848.5352,0,63071503.81,11146848.83,1115648.621,0,0,0,0,0,0,0,0,382000.9277,188594.9446,0,0,0,0,0,458052.8624,0,0,735421.7887,0,0,0,0,0
17,glc6 0.5% 1 b,13515.73126,0,0,777273.5914,7366676.036,374076.0514,1644939.001,584227.7777,0,429423.6875,0,162889134.9,11726572.39,36032197.29,12095950.32,2229107.767,7270257.353,102669.8791,0,0,0,847688.8715,143418.4811,0,0,685685.235,0,1803546.558,14062110.46,0,0,0,0,0,0,108942.4733,673599.7768,0,0,338935.4327,47665.57116,0,0,0,0,0,577692.8391,0,0,0,89296.80968,44752064.13,7599833.395,1044584.784,0,0,0,0,0,0,0,0,0,244002.7439,0,0,0,0,0,488734.0195,0,0,0,0,0,0,0,0
18,glc6 0.5% 1 c,0,0,0,836699.0085,5594511.051,361343.9957,1591189.684,573292.8692,0,338136.9972,0,107622522.5,8120071.602,38902071.62,13301066.74,2475380.505,7937994.885,90137.14938,0,0,475573.1863,890231.2449,121199.2361,0,0,680737.8758,0,1939183.836,13755636.95,0,0,0,0,0,0,0,592502.9377,0,0,293727.6867,27050.74072,0,0,0,0,0,675141.4157,0,0,451491.8408,0,108649178.4,18168009.8,1775069.573,0,0,0,0,0,0,0,0,42483.36401,216908.1827,0,0,0,0,0,466575.6268,0,0,329380.0041,0,0,0,0,0
19,q5 0.5% 1 a,966601.2054,0,0,0,5463640.959,334198.7076,83347.47042,225703.2056,416777.143,580220.4831,0,112516493,7606121.7,1378469.528,6298453.1,10749855.05,13347532.64,14710.18131,771674.6625,0,0,0,13442562,790192.9525,0,0,0,0,26656.46373,175927.6211,0,0,0,0,0,0,1076415.362,0,0,0,811822.6114,0,0,0,0,0,0,164544.6836,0,960999.6644,0,90900736.62,16806705.2,1721111.167,0,0,0,0,0,0,206512.3001,0,0,0,627882.2304,0,0,0,0,0,0,0,0,0,0,0,0,0
20,q5 0.5% 1 b,592976.5488,0,0,0,3227646.719,139596.4066,91968.062,124973.4449,302585.7928,328039.1285,0,77700283.67,5186102.778,890180.9042,3875393.693,7180086.751,7804931.651,0,617477.0331,0,110925.5559,0,8234107.017,440665.0984,0,0,0,403281.8836,0,0,0,0,0,0,0,0,634785.7207,0,0,0,511744.5901,7575.42791,0,0,0,0,0,188612.5499,0,1070430.326,0,28721501.63,4653659.608,1011500.109,0,0,0,0,0,0,119074.1672,0,13250.63663,0,442131.3615,0,0,0,0,0,0,0,0,0,0,0,0,0
21,q5 0.5% 1 c,756287.2274,0,0,0,4732899.859,259902.7465,105164.4121,134230.0437,379885.4843,466414.8627,0,102297455.1,6996722.738,1229536.892,4904899.1,9372391.519,10489964.95,0,526581.7154,0,0,0,10663489.31,630167.7712,0,0,0,572595.5621,0,203318.0809,0,0,0,0,0,0,823289.5603,0,0,0,723901.6976,0,0,0,0,0,0,0,0,746636.3764,0,14583455.45,3021142.372,523735.7163,0,0,0,0,0,0,170011.4546,0,0,0,388557.5204,0,0,0,0,0,0,0,0,0,0,0,0,0
22,lac3 0.5% 1 a,1342764.208,0,0,0,6592604.41,388573.0187,2150117.173,448659.9094,0,183981.0877,0,131800464.4,9833324.814,48703609.87,12223743.02,2040988.637,5880832.894,73110.9714,863561.0965,0,469524.1898,0,21221402.9,1235894.042,0,719861.0794,0,0,0,310318.2134,0,0,0,0,0,0,1478937.757,0,0,0,1356080.783,38410.34974,0,0,0,0,0,342549.4607,0,0,789089.528,15489867.92,3172268.766,207992.3762,0,0,0,0,0,0,261963.1128,0,0,0,775998.6779,0,0,0,0,0,0,0,0,0,0,0,0,0
23,lac3 0.5% 1 b,719467.3938,0,0,0,5268134.968,311691.4344,1568510.614,341473.2993,0,112616.5266,0,131439467.7,9712712.788,34308151.79,8935058.556,1526350.722,4111830.093,0,730708.3831,0,0,0,15615501.7,902207.7863,0,474052.2931,0,1057722.858,0,172817.8959,0,0,0,0,0,0,959979.958,0,0,0,878295.6176,0,0,0,0,0,0,341272.2722,0,345936.9784,587224.212,16665970.14,3351641.662,301517.4061,0,0,0,0,0,0,130193.3309,0,0,0,496130.1704,0,0,0,0,0,0,0,0,0,0,0,0,0
24,lac3 0.5% 1 c,658820.7985,0,0,0,7563839.379,343074.7118,1450916.618,302621.1284,0,146512.6099,0,276258787.3,19104566.16,24610939.64,6580665.569,996562.5951,3112369.308,0,759848.1822,0,0,0,13110169.97,797624.0792,0,352937.226,0,947463.247,0,262970.5313,0,0,0,0,0,0,1148207.206,0,0,0,726259.9766,0,0,0,0,0,0,0,0,1283687.111,459864.3935,76348408.87,12244453.28,1714344.566,0,0,0,0,0,0,156876.6977,0,94628.95942,0,426326.4272,0,0,0,0,0,0,0,0,0,0,0,0,0
25,glc2 21% 2 a,1416901.238,17859.76963,1279202.398,0,10403522.29,991438.112,5088562.741,261395.6857,522856.8501,0,0,174964127.1,16997575.31,83486585.18,5477392.144,8616903.512,384345.149,0,288440.6382,0,757673.8903,0,716728.6472,0,3961299.916,276497.731,696680.1947,0,0,0,0,156710.2291,0,0,0,0,2039417.522,56850.31731,675795.7986,0,49300.84152,0,302051.1451,0,0,0,0,915580.9123,0,926465.3322,0,11711949.82,3551996.674,270846.0957,0,0,0,0,0,0,362828.2751,0,407284.0823,0,0,260476.5549,0,85196.27834,0,0,0,0,0,0,0,0,0,0
26,glc2 21% 2 b,1031835.958,0,814647.6345,0,7423031.245,603369.2473,3294918.522,148136.3676,289943.2293,0,0,136716206.8,12759889.48,60298384.19,3988857.83,5977329.477,233846.9382,0,120859.5821,0,0,0,556631.6062,23886.84574,2795169.827,212553.1087,485557.5193,1114078.822,0,0,0,43223.6233,0,0,0,0,1306772.546,0,361672.5679,0,30306.96571,0,205678.4707,0,0,0,0,590621.9673,0,1434601.832,0,11836432.6,1773287.379,595216.6181,0,0,0,0,0,0,218863.2697,0,255475.6816,0,0,72597.96652,0,44900.08094,0,0,0,0,0,0,0,0,0,0
27,glc2 21% 2 c,1728431.697,25012.67172,1498862.688,0,11339497.52,928774.1711,5445393.602,300310.8241,459258.0232,0,0,201964843.6,19415646.89,94851771.79,6323908.59,9478892.98,474888.0415,57230.11235,231450.8637,0,759805.6461,0,850658.2348,0,4731634.439,282950.5302,853927.9123,535274.4586,0,0,0,109349.6088,0,0,0,0,2102608.811,0,677332.1082,0,0,0,288487.5921,0,0,0,0,886593.3839,0,841032.4635,0,83618831.57,14887260.8,1542191.822,0,0,0,0,0,0,445435.1087,0,538306.7506,0,0,180365.2748,26250.48707,189054.8519,0,0,0,0,0,0,0,0,0,0
28,glc6 21% 2 a,70077.22185,0,0,2521829.416,5140694.051,471062.8977,6508438.372,864776.7895,711800.7072,1185444.831,60459.67012,87237694.17,9010245.405,101745390.7,15987051.05,11998933.29,18612450.87,1544473.17,0,0,0,390914.7687,0,0,0,230446.1814,0,1771261.659,4538911.996,0,0,0,0,0,0,123248.4496,1352608.155,0,0,1423140.946,41003.13641,0,0,0,0,0,299090.2076,302187.1415,0,846390.2338,720070.9325,22264107.16,4910720.929,771476.9393,0,0,0,0,0,0,0,0,0,566950.335,0,0,0,0,0,364107.7559,0,0,287635.4891,0,0,0,0,0
29,glc6 21% 2 b,87840.80358,0,0,2828358.295,6727391.151,537932.9802,7564158.985,1148620.957,889671.7559,1401861.916,21846.5917,108533138.2,11156506.3,127321840.6,20227885.65,15651665.59,23821547.02,1935767.015,0,0,0,457615.3255,64915.33808,0,0,217451.7764,0,1494908.399,4907812.002,0,0,0,0,0,0,0,1414185.924,0,0,1379307.624,35201.82045,0,0,0,0,0,279035.003,296494.0279,0,284015.3961,827013.1886,45147719.45,8268691.512,922431.4715,0,0,0,0,0,0,17332.44461,0,78326.75297,654580.9891,0,0,0,0,0,364432.1578,0,0,268314.4766,0,0,0,0,0
30,glc6 21% 2 c,91338.91092,0,18440.21395,2833575.151,5615006.478,487615.2016,7089619.999,1138693.916,883124.666,1272353.02,0,103313289,10868016.14,126179065,20828081.6,14732444.05,22887388.31,1969500.703,0,0,335975.0441,392759.2063,107105.1465,0,0,221191.043,0,930910.6529,5225228.267,32143.58489,0,0,0,0,0,108198.0062,1239452.075,0,0,1413642.617,19765.29122,0,0,0,0,0,251140.8768,301609.8674,0,389420.6884,717723.5851,74802510.22,13530875.83,1292772.324,0,0,0,0,0,0,19382.93471,0,0,557410.9521,0,0,0,0,0,380284.7371,0,0,261111.5628,0,0,0,0,0
31,q5 21% 2 a,2362074.897,0,0,0,7518811.725,548622.4207,584257.1447,638133.8421,4179222.213,830123.3851,0,138461468.3,12083773.58,15158074.97,13099976.66,74999585.63,13925553.32,198125.2131,312295.0502,0,0,0,4434499.589,200969.6065,0,0,0,833580.4948,0,121901.1881,0,0,0,0,0,0,2301545.257,27661.14517,0,0,368216.844,0,0,0,0,0,0,950825.0172,0,157071.3384,0,35015525.72,6170518.478,679200.8318,0,0,0,0,0,0,578649.613,0,0,0,394270.8455,0,0,0,0,0,0,0,0,0,0,0,0,0
32,q5 21% 2 b,2594294.649,12124.35738,0,0,7162098.15,513473.0389,626915.0079,633669.2689,4359713.53,841806.0182,0,118271231.4,10461023.19,12741926.93,11792470.97,68871626.81,12492249.92,250322.2917,291268.8599,0,0,0,4419049.412,256675.1886,0,24514.86272,0,1317526.775,0,213719.9847,0,0,0,0,0,0,2526364.138,0,0,0,383779.6727,0,0,0,0,0,0,1219110.373,0,233669.834,0,14973451.84,1912461.58,179847.6256,0,0,0,0,0,0,562472.0918,0,0,0,304477.7409,0,0,0,0,0,0,0,0,0,0,0,0,0
33,q5 21% 2 c,3349456.131,17412.5454,0,0,8952348.511,660692.2442,698789.8254,888089.2564,5139173,936290.4755,0,161180893.8,14525568.92,16033502.67,15617427.32,92828502.02,16470093.27,196345.7314,606020.8452,0,60661.86583,0,5697370.331,283487.4936,0,0,0,0,0,240697.1503,0,0,0,0,0,0,3179551.647,0,0,0,447867.9946,0,0,0,0,0,0,1244591.232,0,0,0,27758052.26,3620748.91,805588.7897,0,0,0,0,0,0,768459.1086,0,135549.8535,0,561381.1773,0,0,0,0,0,0,0,0,0,0,0,0,0
34,lac3 21% 2 a,3887205.231,43932.7331,0,196138.2099,12515811.1,908934.7282,7065981.248,1265531.281,452272.5241,639399.5979,0,211375914.5,17934528.16,118672910.2,22156194.16,9890323.354,10126529.18,376003.5504,646741.0878,0,0,0,9450986.223,512058.9079,0,356606.2833,0,0,0,257935.6153,0,0,0,0,0,0,4108570.791,0,0,0,1200538.255,0,0,0,0,0,0,1499044.028,0,271556.5475,1726471.005,91173455.3,15644222.73,1763295.567,0,0,0,0,0,0,808221.1696,0,0,63470.48228,597421.3434,0,0,0,0,0,0,0,0,0,0,0,0,0
35,lac3 21% 2 b,2782697.044,0,0,118903.8298,9756908.983,678083.1302,5372190.395,922822.1135,310560.0669,365047.6042,0,171161505.1,14346432.71,93172104.27,17444799.17,7541047.279,7802548.542,376996.4116,552203.928,0,93831.728,0,5501459.694,279771.9252,0,235923.0805,0,1816674.905,0,213696.9178,0,0,0,0,0,0,2866669.384,0,0,0,416449.9694,0,0,0,0,0,0,1406804.826,0,342716.889,1602110.489,28532705.96,5490457.351,847667.939,0,0,0,0,0,0,628473.0732,0,0,20726.84895,467757.5757,0,0,0,0,0,0,0,0,0,0,0,0,0
36,lac3 21% 2 c,2322290.773,0,0,88499.18024,8730242.214,619090.5128,4479583.347,770023.3038,187564.5648,350204.0532,0,151967259.4,12838526.94,81207541.03,15396045.46,6028085.111,6751876.194,303697.051,364004.8073,0,0,0,5212375.537,284353.7997,0,202922.258,0,0,0,172861.3796,0,0,0,0,0,0,2568436.192,0,0,0,383719.6848,0,0,0,0,0,0,1226721.054,0,493053.1669,1270813.446,62423724.54,11361447.2,1097873.798,0,0,0,0,0,0,497806.2454,0,0,36054.22263,425102.5284,0,0,0,0,0,0,0,0,0,0,0,0,0
37,glc2 0.5% 2 a,525562.1012,0,442230.491,0,4746747.491,252538.9889,1215083.169,0,54541.04128,0,0,99642122.42,7477676.764,29019903.48,1665640.051,2584919.654,101155.0604,0,577287.0749,0,1529452.422,0,1108998.67,93266.86129,7384796.012,460996.1665,1366352.688,1649297.704,0,0,0,85467.96909,0,0,0,0,923019.0565,0,203839.0784,0,0,0,568516.088,0,0,0,0,309835.3202,0,754895.8772,0,70478451.49,12432793.41,1250722.163,0,0,0,0,0,0,78351.31701,0,160810.2559,0,0,184095.6397,0,126420.9826,0,0,0,0,0,0,0,0,0,0
38,glc2 0.5% 2 b,675372.4203,0,537337.162,0,5877602.179,368952.5671,1504128.951,40332.07514,52013.79877,0,0,129472253.3,9937723.351,36077202.56,1945958.727,3297815.01,61814.17848,0,379243.6369,0,1107880.758,0,1468618.791,103953.994,9228255.147,574405.2334,1696757.232,1697308.138,0,0,0,139145.7779,0,0,0,0,1050436.33,0,195623.6405,0,17336.07569,0,636217.181,0,0,0,0,210928.5295,0,949653.9697,0,59885068.93,10566047.69,1142588.031,0,0,0,0,0,0,109347.2386,0,234311.1963,0,0,206978.8234,0,123264.7564,33769.42687,0,0,0,0,0,0,0,0,0
39,glc2 0.5% 2 c,935857.3056,0,720320.8619,0,6627997.729,407909.7927,1836412.517,0,79651.18008,0,0,135587526.2,10532303.86,40973266.43,2164470.269,3526955.764,46306.36014,0,671773.6248,0,1251449.333,0,1678404.597,152072.1448,11313597.25,677709.1746,2181702.205,1938563.13,0,0,0,182580.639,0,0,0,0,919700.3132,0,206426.7397,0,41521.92092,0,861378.8485,0,0,0,0,204484.1871,0,660359.9532,0,45700333.25,9306469.509,838985.1401,0,0,0,0,0,0,171800.9979,0,0,0,0,233054.2986,0,236991.4627,31248.77485,0,0,0,0,0,0,0,0,0
40,glc6 0.5% 2 a,23487.9063,0,0,1329986.526,3790840.446,219991.0557,1940169.566,322677.4804,66878.99021,417037.741,0,80866441.34,6381776.157,44936942.21,8791293.506,2583438.625,9682997.04,193371.3529,0,0,0,1353860.429,87335.69489,0,0,388955.2457,0,2658684.838,10351953.29,0,0,0,0,0,0,111661.7068,694982.1905,0,0,578720.3729,23562.80139,0,0,0,0,0,676123.0441,0,0,587660.3346,0,15464309.31,3037112.762,674155.7651,0,0,0,0,0,0,0,0,0,210429.6253,0,0,0,0,0,590546.5971,0,0,362423.7549,0,0,0,0,0
41,glc6 0.5% 2 b,0,0,0,1270036.627,3836836.9,204299.3332,2507176.391,494751.3577,57800.34496,493022.6412,0,89823862.47,7221446.294,53659811.52,11002430.59,3365456.583,11748784.06,336448.354,0,0,0,1079366.263,77600.57367,0,0,531344.2801,0,1842766.894,12396979.61,0,0,0,0,0,0,67207.52377,710586.2564,0,0,605058.4657,0,0,0,0,0,15341.1042,479303.2953,102562.4744,0,614872.4384,220843.1388,45569846.93,7578400.412,673764.6766,0,0,0,0,0,0,0,0,26593.66702,256213.1364,0,0,0,0,0,720158.966,0,0,275304.572,0,0,0,0,0
42,glc6 0.5% 2 c,39687.69297,0,0,819538.8462,3118337.859,162540.8808,1641196.254,357013.9662,20766.8786,373051.6814,0,78113879.9,6082284.724,42221329.46,9272275.282,2589845.668,9347992.876,203134.6062,0,0,0,867282.017,43127.59669,0,0,475226.4468,0,2257612.73,9886119.108,0,0,0,0,0,0,0,580088.4689,0,0,371643.4178,0,0,0,0,0,0,367976.0706,63602.00166,0,270758.2463,0,12568647.39,3630656.815,297925.3297,0,0,0,0,0,0,6311.616659,0,0,148018.4751,0,0,0,0,0,582876.9741,0,0,166585.4606,0,0,0,0,0
43,q5 0.5% 2 a,992701.7415,0,0,0,4109229.074,174208.3816,73527.13331,139554.7506,275767.7203,594444.6843,0,80909344.34,5656992.046,1381287.629,5501061.872,6843677.547,12387672.84,0,2130697.466,0,57366.38561,0,7135092.032,410959.1003,0,0,0,921794.1577,0,0,0,0,0,0,0,0,1015180.173,0,0,0,654191.0915,0,0,0,0,0,0,305950.6952,0,152242.0345,0,10805167.57,2300371.336,446014.1623,0,0,0,0,0,0,159249.286,0,0,0,513219.1869,0,0,0,0,0,0,0,0,0,0,0,0,0
