filename,id,pyruvate M0,pyruvate M1,pyruvate M2,pyruvate M3,lactate M0,lactate M1,lactate M2,lactate M3,alanine M0,alanine M1,alanine M2,alanine M3,glutamine M0,glutamine M1,glutamine M2,glutamine M3,glutamine M4,glutamine M5,glutamate M0,glutamate M1,glutamate M2,glutamate M3,glutamate M4,glutamate M5,serine M0,serine M1,serine M2,serine M3,aspartate M0,aspartate M1,aspartate M2,aspartate M3,aspartate M4,2HG M0,2HG M1,2HG M2,2HG M3,2HG M4,2HG M5,succinate M0,succinate M1,succinate M2,succinate M3,succinate M4,2OG M0,2OG M1,2OG M2,2OG M3,2OG M4,2OG M5,malate M0,malate M1,malate M2,malate M3,malate M4,citrate M0,citrate M1,citrate M2,citrate M3,citrate M4,citrate M5,citrate M6
11,glc2 21% 4 b,150170901.6,9777588.594,97812489.18,2719492.215,7120627492,382195358.2,3090452508,83090667.34,20310186.57,1096555.913,7590923.319,222330.525,548609685.6,36631106.28,9806097.371,1721712.04,1660508.418,45732.17807,1276256638,155824197.6,399187462.2,75876041.64,75917371.82,10402608.14,56452204.32,3489011.444,3372670.945,120367.0678,398644018,49338282.65,136257055.5,18986943.83,10683762.44,5809600.977,623615.6756,1637036.636,273333.649,307747.3269,48123.04752,6788232.629,799063.0519,1578962.127,320838.6069,189604.5142,18568292.82,2326540.946,5980124.444,1133279.44,1218571.715,172033.5584,145540033,17837741.9,50628293.2,6918861.523,3874348.112,176778350.3,35421981.79,189995621,29534641.24,47550382.12,6316149.444,2717492.987
12,glc2 21% 4 c,134467471.7,9859901.858,119639718,3279847.676,4865978733,304626700,3358564798,88577555.9,24681631.5,1303321.732,9975712.555,267690.8591,733958849.4,47819012.83,11409877.96,1831873.201,1999443.429,145784.3453,1380614030,163677480.8,425894055.2,77042616.25,81839692.27,10498715.64,64578399.08,3985586.493,4163041.795,122434.9349,436430711.9,52256987.23,151180155.5,19795421.02,11429602.67,5334856.36,612091.6489,1456421.633,264042.2701,297342.6065,53141.54045,6559656.777,775814.7847,1497020.599,298475.2618,173716.6724,19240856.96,2310714.462,6067768.589,1128663.932,1224878.169,168420.2511,150566219.8,18107709.65,51261820.62,6767601.91,3848644.203,181710904.6,36031339.28,195691280.6,30021030.8,48874614.74,6360759.067,2760434.6
13,glc2 0.5% 1 a,40632478.78,1893660.237,11384927.96,184032.0127,853860902.3,32958368.83,66965292.65,811015.5501,4147138.535,105187.62,107884.419,NA,118588118,7599617.032,577439.9216,14271.42608,44520.14074,7766.614069,215537279.9,19614991.88,51084253.03,4828625.971,6709787.33,363827.4398,17203678.57,624128.2919,325946.9683,1663.613259,88569549.9,6208596.532,20877253.28,1047099.839,738412.1792,1925626.903,138310.8465,96782.94898,5728.368259,8341.187138,14759.91206,2151088.644,146875.3262,120057.9676,5030.121345,NA,1632626.63,142036.1066,354090.2891,33011.57115,48024.72412,1997.743908,15535436.15,1048979.993,2454377.053,131516.891,99254.46287,51854068.38,5862043.519,28170416.2,2328105.05,4512911.63,337261.8661,81449.81885
14,glc2 0.5% 1 b,46433430.01,2202715.23,12892730.46,220613.7704,984418154,38133561.32,67975010.46,784985.6358,4141680.477,102563.5074,101200.0862,NA,130784087.3,8362285.167,620772.9864,1463.565462,19005.30104,NA,252007583.6,22991109.05,57690177.67,5058797.682,6703572.102,247414.2298,16913741.98,616128.1853,310308.1165,2020.693701,102323861.9,7153706.943,21734604.32,1104065.645,723375.8528,2493848.939,186998.7135,113609.5689,8017.767461,11784.36762,NA,2326902.078,158098.5985,141200.4867,7749.047955,NA,1917918.211,162493.7267,392808.2456,36309.43754,50351.46913,2105.857246,19170207.71,1251145.039,2573671.994,130503.5826,93989.61701,68578927.62,7575697.568,32472049.69,2645097.073,4489728.068,255736.3388,46648.47785
15,glc2 0.5% 1 c,27450139.39,1326786.737,7578409.255,122449.4485,788798764.1,30518692.63,66563652.65,863332.302,4157327.928,113900.6288,88521.45954,NA,109409804.8,7010305.424,494609.4477,6189.428661,19763.43302,339024.1074,208115224.3,19242365.03,47114773.73,4031590.574,5251284.584,610814.0508,16356286.01,602477.2895,303174.1604,652.1095976,88985827.98,6127168.166,18500548.86,829981.6394,598816.5448,2424966.27,175633.7548,95297.27622,7208.883039,10956.69747,14739.81276,2302480.519,128954.0209,139652.3892,9211.361401,NA,1420887.617,117773.27,273649.116,28495.29669,32840.71681,2523.205331,18711793.95,1185683.686,2309899.761,119496.1235,87105.56819,64098924.18,7029561.049,29787885.16,2381153.04,4045409.96,210448.247,33470.5226
16,glc2 0.5% 2 a,95234588.36,4704360.837,43066428.46,759326.1917,1732999005,68757543.93,228016422.8,3562781.752,5834888.662,183566.8505,278102.9446,4459.488486,201897164.1,12770875.49,1200009.247,26789.4274,107865.0477,NA,316985070.1,30110096.89,86989969.88,9392454.606,14258657.54,1021752.809,26885194.6,1006877.861,470858.8753,1733.727504,144079473.4,10762773.8,39701240.55,2265692.64,1815236.595,4293984.503,317621.2508,358580.2634,34818.26042,58725.65091,NA,2987910.868,178971.603,198015.0797,20924.51115,NA,4570195.462,409883.8344,1141898.457,130977.6114,201935.0108,15136.79533,26468412.57,1850763.424,5324421.305,342757.7363,279473.6641,105606068.4,12702761.8,75897639.49,6677872.042,15302417.98,908463.5824,473219.3505
17,glc2 0.5% 2 b,70461724.45,3523218.884,32552789.24,580692.9697,1533276508,61065427.87,210409859.8,3414536.69,5511196.115,173684.6035,282186.9475,NA,193000543,12365536.34,1324345.259,73063.73826,142302.7938,4184.526454,306970551.9,29794899.49,89502573.34,9684838.016,15247522.1,1175581.423,21053966.54,777896.422,486125.3956,2220.578343,131163674.2,10313612.29,39065890.09,2419770.278,1986264.571,4302172.309,328474.9454,404277.046,40146.08908,71690.38049,NA,2247526.632,170618.4894,227122.2944,25479.78504,26330.5088,4534556.356,431343.3699,1235511.086,152738.9672,223974.6731,19761.31618,26969397.7,1909028.665,5627346.482,387773.9646,321703.7649,107733332,13442295.69,82014907.63,7538111.049,17046806.37,1074654.812,601699.0596
18,glc2 0.5% 2 c,68732027.6,3464391.693,33432667.45,611734.5722,999172702.5,40870633.64,207120813.8,3546407.729,5870748.702,167263.876,261865.6897,2831.736714,201983912.8,13071619.4,1311476.591,50994.42267,141002.5828,4906.926747,302626840.9,28853491.32,87063798.68,9611311.611,14325681.31,1060041.304,22746098.61,843032.1305,476286.4852,2824.880985,128957545.3,9744287.11,37339692.76,2173429.087,1683650.342,3704802.428,283395.0184,358816.5605,34331.52557,62003.69552,NA,2154288.334,147354.1462,222823.2249,27734.98543,7754.814041,3971428.33,366821.749,1074532.261,122237.6281,183730.1768,15045.14025,25085512.29,1794821.384,5058513.81,304682.6061,268060.9163,103274382,12764698.14,76475442.65,6840404.158,15336112.49,911271.576,530972.0172
19,glc2 0.5% 3 a,81236942.86,3908645.864,29894533.8,532202.4074,4180211227,163599738.7,447562120.4,7137928.864,9181184.441,266745.2863,755100.1161,12743.02046,347431250.6,22777723.79,2587139.075,133714.6455,382722.4026,9701.102849,401311165.9,39697329.79,125720871.4,15586494.62,25780929.76,2281055.778,35191228.07,1371091.202,692526.0645,3941.250802,171056455.8,13315557.9,56884893.38,3791370.933,3375746.446,4102950.347,359427.1954,725852.922,83451.91445,150775.9703,38819.02087,2590863.5,171601.6968,240813.5915,30783.322,25768.4012,5559225.28,532683.8165,1705747.23,213677.6325,372123.7116,33334.01623,29412504.63,2234465.66,8710298.088,610116.6665,567652.4392,112686310.5,14737918.72,105323141.1,10127282.13,26032224.11,1687617.418,1095626.756
20,glc2 0.5% 3 b,83415094.77,4249018.185,43668354.1,802625.8986,2164639406,90655797.57,496818940.8,8609716.154,7530125.361,253224.4433,575794.8252,10698.29734,286629902.3,18580036.35,2310213.428,135195.05,265479.573,17033.40028,341298492.1,34670495.21,111197876.8,14047839.67,22212077.88,1952812.988,27948837.71,1113170.925,632995.9505,3919.857991,148757317,11859518.2,49310805.88,3375488.311,2966284.751,3912417.722,318867.3903,676564.0911,81702.10729,144172.5248,36575.36581,2003989.71,150260.9932,239536.8258,31813.83515,27263.60759,5303357.947,536751.7521,1711749.999,222818.1528,354420.8134,34310.61452,24774503.42,2000079.421,7268075.053,537584.559,489627.5223,113413830.5,15150457.59,104596168.1,10296277.79,25354828.91,1757180.952,1071321.007
21,glc2 0.5% 3 c,101830459.6,5156077.802,53574632.65,979774.968,2887357295,122072818.4,705418991.5,11967117.53,7874665.915,207747.9818,598419.9509,9739.771577,339114424,22023027.63,2412101.525,138491.9246,289409.4077,14655.85601,346892861.3,34354144.14,108574125.1,12621845.06,22019203.67,1724749.053,33603773.95,1313163.025,722260.5481,3040.653326,160573967,12823092.26,52550591.69,3484087.402,2978200.179,3584322.908,313817.64,629208.7679,NA,121569.3594,32319.25467,2152852.041,141966.9076,254286.4114,30229.08746,20262.23217,4376793.524,422475.9482,1341363.113,173313.8217,280433.6524,28311.76001,27317804.3,2124298.952,7714941.908,506193.6639,485572.4769,106758925,13958840.54,97995422.21,9414725.241,23502888.26,1521444.371,919844.8517
22,glc2 0.5% 4 a,70662131.86,4056453.057,53287811.54,976144.2427,1869096676,84055821.24,717875365.7,12611733.69,8730045.51,402277.9714,1591684.75,50790.62644,503633514.4,35806743.27,9730353.764,2515928.978,2033376.533,180803.7796,440242602.3,50109789.83,160679851.6,22784822.25,36767066.39,3523800.396,47677900.55,1943356.586,1136546.031,19184.39724,194505637.4,16995129.06,77012067.63,5474569.289,4750061.422,5876462.226,787527.5645,1716165.01,330027.8537,386716.3993,75688.26426,2271284.969,275261.1568,451893.4868,87819.46322,64210.948,7292628.479,986322.6239,2778358.855,500332.4393,666131.975,71394.88668,33861184.55,3825224.689,12528349.22,1347749.686,907648.7341,116394123.3,23290846.03,121502767.6,18262416.25,33928256.54,3348668.954,1654082.502
23,glc2 0.5% 4 b,99076847.52,5601198.267,75472585.61,1394182.225,1772587515,82642520.56,773325506.6,14099055.93,10536029.94,386615.1897,1224801.199,21298.007,411135565.7,27052695.34,4461940.889,408144.3037,848229.6803,8116.140282,393376092.2,43479392.08,153339255.2,21910240.37,34915639.56,3549865.594,39337522.6,1633573.473,914686.0703,10118.24933,184603514.7,16411848.2,72240077.23,5794391.729,5138476.98,5163728.999,455888.8421,1290194.217,186690.5346,300703.0001,57171.39022,2146087.812,188797.6384,419228.3414,66211.88784,72750.08419,7818235.578,864179.035,3042312.059,457280.184,691697.5032,78779.64746,33869230.07,3046799.604,11998481.22,1042490.086,941754.9616,120495309.1,17734602.71,128758767.2,14490132.82,35178793.67,2860231.939,1775840.233
24,glc2 0.5% 4 c,183757783.8,9855263.31,136950121.2,2556894.131,2034629059,95134601.19,932492581.1,16563978.09,8615847.201,372327.3584,1196612.53,22901.43843,469580498.8,30513687.4,4752819.08,459512.4705,906764.2596,16440.94954,406709440.9,41723688.76,145814903,19334345.09,32605135.48,2959111.364,47358101.61,1876991.181,1046381.878,9748.34133,196833696.1,16639757.53,74358167.7,5251643.678,4891153.072,3864213.005,358190.5862,978103.1062,127663.31,228392.9239,40203.18095,2119623.089,172712.9427,374909.8848,49093.88961,56870.09123,6702716.242,666350.8973,2400594.788,319726.6534,551634.5695,56085.62991,29604343.74,2547862.339,10922192.9,814712.9552,786758.4884,115624700,16194943.43,121177281.9,12409036,32432711.75,2367706.229,1497422.878
25,q5 21% 1 a,206218986.7,8120341.136,168803.8664,713031.3033,1987009777,73175898.33,620655.1479,793455.042,6824643.795,215306.0844,11865.07318,4074.924354,3715655.238,517969.2596,221016.2321,1620182.878,10620556.25,349752297.1,169510264.1,41011634.88,28108756.17,135885808.6,19203768.1,509039468.5,21497605.19,683767.5317,NA,NA,155911822.5,24140874.87,42875365.96,12323508.88,147286164.2,1932196.767,211486.6607,75244.2182,335238.4284,48394.92382,1302897.803,1475172.446,203913.3673,426499.4383,51928.03002,1410594.035,2647167.768,604035.5077,428220.3039,2130006.395,305945.7217,8140331.227,25163929.19,3926104.361,7089775.221,2058702.584,24556119.9,103436959.8,20392858.98,30136820.29,13957398.9,104080277.6,11097648.98,NA
26,q5 21% 1 b,196163677.6,7813558.779,160607.8432,690094.5978,2281782574,84520543.28,476530.0378,645390.4904,7139902.344,227892.3667,10706.42871,4841.760653,3105077.805,409646.9856,200936.9457,1586083.99,10042328,328413114.1,163292370.9,38912173.55,26522906.61,128896901.2,18512460.69,480317280.5,25288446.22,785029.3564,617.5814116,NA,160918614.8,24160633.58,42886738.1,11893583.05,145125766.7,1969411.595,213061.7049,77503.50484,343034.4156,49043.18569,1309037.797,1564430.768,215714.8436,454155.8286,52660.34627,1473713.852,2652006.423,623819.6933,427010.4936,2113691.817,295996.7222,8135537.775,25110653.32,3939646.288,7061102.724,1981974.127,24309784.57,97773219.7,19156322.14,28180188.99,12860034.01,96008603.98,10418886.95,NA
27,q5 21% 1 c,110306028.6,4436794.13,80830.71964,368522.4707,1706166032,63349023.13,242349.5104,405301.388,6005845,160666.3108,3957.585886,3376.119027,4678877.029,528972.5784,172426.6717,1440792.655,8936360.046,293162674.1,142991405.8,34195539.09,23447226.96,113048662.3,16381018.36,431698655.3,19374134.56,604025.0067,472.8981219,NA,130447483.7,19517336.47,34618555.25,10135529.77,121377178.7,1673531.409,171420.498,58619.72501,290722.3239,38179.769,1038913.111,1370243.279,175863.5187,340025.4828,44751.85113,1138684.085,2117581.041,465863.1249,322675.6946,1643440.358,238028.847,6429973.69,22810466,3435689.391,6121257.585,1793623.457,21467501.12,96734487.38,18531859.75,27622170.72,12452159.3,94290849.94,10112492.08,NA
28,q5 21% 2 a,227556556.3,9256260.119,363283.3235,1285974.216,4202234998,155327168.9,1835895.343,4745948.27,12581326.22,393055.6593,10823.06015,20295.80126,5726540.561,971663.5036,589651.2067,3342020.222,19195034.94,622089816.3,228827153.4,59736848.57,42406392.19,183005070.4,25138113.51,654737044.7,39556016.06,1329747.612,4526.474984,1972.923126,200393333.2,34586424.42,58663068.72,18353745.17,188329501.3,1950384.622,243429.2629,108899.6506,463026.3302,66335.222,1610146.991,2286261.61,325570.0809,558056.2568,66559.71829,1799812.41,3913151.879,1005406.422,694634.0931,3207188.298,442384.7309,11690720.76,42390974.4,7329812.384,12634639.69,4007999.444,41304284.11,137482584.9,29875314.94,42906485.23,20726551.76,135421277.6,15548905.67,4779.640883
29,q5 21% 2 b,169199752.4,6763182.368,241551.0577,1022650.28,2249947760,84654147.51,1220525.833,4546476.17,10112153.72,312481.0248,11185.65278,16248.622,5560214.283,1098701.108,558562.6373,3252122.212,16352483.2,535002914.6,204573959.9,55278213.28,38825585.58,162698899.2,22287878.46,565232502.9,31072838.63,991477.1914,2651.141539,NA,188026302.5,34235349.52,57092717.47,17334041.74,176224028.9,2944454.949,353646.2058,124700.812,539768.7083,72209.95939,1834371.583,3090139.132,361178.2124,564311.774,66598.85768,1841233.088,4252945.159,1151466.889,772900.8718,3404471.232,459991.6854,12410351.37,42142365.43,7683464.501,12941992.4,3945953.149,41141357.67,137040763.2,31193252.26,44102770.38,20396375.28,132987694.6,14839026.84,4911.739546
30,q5 21% 2 c,120422015,5019334.734,197715.5225,854843.0671,2379852493,88645863.24,1040852.089,2505317.376,9113966.346,292258.8323,8845.494717,16149.85624,5013553.204,833677.0308,468430.8323,2788864.897,15171815.2,494558494.1,194953427.5,52656663.76,36460951.6,157095965.3,22072004.37,551980455.6,30661414.68,953814.6644,2091.384577,NA,181042721.9,32658275.68,54807543.77,16270139.9,174023802.3,2400686.123,298736.5662,109018.8728,480260.8264,59820.52243,1669756.417,2523957.717,310350.6532,477423.3572,62507.02248,1735116.424,3532398.273,923011.8325,625508.3094,2825496.432,371430.0935,10196338.8,34064690.26,6003719.668,10107916.19,3013018.781,32627715.58,130194193.2,28668456.55,40911815.97,18374269.21,126157645.7,13579717.01,5855.353899
31,q5 21% 3 a,157016984.3,6593985.91,483349.6669,1923101.525,4298622067,165176560.7,6369296.29,21265728.11,18965048.9,704640.2266,26796.72487,84741.85547,10836636.84,1991445.983,1535082.958,7090841.811,28191523.71,920206273.3,345533841.7,82860797.49,68969287.26,273154609.1,42316245.01,1132371503,49466894.84,1658535.459,17488.40154,954.1400185,237822236.5,35074705.66,61397812.75,38709975.57,213786347.8,2616291.056,403093.6023,250520.9673,958187.6258,160456.2491,3978936.044,1978950.82,321277.4964,717639.6503,98226.50683,2721370.014,6930647.593,1614436.381,1358937.638,5701806.439,901972.3809,24522126.24,99429714.03,14817799.31,25857963.28,15787428.79,91794377.77,174546363.4,34085813.72,49017323.56,37345024.18,159681238.1,27772239.77,816796.6491
32,q5 21% 3 b,140947749.7,5750797.021,312306.3951,1219029.412,4148123556,155291328,3559265.055,11835463.57,13925355.88,546358.4161,18518.1192,42532.96042,8519420.789,1595851.717,1055899.242,5000692.153,22438699.04,716885483.2,319126737.7,74722334.09,59476925.89,247747690.4,38525948.93,1012785722,44722860.11,1477596.375,9840.840632,552.9227112,232801006.6,34713802.11,59266022.39,31930748.08,205751189.2,2532447.107,363592.2603,219720.1671,849437.4711,130501.9651,3469254.084,2290213.604,359076.4028,677520.2112,96751.91342,2559853.379,6551469.384,1524432.343,1215150.638,5331418.123,805534.3395,21946212.56,84253679.64,12734125.57,22366405.57,11664725.35,77721749.79,160067981,31160852.02,44061504.7,30525716.69,147757012.3,23144367.96,142121.1742
33,q5 21% 3 c,144310919.1,5966063.07,334196.9508,1377898.623,4559826856,172453290.1,3241486.998,12763441.28,17041610.84,623971.4375,20716.6131,58379.63489,9456758.631,1735672.69,1186443.13,6109406.45,24885773.43,823546131.9,340603907,81596058.45,66897828.27,267213428.9,42641744.61,1091603515,52041915.53,1732457.503,8803.090176,NA,239345385.2,35543117.74,61175193.74,35027503.77,210704079.8,2750907.18,395547.443,242608.7456,958153.9321,145613.8255,3780952.062,2205597.088,372004.8463,741135.3189,108273.1957,2811194.765,6846966.536,1635224.715,1302470.319,5562858.935,874346.3964,23516466.53,81381661.23,12070876.16,21083849.81,11786182.18,74136623.28,175999876.8,34143555.59,48638202.85,35067875.01,161201258.7,26062157.48,534818.1217
34,q5 21% 4 a,223477377.7,9611042.225,941074.9211,3620766.101,6963775177,271722552.4,17570986.99,59885006.52,32087207.13,1216131.385,94839.69695,347397.2749,14022643.54,2885155.98,2263676.871,10499635.47,30862606.07,1021749208,441151588.1,124690614.8,105712646.9,391408009.1,58057611.93,1459221579,58786923.97,1985324.131,14287.97076,9086.473374,243976123.7,45019253.8,81159171.98,48512978.11,254011222.4,3077757.532,608638.1638,453230.6443,1695039.695,236778.826,6238257.097,3063794.77,695591.2841,1654222.583,215508.9783,5826883.386,8722438.193,2388510.321,2161409.854,8136940.754,1241908.703,31771994.19,105531302.4,19867434.67,35011278.79,20773172.2,112039387.5,206354742.2,50410371.25,75291295.96,59860545.13,214912931.8,51120283.1,2265287.797
35,q5 21% 4 b,184497227.3,8010216.42,816391.8511,3147763.899,7230247387,284805438.1,19263911.21,66288676.18,24918225.01,958684.1945,79393.82795,248325.7059,11833735.86,2640844.685,2076590.963,8735614.168,23379342.26,762241785,391591511.6,116582747.4,97396771.16,360289753.8,50472228.2,1309641044,46324824.31,1510726.944,15485.37659,6174.711677,245341146.4,48320671.38,84125598.72,47597572.69,258449971.7,3084123.653,682111.7538,529063.8774,1867043.717,268448.1458,6710684.193,3018859.966,809826.2472,1872483.417,250616.5842,6400447.344,8800678.666,2509806.327,2243453.713,8372948.78,1237540.886,32292089.2,101173738.7,20029214.47,35568020.82,20550777.03,111560799.7,187140338.7,47153895.75,71966597.8,55822998.27,201406033.9,46642899.37,2261413.049
