filename,id,pyruvate M0,pyruvate M1,pyruvate M2,pyruvate M3,lactate M0,lactate M1,lactate M2,lactate M3,alanine M0,alanine M1,alanine M2,alanine M3,glutamine M0,glutamine M1,glutamine M2,glutamine M3,glutamine M4,glutamine M5,glutamate M0,glutamate M1,glutamate M2,glutamate M3,glutamate M4,glutamate M5,serine M0,serine M1,serine M2,serine M3,aspartate M0,aspartate M1,aspartate M2,aspartate M3,aspartate M4,succinate M0,succinate M1,succinate M2,succinate M3,succinate M4,2HG M0,2HG M1,2HG M2,2HG M3,2HG M4,2HG M5,2OG M0,2OG M1,2OG M2,2OG M3,2OG M4,2OG M5,malate M0,malate M1,malate M2,malate M3,malate M4,citrate M0,citrate M1,citrate M2,citrate M3,citrate M4,citrate M5,citrate M6
32,q5 21% 3 b,88453174.78,3666383.911,162431.1929,771451.5613,3081945157,115789552.3,1385106.013,5426898.531,10496856.83,385818.1213,13503.96676,32658.01147,4625479.315,891721.5428,603759.3498,3126577.438,16477351.17,541333826.7,178289865.6,46977738.96,35454154.54,158180712.8,25024496.72,640522815.6,42724233.49,1399237.881,2733.618048,NA,126592508.6,21114521.4,38198490.86,17467283.05,136682812.3,1414624.532,257068.0349,517726.29,65684.23622,1986488.622,1222680.097,167941.1791,94603.43746,393941.3571,58575.36567,1561510.129,2828623.413,730233.94,570539.2503,2603905.456,410872.2835,10973133.4,42288539.46,6911589.567,12765972.62,5704386.981,45775404.59,58211253.39,11647912.41,17537929.68,11028083.01,60256765.37,8664012.626,164915.2344
33,q5 21% 3 c,83860759.08,3491008.415,174011.791,808509.1195,2508482933,94978826.01,1505240.875,6421030.58,11538545.09,421001.0104,18170.70031,36164.841,4959485.1,956063.2633,640380.9481,3687169.724,18482029.01,603821153.3,189123437.8,49185700.06,40196737.91,173030531.4,27366972.32,728911682.8,47252960.77,1583921.666,4097.428912,NA,137353106.1,23294786.11,43232704.13,21646134.3,158666474.7,1325294.319,258862.568,589148.5034,79115.68485,2374873.134,1169848.774,178300.3907,100782.106,453548.9505,61070.9921,1836603.745,2957093.372,766043.8681,631440.615,2868643.814,439703.5825,12273146.84,42938409.34,7338052.627,13861639.52,6762394.711,51378558.74,60878037.58,12705898.63,19844073.34,13168068.39,68943542.09,10475190.74,244739.5688
34,q5 21% 4 a,161643251.6,6836585.025,572694.0943,2397066.369,5555771122,216544447.7,9766374.477,36238808.65,25848897.13,982026.5382,58163.35149,208642.3567,8671231.081,1868265.909,1517685.853,7279279.31,30614291.09,986994971.4,280527806.2,78185819.29,73140849.02,296121852.3,48599158.78,1282556120,65528560.61,2246584.904,NA,NA,214309905.8,39082435.29,78103514.7,52466484.85,286514638.9,1920956.501,468537.0469,1235905.066,178819.445,5031389.212,2129646.114,335204.1814,261923.0167,1033511.464,178484.7753,4464415.763,4699217.65,1307191.972,1239888.128,5324496.446,880414.1944,23849759.99,67964507.63,12421682.67,24990636.46,16820836.45,93429276.1,80518260.72,18269563.64,31201805.14,25995257.88,105533282.9,20456638.18,1150487.252
35,q5 21% 4 b,145941761.7,6087790.271,404368.6794,1740803.464,6796728021,256443541.4,6893624.314,25843574.39,21408764.96,828814.1106,45855.51942,143270.246,7472600.429,1399120.722,1042599.02,5505768.253,21659655.17,697525469.8,229772966.8,62926222.27,58086618.16,238554370.7,40220137.24,1037780840,61756612.75,2112435.952,19195.52192,NA,169746861.3,29018573.83,56428810.91,38705713.89,210156115.2,2089997.403,446339.9418,1131585.018,163164.2601,4574531.288,2385398.9,341366.3886,235016.4768,921631.5351,146758.819,3948365.398,4315877.018,1173093.74,1104668.856,4760326.072,792988.8921,21240888.28,68383165.97,11869096.91,23774322.92,15862364.74,87960904.6,80383318.95,17240342.57,28702883.92,23848836.77,97483324.81,18441543.44,1046801.646
36,q5 21% 4 c,128948797.3,5478453.688,436583.3185,1902753.822,4783511470,181891029.3,7341482.245,27437657.74,23977014.07,937747.0631,52560.35288,195598.1956,8136964.834,1725671.854,1317583.816,6686265.55,27118025.32,864889872.4,251310696.7,72012643.47,68121382.43,273448186.6,44792032.41,1167954945,61889125.39,2054838.183,4415.183633,NA,168846579.2,31501639.13,64238646.99,42345483.67,232046721.4,1708282.58,432389.2781,1138972.136,160820.1925,4640150.429,1929578.339,324025.4561,243098.3233,995694.233,151468.9538,4128639.922,4280921.261,1209251.226,1143139.135,4870015.671,793725.6357,21609103.01,64783463.66,12026349.61,23830204.24,15766972.19,88842833.65,81846338.24,18824098.69,31881805.49,26416903.36,107031331.3,20451570.76,1216104.599
37,q5 0.5% 1 a,25710584.86,1096957.902,1287.621939,24018.94328,831336461.4,30760576.86,135821.1217,8039.900581,3557146.561,111324.499,3721.583175,NA,1463681.733,86858.09687,7309.366117,305626.3159,3919644.433,131349086.2,72733408.48,7454699.21,3628341.849,17953342.4,3466364.11,95616611.73,24435516.07,765051.0318,1305.561407,NA,45787981.44,3168633.633,2907690.168,1986593.454,12674718.12,1079060.196,87550.11273,65640.5839,8111.57229,305106.1882,839384.5019,64293.92929,2210.775472,24106.44919,3327.611682,148183.8932,567165.9991,48427.81823,24806.31937,119566.291,22158.47513,624977.0466,11968273.95,824001.372,680132.0798,421989.6394,2912736.597,15937011.18,1706754.633,1034536.187,1235515.427,4157548.475,1692697.408,134.3117043
38,q5 0.5% 1 b,24464469.87,1040626.176,354.3156966,14657.8937,866003681,31983066.23,97539.64437,NA,3473601.137,75845.61423,5147.453349,NA,1109790.066,56650.57844,6083.434212,224233.5418,3288176.908,106756514.1,60633686.24,6044677.785,2963349.419,14408690.73,2532330.906,73987765.94,24600853.43,780178.6143,NA,NA,36634546.91,2533866.604,2295749.683,1506630.079,9425884.422,1250045.673,70210.77189,53399.86338,5171.747221,236662.0683,985442.6971,68832.55983,1368.834091,15820.63745,1647.844315,122406.401,497396.0184,37863.96789,16004.93325,97198.74614,18236.24586,496743.584,11227960.99,734516.7764,575910.3131,337132.7961,2372038.251,14929089.73,1570852.928,970709.443,1123077.234,3546271.605,1551535.195,849.5571403
39,q5 0.5% 1 c,23395738.63,996551.212,2321.329752,24583.17588,1383625734,51289624.31,249563.9065,4685.303657,2727276.101,103220.3529,2930.274657,NA,1976145.889,129456.0779,15754.94981,271134.0333,3587539.699,119196906.8,75109815.73,7495994.606,3542023.512,17086285.72,3101696.334,87933782.88,33334625.44,1142619.555,4142.689498,NA,46839338.69,3061318.546,2686159.068,1746438.778,11252786.99,1157857.385,72209.30233,73880.84578,7210.188222,301220.7179,836937.276,62161.88825,3214.351061,22024.00318,3434.02516,138573.8614,583930.0714,49921.76728,20056.49878,113862.2404,21902.6365,583183.9928,13601846.87,878740.9748,621396.4662,374404.7151,2568367.62,19663447.75,1976181.071,1121454.679,1297088.761,4075817.749,1823508.419,213.8485716
40,q5 0.5% 2 a,46413109.64,1879465.651,15018.34067,58591.75862,1239395272,45334412.74,264915.8085,4863.288274,5826857.561,223610.7881,2461.517346,NA,2467339.447,215164.6891,58754.08145,683044.3364,6815869.236,220311141.1,91051682.77,10600876.02,6234631.131,31944919.44,6047491.484,NA,34855828.36,1151651.519,592.3330555,NA,67548830.9,5044261.567,5786557.579,3737602.636,25214478.32,1206300.243,103930.1725,108975.8228,14213.21546,511644.0737,1138300.433,98783.39313,NA,NA,NA,NA,1054315.734,113392.712,61373.82334,321637.3233,58465.55651,1660783.541,16673141.94,1185920.682,1214789.046,713805.769,5232888.391,29107474.35,3234498.99,2516044.925,2832172.483,10227800.36,3649312.241,710.541235
41,q5 0.5% 2 b,35077210.77,1482656.494,4250.212559,40417.94265,921487013.1,34100198.02,53256.90213,4292.407458,4243910.068,117453.5048,721.9215198,NA,2106691.72,145022.9764,57624.43474,575996.1237,5699653.449,186427382.7,80513957.61,9781916.422,5379175.656,26561386.68,4779130.323,132956243.1,27250812.12,890138.6985,1517.185834,NA,56862367.29,4474923.741,4864713.226,2841663.614,20327248.43,1036510.71,91855.65393,97184.84939,13945.11398,418240.7311,935854.018,74074.87435,8244.697178,44364.21121,8076.898996,261195.8454,815536.0367,91424.77305,49498.80342,246353.6748,43430.56793,1248799.546,13006478.42,977885.3407,986422.5122,509866.5996,4036164.813,24470727.49,2803561.661,2200094.022,2365703.313,8328210.693,2974589.997,738.0142819
42,q5 0.5% 2 c,30458283.54,1277783.594,1761.365727,22276.25789,1015105694,37527207.08,81239.33438,4250.479987,4773914.167,110134.6338,3593.798113,7473.430023,1988620.829,158147.747,46761.07745,527780.9268,5885080.028,190346124.4,77812018.58,9033108.557,5072522.942,25034385.15,4467317.258,125390150.8,30099444.97,1038059.673,2864.17251,NA,54604440.79,4190802.348,4445639.188,2680929.422,18716664.88,1030165.937,67517.74064,86907.63412,9848.027133,369678.0089,691468.5311,56158.18211,6764.746939,39931.72187,8441.003112,226869.095,695419.9332,70708.20962,36786.33627,214309.8195,36153.49504,1069010.13,10447582.1,790083.0827,883325.5776,475448.6175,3541641.434,21702620.43,2444506.625,1973975.812,2078441.255,7279029.183,2728980.748,420.3949878
43,q5 0.5% 3 a,108915931.4,4379517.162,216077.9503,62975.92146,6910585507,253127813.9,1624632.177,NA,9053480.414,342148.2075,4771.276055,1597.852606,8037921.43,556338.2624,122579.5322,1157433.356,9183445.334,303002393,108383302,12669530,8284948.413,40020750.53,8225333.768,227710111.1,68948014.79,2403446.295,8869.188629,NA,108336645.4,7333992.292,7346464.94,5512389.637,33926148.81,1757067.327,135277.7809,125100.1643,15725.22779,543414.0992,1820688.039,134925.2302,14223.38258,82743.94941,18597.63691,512532.5804,1278535.408,137072.0488,81671.4972,444760.7189,86450.77619,2462038.871,19354949.74,1308673.197,1277838.492,851697.4248,6012042.571,38741732.68,4078811.146,3036871.991,3460542.143,12656291.24,4354905.073,1485.978173
44,q5 0.5% 3 b,55587163.75,2323279.224,7772.64357,63100.70379,1642331213,60457037.14,323595.2542,6077.075416,5235431.942,160161.8202,NA,3831.684151,2825699.349,234846.7598,87192.65241,932045.5402,7812397.63,254197488.7,86841288.93,10541108.28,6665572.729,32777173.52,6094704.802,173646816.4,36687549.67,1218945.586,2606.015192,NA,63497035.42,4828407.389,5489202.405,3706475.613,24598650.04,1108802.983,80974.68178,100663.5761,12186.0598,468572.0243,1240233.254,108199.8263,10898.35553,72528.19542,12642.02709,390304.1195,1010725.745,111320.6033,66810.68135,357959.9705,62836.87627,1880186.537,14233638.9,1035429.243,1071193.245,654933.0193,4741747.627,28088468.69,3183107.44,2761150.25,3022108.433,10935435.8,3783090.716,580.427184
45,q5 0.5% 3 c,61448585.08,2445593.056,16495.38435,43668.15641,2453300301,90276670.3,266450.2218,NA,6173251.528,184684.563,981.6961411,6964.291293,3750700.658,292029.0839,59781.43471,961313.4347,8111813.016,268077700.2,88297296.47,10259502.39,6422102.995,32194897.92,6325975.724,182761678.5,44487656.73,1547643.342,4249.697687,NA,70575218.17,4957046.424,5808277.858,4121828.344,26175794.93,1227936.2,109868.5917,93967.52788,12565.63297,479320.6669,1135894.919,85440.65575,10264.12492,64643.18966,12856.77152,377705.0383,919394.6313,96637.35776,55482.8337,307060.271,61964.91827,1775885.005,15273788.3,1024702.457,946953.4095,630920.5963,4521198.171,28940172.66,3127363.042,2314819.348,2878534.366,10071258.08,3607541.959,950.6580053
46,q5 0.5% 4 a,87627875.87,3511894.348,42946.91101,193882.7241,2122865281,79048013.71,505418.4702,49568.28501,8931051.976,337896.1953,3547.785079,7577.97572,6744577.168,593251.1794,313070.2245,2435338.876,18944467.06,616092443.7,158102463.7,17837248.26,12759600.26,63234379.03,12546914.06,356680672.7,57041466.66,1988563.923,8080.574781,NA,119626292,8934930.341,10665226.31,10218826.57,51145876,1405068.497,153553.1663,194989.8459,30618.35259,974935.9531,1881732.421,155832.2982,37929.66998,208285.7005,44136.5398,1183294.02,1702707.127,180408.2709,126527.8114,660440.1206,125967.0045,3738416.487,24286389.17,1720923.62,1976638.644,1727983.738,9447859.643,40537993.31,4481450.639,3881357.672,5837430.019,16139460.68,7961573.589,48176.90607
47,q5 0.5% 4 b,80041612.26,3246480.488,32108.03052,124513.7048,3299804867,121214878.5,133286.0299,11161.04511,9189526.199,325942.3788,6591.606618,3292.884749,6985681.906,650390.7005,295401.4957,2113821.248,14271785.98,460060011.9,135815540.9,16440687.7,11103428.39,52982394.65,9483935.482,275881753.3,60189190.46,2088488.335,5421.872574,NA,115016076.6,8363367.14,9649765.587,7319520.862,43895359.53,1557203.302,137976.8478,181852.4479,27163.99782,795146.652,1714445.518,139974.279,27788.87102,147793.0473,28972.9763,830954.9276,1606364.557,183754.1953,112948.8013,602193.102,107764.2447,3204025.155,20771938.01,1545226.618,1890136.567,1280348.261,8438805.277,41094822.58,4717274.61,3850783.743,5036670.705,15311936.11,6436307.026,7731.812315
48,q5 0.5% 4 c,68260199.1,2745903.598,32096.01025,141835.3825,1944116283,72517289.95,338167.0518,44335.07969,7706900.531,326293.6782,3552.478814,8324.09813,6375943.89,566648.879,334570.4006,2234772.569,16805009.87,562243668.6,133996139.3,15273530.83,10155321.1,52238916.83,10576610.09,301002129.9,50444836.08,1777565.505,6667.244676,NA,106604796.3,7644040.776,8972110.02,7998665.598,44733380.35,1076572.898,83384.29769,142764.4882,22556.49396,744477.699,1077873.688,85591.8013,21927.98012,126946.8299,22792.44361,774064.8878,1316875.842,138847.6,89722.75894,505728.0075,99233.4622,2944332.716,17925033.49,1297922.05,1583139.674,1304767.359,7850026.859,38178347.3,4217463.229,3559895.415,5187648.491,15602490.27,6867347.133,19586.14048
