filename,id,2HG M0,2HG M1,2HG M2,2HG M3,2HG M4,2HG M5,2OG M0,2OG M1,2OG M2,2OG M3,2OG M4,2OG M5,alanine M0,alanine M1,alanine M2,alanine M3,aspartate M0,aspartate M1,aspartate M2,aspartate M3,aspartate M4,citrate M0,citrate M1,citrate M2,citrate M3,citrate M4,citrate M5,citrate M6,glutamate M0,glutamate M1,glutamate M2,glutamate M3,glutamate M4,glutamate M5,glutamine M0,glutamine M1,glutamine M2,glutamine M3,glutamine M4,glutamine M5,lactate M0,lactate M1,lactate M2,lactate M3,malate M0,malate M1,malate M2,malate M3,malate M4,pyruvate M0,pyruvate M1,pyruvate M2,pyruvate M3,serine M0,serine M1,serine M2,serine M3,succinate M0,succinate M1,succinate M2,succinate M3,succinate M4
11,glc6 0.5% 1 b,864282.3225,69553.60356,40513.62426,11742.77923,5498.486965,25092.14505,565545.9792,46671.05036,143244.99,40196.81005,31430.11255,29754.60758,2254355.628,99112.56277,4341.5381,123784.059,28562515,2116279.513,3511129.197,7634073.756,724746.1341,20370604.63,2358724.857,10927701.46,5398045.155,2011331.368,2948416.986,246991.825,62596435.68,6139684.095,19997467.21,5868145.527,3780193.975,2383591.079,57154528.79,3750256.487,241546.6223,32620.04932,6990.673969,5497.808933,1193132102,43977816.23,2520461.476,75356306.29,8254530.397,561158.4693,746502.9327,1526064.557,147153.8028,64575989.26,2641077.609,743237.1607,25083711.96,26884228.57,930475.6055,13636.76663,563157.9226,2312239.859,137008.0227,122657.2503,10951.02328,0
12,glc6 0.5% 1 c,915242.7495,69378.33127,59874.9776,15693.25803,5166.361978,23454.57251,731652.1714,60562.42012,215372.988,62316.92852,51019.68196,39597.71029,1556985.313,0,6776.323179,203627.6409,31935641.29,2542108.829,5001198.413,11055711.26,1106508.742,21194532.36,2712630.49,16017494.62,7842923.044,3227393.718,4667028.033,427179.7536,83454122.17,8410575.725,29255887.65,8889340.135,6229165.968,3943972.86,72823231.96,4794073.328,355589.9727,50884.60704,33992.41513,30356.78023,1289672086,47766739.05,3627033.338,107918319.7,9470427.599,683058.7186,1162018.744,2229401.431,259136.5243,42989467.28,1924051.731,564925.4306,18904484.63,14011738.94,492421.9764,16529.49988,681196.1964,1818368.527,139735.8228,142365.3924,19994.0269,0
13,glc6 0.5% 2 a,2120712.95,163994.9195,349095.3277,87784.41377,102334.3755,97368.93406,1400047.278,107393.6321,376992.5567,96735.3938,128097.0303,99739.51539,2064850.552,120109.5203,14453.84172,449981.7113,46917079.58,3111896.707,7167800.475,24476388.57,2471952.49,17570291.28,2153415.8,20831215.64,8398514.359,4540409.7,10205533.15,908481.9674,131133499.6,10644420.42,37744762.12,10030518,11621423.38,8536037.869,125784302.1,8227760.683,600016.8423,87325.7479,103071.9931,58305.71355,1097600575,40692981.75,9523080.616,305539452.3,11446448.1,705594.9851,1199396.576,3778307.883,401217.4885,48878880.75,2154417.452,1656980.98,52501930.41,20559343.95,681251.6579,14838.74811,903985.8071,2390843.401,179228.1355,205651.8174,29292.90958,0
14,glc6 0.5% 2 b,1979677.852,155553.2234,353392.7394,96538.722,105863.4399,84418.47418,1328934.386,105371.7797,419700.0355,118923.9608,140141.9454,111510.5456,1890613.278,119473.6686,15309.72967,414928.5232,41773791.48,2990341.113,7208168.426,21311406.9,2369849.099,19173699.55,2416093.425,23823349.06,9642506.619,5636314.122,11298201.68,1170960.292,121155385.6,10625800.09,40828409.14,11393635.87,12581039.32,9422490.703,113846683.5,7466806.431,603507.5502,104026.0766,128427.5395,77422.03786,1113151657,41217883.13,10544260.62,339489487,11778155.87,796422.5937,1457373.237,3874188.741,477612.7213,46578924.02,2113873.37,1388577.11,43840366.06,17690315.53,602370.0447,22439.15968,882203.126,2533181.717,167827.3656,257390.4583,42292.33285,36798.58998
15,glc6 0.5% 2 c,1772030.612,150170.3409,375760.5782,102379.7123,111781.2573,98195.81152,1428769.788,120837.9227,489624.4537,137765.4896,167292.4129,130230.4971,1508775.835,157111.9456,12440.95332,479333.2614,52163027.71,3888786.619,9821239.914,27436843.67,3278432.352,21690298.82,2960875.825,29658133.09,11858615.71,7315723.556,13867659.51,1528643.873,142520136,13022534.37,50978968.81,14492177.91,15975742.88,11445054.22,139959421.9,9148644.895,769873.0828,131768.9137,158123.2989,105255.7377,944525202.1,34843754.1,10472880.07,341045166.7,10016647.13,721883.0419,1634707.179,4111372.686,538606.9614,45555074.82,1912692.829,1877594.985,58963945.69,19313333.34,680639.0778,33116.97957,1076215.773,1806155.177,128943.355,311234.9944,51051.43982,64867.97794
16,glc6 0.5% 3 a,5269184.287,406088.6538,1002861.348,234917.4534,414744.4839,327210.1794,2151770.502,148710.559,414028.461,97012.61607,174540.2278,173903.1889,11181100.87,433033.5906,49568.58346,1212183.615,100418051,5837475.563,7484794.159,43456149.3,3140549.78,20988095.55,2474527.239,29568556.37,9859672.48,6033053.938,21247073.05,1419412.076,195069520.3,14205994.14,39049127.65,9359548.975,16603673.55,13094080.78,216814158.7,14174019.9,755495.2122,72779.14188,168913.1493,108914.5472,5833900763,215857237.9,26378979.14,806259390.5,15214331.56,863625.3148,1402295.382,7753122.776,588827.221,108747502.8,4547446.997,2396762.12,76322858.24,66442267.13,2309477.625,19668.91442,1069881.208,3064491.251,169203.5941,267732.7449,28504.83933,94385.45605
17,glc6 0.5% 3 b,4634137.006,391887.1155,1250906.113,312664.7024,494589.6016,394027.3779,2030544.138,152793.0666,552119.4892,135366.8313,235119.8592,213611.6387,4204092.728,282778.8259,39300.56013,1240056.856,58599860.24,3644601.842,8863549.63,39194328.61,3811918.327,24965855.24,3222230.914,44627828.67,14951546.49,10792417.33,30427816.73,2742398.64,187927171.2,14691078.42,52873848.51,13249037.37,22287034,17271675.56,195914228.1,13136561.3,1049607.852,201381.8479,345640.49,233103.1842,1274245036,47286534.17,25374345.9,808357699.3,12394918.67,770189.6474,1795331.407,7476665.346,773623.953,36606764.4,1686081.314,2701934.617,85948476.73,28301637.26,1007947.013,50547.86247,1362298.981,2790258.609,169869.1061,365302.932,56432.09271,125503.7807
18,glc6 0.5% 3 c,2740810.067,219592.4479,498083.3139,133521.6578,171381.3933,162851.6283,1311692.436,96151.03081,334842.388,85770.04493,132857.8457,120184.5437,2171528.821,0,23619.43235,581617.9601,40257491.66,2613731.146,6399522.906,25321748.78,2463877.062,20162057.4,2475119.759,27200664.35,10541468.8,6324081.656,16022230.26,1469643.268,119547319.7,9806857.242,35432736.83,9608950.744,12774173.07,9815975.021,133590327.5,8773484.944,702828.8946,110855.4485,163381.9971,117988.4957,1223569030,45024983.31,12638880.19,402824639.4,10635140.78,638635.5624,1073684.21,3934243.497,420065.2222,29840525.72,1413856.057,1316057.118,42620067.29,22341142.9,785241.4205,35084.82671,1128972.944,3271460.382,204508.7591,288962.7258,39645.58739,75440.36306
19,glc6 dmso 1 a,1344322.638,122838.0634,145172.8052,39981.8358,22834.47409,33690.71546,2032243.105,192758.1947,523634.9838,133289.6433,106253.3796,89535.68022,2939348.795,2713.47633,16794.0911,367622.2341,98456549.01,9322377.786,19801022.8,20778097.78,3420433.954,26646444.06,3941810.855,31092594.82,8510547.654,6394858.807,5980361.363,812419.5466,224179654.8,21938718.24,61929077.59,14385263.39,11818357.4,5919389.683,142856015.7,9268989.842,656993.7389,99087.8849,57431.18168,5611.258777,828952035.2,30707493.42,16731401.79,537215262,21219535.15,1872093.117,3894976.119,3944158.441,673110.6622,109185252.4,4492719.601,2572850.446,81669323.55,16627902.47,434707.1124,2525.92145,535766.3701,2768505.412,255247.943,378822.8236,78257.20503,11989.08205
20,glc6 dmso 1 b,1308178.621,122043.42,245135.7414,54442.9547,52247.99941,41830.59395,2325080.031,224267.7568,687934.2335,176741.1479,150262.5443,110483.9068,2393861.239,141135.9579,25522.62136,573977.7573,112381008,11104392.03,26629323.78,27689085.36,5014662.14,29221914.34,4668204.696,42110803.46,11249030.1,9691812.27,8905441.772,1425225.78,269273321.9,26944371.05,82978996.58,20481409.38,16903617.69,9027947.954,157510386,10339212.41,985827.457,154767.8835,135858.1802,51762.33502,847170886.2,31511097.15,24697576.83,806124942.2,23284093.02,2236225.506,5300430.01,5201168.11,978093.3558,79071244.73,3349509.086,2761961.6,84136056.55,16007665.49,481986.3433,13800.18993,619021.6419,2640779.552,226594.5813,506119.8936,115960.1192,56583.51561
21,glc6 dmso 1 c,1420032.66,119771.3389,163454.145,42331.35186,31179.34186,28604.29234,2045778.346,192658.8904,535156.6327,131767.3988,111472.7922,78420.47566,2273507.016,0,20369.3063,450250.3963,100698601.2,9703090.828,21196908.85,21870148.44,3619768.592,28280600.52,4252690.809,33997229.62,9372176.373,7133056.278,6522210.16,934464.0904,250701819.1,24431526.77,69160238.87,16843421.7,12997057.23,6744116.245,146917980.4,9984743.902,809183.2556,104571.616,44179.46462,22581.51941,737305564.7,27102162.1,19409690.26,632600956.3,22045245.29,1920781.243,4130211.812,4088374.392,720548.3703,75278817.78,3176536.432,1977481.383,63216708.7,14891915.15,424205.1806,16358.26305,556845.37,2787568.297,235994.4319,413733.9908,82460.73482,31001.6791
22,glc6 dmso 2 a,3604853.929,302512.2774,820751.6229,196982.2548,229691.8555,156597.0634,3199098.693,251037.3429,835328.3134,196843.946,251945.3959,172388.1329,5996920.345,203209.1798,67598.92566,1748536.293,127375926.9,10518511.12,30804520.62,43894790.3,9176408.476,25562296.84,4175934.713,61117658.51,13375272.48,15750965.4,20417121.31,3661334.457,359608346.3,30166870.67,99393026.12,23236260.04,28542799.71,18090864.76,209810008.3,13438740.15,1409717.612,270710.7513,336574.6962,182143.2516,2758861408,102008740.5,49984834.22,1596281866,32497946.63,2576568.952,7274462.155,9951719.744,2058695.031,96545745.85,4046800.988,4456008.837,138784264.2,28069859.74,967606.4614,59626.04645,928108.3146,4199421.702,305787.6183,756847.377,178791.2581,158963.2943
23,glc6 dmso 2 b,4009852.479,340206.8616,1085052.828,251993.9674,313576.0098,221609.1773,3732984.92,294550.768,1023486.088,234406.7568,313675.3517,217199.323,4722119.889,154687.5667,70537.57133,1789355.974,124120897.7,10335741.12,31773477.18,45095767.04,10000169.69,23644448.31,4023171.798,63694336.27,13517588.89,17056562.99,22337639.42,4188493.728,359637715.7,30941044.1,103184256.7,24234220.91,30632089.85,19837692.68,206547916,13472957.98,1589965.869,284852.5551,417404.7832,208090.8165,1947567878,72892708.96,59856057.66,1897300502,34132771.55,2739503.923,8100519.218,11412765.81,2437136.691,85089839.32,3641678.275,6795272.016,210514719.5,23706386.82,878982.6822,81723.45867,963877.9816,3911655.376,282738.9092,776313.8699,202760.7097,185215.4827
24,glc6 dmso 2 c,3568660.101,305380.7329,841064.2661,199311.5183,220075.5606,155124.6785,3229622.838,270184.5991,846798.2439,198292.1988,256324.5245,171059.797,3288817.733,0,56211.41861,1417214.171,132099431.7,11385137.2,33010859.69,47073431.82,9385392.007,27684184.72,4509467.273,65427168.01,14938492.11,16923106.37,21378923.42,3816325.865,388431194,33516545.05,109590779.1,26315518.98,31219292.39,19709150.68,212289640,13919855.84,1482390.373,287159.0596,374429.4369,211975.5708,1006626381,38254500.46,49099314.97,1554772659,30149797.99,2426515.783,6824459.256,9296459.597,1894167.574,45272352.98,2095108.545,4055381.218,126840442.9,22654983.48,822811.3318,80349.83583,929229.5616,3829344.701,290786.0837,765357.9062,190208.1988,160570.7544
25,glc6 dmso 3 a,13886092.86,1025997.474,2330655.492,454632.9048,739767.1594,557680.0244,6971789.808,493903.5999,1052835.806,196758.9717,340361.1053,281190.3148,7051565.356,191678.8572,175187.0467,4971617.488,130396506.1,8591996.821,20342887.82,62744053.85,7323565.815,19080920.67,2811914.722,46526949.76,8853434.033,9858775.66,23159915.04,2957801.922,565682982.6,41841445.49,90002614.13,17845527.48,29369701.46,21459123.93,295874387.1,19266653.69,1408892.794,153297.4752,232826.8807,145250.2348,1702217795,65312138.27,146876492.4,4623953054,49563755.25,3232369.468,7132535.6,23033553.76,2420186.653,53420074.75,2437998.206,8513556.572,257717272.6,34547240.66,1215339.689,174003.6669,1698356.251,5097944.997,333454.2398,638250.6902,112179.1322,206227.5734
26,glc6 dmso 3 b,27722202.56,2079585.187,4808580.478,941241.9015,1691517.78,1238186.78,12166339.37,859167.7152,1898693.93,362991.429,697261.3261,567176.075,6606285.149,219522.2578,271281.1816,7391889.333,146377537.2,9688789.499,23100697.52,82059615.88,8351196.904,23382455.35,3287054.842,54064275.05,9771914.07,11566343.35,30472386.27,3494613.613,682513830.4,51075317.95,117552079,21810731.3,40105629.94,30213589.68,287305881.7,18769557.12,1652763.311,176593.3828,322185.2317,235669.3459,1659907361,66925149.64,228731989.7,7065718425,63146348.81,4163097.92,9709543.63,35118285.84,3414662.192,56589768.46,2583145.779,12236511.27,368965461.4,34515597.94,1280771.876,295801.5833,2773223.197,6122684.571,385086.9584,883670.1092,168018.1544,341729.392
27,glc6 dmso 3 c,23083347,1706317.821,3786734.086,718523.7462,1271674.997,912900.8262,10724964.41,762061.6386,1563794.151,297762.3169,534239.9102,444165.7778,10319272.11,444811.3692,247717.6542,7248580.553,165467285.7,10829467.34,23460852.44,81776215.42,8403926.651,23114398.87,3272348.772,52875968.2,9731206.909,10923625.99,28478259.37,3309784.753,716061837.2,52367715.24,113365827.2,21068721.79,37537822.08,27807357.33,322929438.1,20530725.27,1526472.217,148227.0407,289730.2579,179895.7094,3962541700,148394086.6,191073521.8,5918574670,55428440.6,3456341.52,7758148.303,27785654.1,2649444.829,74464733.65,3217326.807,8691392.769,265472118,53242297.72,1993410.359,280595.5185,2525341.461,6249711.662,380413.5118,818695.2151,144980.5496,289210.1054
28,glc6 bay 1 a,871014.3125,81188.84443,151356.7126,43687.21342,44393.18063,56238.10525,2105208.597,173850.4119,721274.6674,192522.119,225629.0203,183827.2899,2561717.838,0,41966.52324,888025.8812,83291276.2,5566351.861,12448329.94,40850167.04,4015081.84,22701946.32,2836051.588,30094950.05,13346694.11,6139727.029,14237334.16,1256153.509,216364656.4,18769257.97,73104475.87,20138239.81,21605573.32,14289405.77,158138336.5,10230186.11,483720.2781,32205.66697,30519.84825,31221.58622,994273329.7,37114044.39,18942984,598030453.9,8161796.402,530925.4853,1147562.941,3497191.752,369896.5049,169578104.2,6819562.196,4944440.647,156060959.6,17586006.77,373887.5644,16401.68688,1317514.089,1237028.155,117730.7364,187807.5776,27585.62959,34195.40762
29,glc6 bay 1 b,902780.2406,82667.96098,179272.6814,48243.78596,50644.09639,59598.66469,2021763.775,171409.3962,717009.6755,194464.5989,225562.4053,191497.3217,2584522.113,0,38520.8116,960414.3627,82733303.18,5579651.545,13055788.11,41226244.82,4221210.008,24495373.23,3165058.777,34316222.97,14836535.32,7232957.595,16339969.77,1511690.787,224408809.7,19713731.56,79559834.56,21329467.79,23162196.78,15994070.49,162593301.1,10564663.77,517527.2377,42401.88796,32747.81872,34023.42634,772359473.8,28193921.69,20230314.63,653726476.9,9484296.399,611884.4726,1375570.664,4143037.657,434203.8653,99491738.51,4113212.831,3178646.985,98172719,16467061.27,400472.4828,31190.80858,1327727.963,1808173.05,119927.5103,245932.3298,39630.6369,45343.11915
30,glc6 bay 1 c,1680601.647,127960.2706,141000.7001,41722.52022,33024.35569,51143.6222,1698600.924,148166.8217,537045.6959,156875.7538,165697.1288,142377.5043,2444199.473,141925.108,38130.34872,884147.3481,79238511.51,5186116.948,11910901.29,37673942.75,3687907.401,22743385.48,2756628.878,26537379.14,11806029.81,5334278.267,12219426.27,1068841.89,211594591.8,18587575.02,71313107.22,19389945.54,20309326.53,13809667.64,165098257,10797761.36,497656.1592,37243.77312,26116.25317,19865.10073,866996401.2,32114782.18,16721616.55,554107923.7,11546832.1,698888.6162,1150702.785,3502352.521,388563.3756,95697258.55,3996130.077,2698952.487,83908282.05,17982730.94,419428.426,28255.50801,1362247.282,3119395.566,166747.0202,229656.4405,38056.61293,49789.8102
31,glc6 bay 2 a,1650673.602,123754.6202,385008.4569,107952.4382,178091.8725,162416.4714,1655257.979,130228.5121,652128.3496,175877.5369,331343.0751,281178.2901,3043371.895,316650.8138,67833.50841,1692782.796,74143055.44,4588846.256,11341016.38,69422467.61,5265932.633,16505894.95,2156791.607,29733134.71,12870008.12,7080757.465,25559353.68,1918604.622,224709004.3,18477660.52,91495768.69,24968860.85,44561230.85,33610625.25,184554053.2,12068432.52,884349.0783,150949.8269,288925.9675,203770.2663,1012468934,37327633.38,27391435.82,877901818,8514948.849,520143.2421,944306.765,5490809.521,454296.4158,40854375.3,1899548.909,2725489.012,83533768.66,19244577.13,709530.2007,138132.2644,2678997.735,1873907.188,118540.8501,208155.2369,28514.67666,64432.97156
32,glc6 bay 2 b,1273331.8,108109.2682,311594.9814,89143.94396,142718.2021,122488.1889,1410220.866,109070.3805,531099.4085,146473.4978,250586.8886,215093.0048,4753043.122,352876.016,50625.89511,1391640.167,84693146.73,5175808.06,10662009,65258635.86,4769687.63,17540698.93,2217837.128,28628508.79,12895598.81,6606863.431,23282088.94,1672566.407,194509884.2,16230428.24,78268666.11,21250491.45,35650397.69,27207351.95,167547869.7,10883310.16,833062.4623,119654.6813,232802.0299,190757.569,2935611721,107777814.5,23974145.57,736187826.4,7021273.246,399862.6455,825231.515,4709665.583,354496.6877,49491039.03,2194983.25,1845582.825,56046904.91,29729888.69,1086248.856,132333.7554,2448945.29,1768762.501,105161.9969,200658.2727,31445.81953,50582.0678
33,glc6 bay 2 c,1708150.384,129632.6302,454586.087,118754.1185,207439.426,183955.1831,1668308.26,132646.5147,684176.0721,183733.0033,348774.9054,288239.5593,1683421.026,0,62155.68476,1736100.634,85639075.27,5165412.054,12786589.07,76127792.95,5968199.19,15607153.73,2081951.251,28168053.08,12018623.59,6721502.96,23940939.24,1862980.077,228025901.8,18941324.8,94797224.47,25811941.84,45500929.06,34879091.05,195041272.5,12806644.68,973212.6403,132220.6809,313421.1068,214260.7825,2897517030,106201176.3,34079521.59,1102099441,7953518.815,437234.865,932078.6077,5226527.882,449721.1393,40267115.57,1780516.408,2056754.275,62820039.27,24015646.7,902256.2265,139636.6691,2918638.12,1714442.132,130909.432,230965.1688,30921.74383,80667.25964
34,glc6 bay 3 a,2649857.033,203294.7841,777279.175,201549.4411,441805.853,380634.3003,1906918.787,131312.3652,567250.9689,142782.9577,354853.3069,311841.692,5343448.48,207499.1705,74062.29162,1955412.784,83478711,4843693.597,8884956.303,84062211.58,4137507.112,14992220.65,1989038.781,30439569.02,10712577.59,6211106.243,27726069.3,1555292.083,247682263.9,18645481.41,78821395.85,19935482.13,45957501.17,36376111.01,249810432.8,16611615.14,950131.5121,94150.2981,281631.3666,195657.0071,3367908451,124156409.4,48584694.93,1541089507,8428629.097,450576.6553,837324.1403,7802604.721,391303.2922,48193881.53,2131635.454,3033134.891,92249677.47,31119748.75,1066173.047,170572.3118,3724773.616,1896059.301,123615.1316,150345.5025,20456.91567,87208.18997
