filename,id,pyruvate M0,pyruvate M1,pyruvate M2,pyruvate M3,lactate M0,lactate M1,lactate M2,lactate M3,alanine M0,alanine M1,alanine M2,alanine M3,glutamine M0,glutamine M1,glutamine M2,glutamine M3,glutamine M4,glutamine M5,glutamate M0,glutamate M1,glutamate M2,glutamate M3,glutamate M4,glutamate M5,serine M0,serine M1,serine M2,serine M3,aspartate M0,aspartate M1,aspartate M2,aspartate M3,aspartate M4,succinate M0,succinate M1,succinate M2,succinate M3,succinate M4,2HG M0,2HG M1,2HG M2,2HG M3,2HG M4,2HG M5,2OG M0,2OG M1,2OG M2,2OG M3,2OG M4,2OG M5,malate M0,malate M1,malate M2,malate M3,malate M4,citrate M0,citrate M1,citrate M2,citrate M3,citrate M4,citrate M5,citrate M6
24,glc2 bay 4 c,39560428.68,2231767.603,23162701.29,526171.3023,1188661827,53080406.32,358074818.9,8021873.177,7506783.405,289277.9272,686607.1468,18166.13022,257728714.1,16242335.8,936909.9448,2865.722476,108122.2878,40997.63488,317002241.7,24946045.63,92957830.61,6351184.427,21356581,579910.8988,24290926.62,974285.2381,1818827.158,27127.5235,143206534.3,8752745.838,48189722.42,1853862.918,586739.1791,1423358.103,99959.98974,94332.17839,4009.252393,8073.463216,2489775.747,190181.6869,511719.6908,29088.43992,109944.7288,NA,2928597.339,216850.8765,814385.0718,61901.51308,196996.7977,8756.041019,12729205.86,777991.7043,4052464.397,155486.6578,56512.25223,50654370.09,5873522.842,45488330.65,3382117.451,10339960.58,425167.2398,46455.93774
25,q5 dmso 1 a,394248768.4,15160614.77,192121.428,654602.8207,2787555792,102534895.1,718193.454,864985.849,NA,NA,13074.50726,612.0143217,7741977.831,591318.291,83125.45028,NA,17446838.26,568842331.2,158512869.6,31613107.66,20508371.33,96744934.8,13398594.9,374017409,29011160.35,971132.9821,1877.706505,NA,NA,18101595.79,27714572.09,NA,NA,1325611.485,118165.9063,186523.1517,20686.11972,650388.3192,871504.9976,98234.329,39374.51563,171974.5997,26229.22373,670254.6303,1787748.691,338678.6951,228472.0197,1119655.799,151871.1961,4411423.097,21046791.13,2924990.163,4924642.232,1468651.549,17364900.77,69400541.86,11896230.62,15699674.65,7740263.447,53852701.37,6605454.254,NA
26,q5 dmso 1 b,370619405.4,14451132.22,179469.8885,657591.0418,2553035844,94832301.82,706539.1864,723638.8236,8535356.462,259906.2912,7905.733321,NA,8056765.266,619551.9819,151895.476,1375868.596,19332077.56,619454804.6,178653974.8,37347645.14,24029938.22,111833807.5,16023523.66,423744142.4,30448406.91,1026418.286,2002.595358,NA,168915235.9,20819436.37,31762757.46,9707495.579,110722295.1,1302622.855,144133.9626,235212.5532,25646.77954,755325.2288,984932.7823,112362.7805,44208.32564,189390.8885,30519.17003,782862.9241,2141348.867,427662.2897,285346.0981,1403268.366,198522.8863,5363954.325,23333434.49,3358219.002,5633866.696,1669561.325,19333554.55,75161429.55,13280644.36,17727893.89,8511696.864,59687750.31,7304428.452,NA
27,q5 dmso 1 c,1014675869,38851558.14,442646.6538,1482564.118,2282039537,85394718.98,707502.1688,1275142.597,7841761.9,237266.0501,12278.4745,NA,9341577.333,650569.3994,61190.21538,1351501.361,21056232.22,666735413.8,166665378.6,33369366.99,21915160.57,102279237.4,14891195.34,397397093.2,30899357.92,1044784.376,706.8313655,NA,155406476,18154531.37,27108800.71,8422544.196,97255143.75,1500782.405,168560.8374,225369.3404,27843.08287,759798.5165,1196594.677,122685.2874,38420.18077,184567.1543,25328.95394,708846.3371,1920202.217,376237.0769,247159.0571,1242880.284,172520.8549,4850014.827,19451913.72,2655351.928,4448839.633,1317562.941,15789644.38,63327588.2,10877634.77,14409737.34,7143913.001,49546022.81,6175100.467,NA
28,q5 dmso 2 a,176239094.3,7222675.682,277253.6197,1072325.046,2455225209,91441949.27,1472109.735,4803094.778,10033554.33,334793.8496,9995.820889,13864.8403,9787484.013,1152262.235,425483.4003,2681360.931,18005053.97,586415794.3,207452002.5,53534377.65,35980604.35,149232965.4,19605234.41,513499208.2,29814532.41,972274.8976,3286.962059,NA,170850261.2,29469992.75,47277736.08,14040528.01,145283018.1,1620380.358,264864.1216,426649.9281,50784.64198,1394202.265,1335517.001,194099.2545,89049.13796,372763.7662,47081.93571,1233202.142,3029318.339,776563.1298,511502.35,2286573.21,306689.9751,8284781.765,36007790.05,6483256.377,10614229.83,3160482.867,33442075.7,103860476.2,22853162.75,30945120.03,14199279.59,92622403.71,10568829.73,1598.527279
29,q5 dmso 2 b,224555182.4,9160908.89,314632.5084,1197126.198,2594360828,97613570.27,1378871.13,4635788.336,10398714.58,334875.8649,8368.296648,12165.75563,10392430.8,1110013.992,449266.4409,2690996.391,18342747.29,602425820,223619636.2,57679016.02,37372659.11,154617623.8,19710136.34,510507489.5,31747554,1067746.56,1526.136106,NA,193676650.5,34109557.57,51890752.31,14361539.94,154311289.6,1781455.49,309906.3504,519366.0455,60709.53777,1602543.011,1391206.967,199987.3215,91040.6468,359550.7022,43861.22209,1173391.601,3432082.466,879483.4039,576934.4346,2486967.418,314208.5978,8602044.144,36644504.75,6683266.466,10644152.53,2954528.889,31966658.11,109102733.8,24171155.93,32063907.09,14082694.88,92177124.51,10466463.74,1730.642376
30,q5 dmso 2 c,235863486.5,9514462.427,247093.9707,1092405.221,2551353774,95551065.76,1213625.457,3965255.785,9478380.756,306585.7158,NA,8946.312985,7931692.833,942607.0218,308497.8505,2163512.756,17316731.4,570894371.3,207456724,54035468.25,34209314.48,144526262.9,18690363.09,493258802.9,29887709.34,944895.5223,730.1877261,NA,176453175.3,30238613.39,46367254.51,12773572.91,142653170.9,1777007.841,275466.7221,475179.5287,51579.86829,1490283.474,1326531.561,178462.8109,80019.78612,327085.1981,39626.75216,1090945.432,2828414.059,722096.844,466883.9008,2095503.558,269994.4999,7285622.923,31771692.39,5695102.253,9355558.201,2441244.311,28436618.84,95884709.86,21009641.27,28550335.12,12251305.74,83987119.5,9389261.268,3026.073902
31,q5 dmso 3 a,166928851.5,7089515.103,419433.0601,1868908.909,4214692089,160241318.1,5197757.743,18433216.08,18860368.92,711402.3667,29357.83239,83085.23801,19867788.42,2258950.448,1202087.972,6302720.318,32248794.43,1055860874,393189285.1,86924891.35,67414015.24,268233516.8,41299411.38,1112498065,53214911.57,1808177.938,7054.150606,NA,248080833.1,34096039.93,56196979.47,32956627.49,201473470.1,2103657.393,310179.8266,617833.4673,90170.54898,2413523.545,1890034.49,298068.3011,191467.0918,748891.8293,119533.1001,3136663.997,6626357.099,1434208.711,1140948.933,4705795.719,751639.5008,20340468.16,74801008,10440192.35,17235404.67,10130910.26,62822139.98,143750520.3,26204838.65,35573095.46,26662284.64,118536432.8,21004974.03,422770.9751
32,q5 dmso 3 b,198321685.8,8258480.63,472064.2695,1855816.195,4281910126,162464244.1,3879711.733,13923622.44,16230540.08,524324.4649,19237.68213,40487.07865,13573872.16,1824529.126,891334.4312,4544163.175,24395504.22,796459657.7,373988561.7,82778015.64,59094917.69,242005821.6,35682247.02,940000708.8,43650855.79,1399216.265,10638.13563,NA,278200984.7,38625604.67,61948870.82,29561585.48,206710873.3,2065604.341,337917.7181,638303.5989,82221.61836,2382996.911,2054695.702,303782.7509,170508.0963,698669.8241,104662.5262,2678589.979,6990557.265,1548714.08,1134620.884,4717275.975,705683.1735,19066919.88,74335991.27,10644765.4,17335367.38,8585540.745,58569903.15,159713966.5,29943219.25,38236626.02,25392449.46,123423741.6,20154089.92,46202.15584
33,q5 dmso 3 c,160432646.3,6652794.215,340864.7441,1493088.545,3955205009,149942778.6,3400547.353,12122345.33,18900520.58,619875.5731,20358.06259,45574.15123,15519112.28,1978455.828,1050073.774,4876457.263,28794503.23,930676470.3,379091542.9,81054092.24,61320754.87,247883032.7,38067850.95,985815633.3,51054729.57,1685836.925,11060.31888,NA,288939956.8,39991899.05,64363985.23,31629280.94,223504797.6,2102250.929,313274.9852,629207.5054,84345.60371,2393125.279,1856149.503,287347.5619,176475.0968,733094.1259,99044.67247,2791849.62,6172650.341,1326880.582,995591.8646,4271872.05,644138.3856,17466855.39,73732638.56,10483105.49,17335539.93,8502564.063,61070752.31,148287643.8,27247850.48,36024039.03,24347490.11,119090312.2,19066808.55,86380.66473
34,q5 dmso 4 a,153260683.5,6596708.013,555609.8463,2270901.378,4835999718,190738136.8,9181391.336,32726251.47,24968037.47,954694.4687,59903.17401,196859.1429,20155773.05,2611625.706,1569715.592,7109954.658,30581601.38,971323761.1,473734150.3,109467485.1,85705516.43,328545075.9,52749726.77,1358332296,50589309.33,1707085.321,15402.51772,6282.204793,281878738.6,40547319.47,67237854.11,41583628.47,235564540.9,2728076.576,474226.3293,1010048.036,140217.6248,3986598.675,3011590.372,556148.0317,387921.6846,1458353.254,234569.6684,5974834.055,9500365.695,2123524.497,1742201.621,6897473.432,1132756.095,30084918.52,103783971.5,15322573.46,25633922.62,15967590.53,91981794.22,180471653.7,35366197.27,48554504.6,39877196.59,153348640.7,37702641.72,1240608.952
35,q5 dmso 4 b,150389964.1,6606481.913,585754.341,2383537.331,4953390296,193262669.4,9967624.873,33911222.5,21910002.67,796677.7593,49242.87531,152772.4345,16332358.92,2319327.733,1326838.899,6045353.898,23802932.69,760712997.3,489375539.7,115728637.6,88581689.67,333689437.6,48559489.33,1314364187,42500495.07,1364960.042,9692.04334,4197.129965,250706517.2,38835913.72,62512607.1,35245389.45,208201941,2718044.581,577227.0278,1184518.994,158412.7945,4450426.497,3087275.262,635610.8098,446029.4399,1550521.37,235492.8802,6069110.241,10405657.58,2478248.516,1972825.173,7505804.83,1161605.102,30772565.84,102445501.2,16110007.59,26005801.55,14831046.1,87963507.65,214599539,44081852.24,59029370.82,46414824.06,178345832.9,43975410.2,1364505.425
