filename,id,2HG M0,2HG M1,2HG M2,2HG M3,2HG M4,2HG M5,2OG M0,2OG M1,2OG M2,2OG M3,2OG M4,2OG M5,3PG M0,3PG M1,3PG M2,3PG M3,aconitate M0,aconitate M1,aconitate M2,aconitate M3,aconitate M4,aconitate M5,aconitate M6,alanine M0,alanine M1,alanine M2,alanine M3,aspartate M0,aspartate M1,aspartate M2,aspartate M3,aspartate M4,citrate M0,citrate M1,citrate M2,citrate M3,citrate M4,citrate M5,citrate M6,FBP M0,FBP M1,FBP M2,FBP M3,FBP M4,FBP M5,FBP M6,G3P M0,G3P M1,G3P M2,G3P M3,glutamate M0,glutamate M1,glutamate M2,glutamate M3,glutamate M4,glutamate M5,glutamine M0,glutamine M1,glutamine M2,glutamine M3,glutamine M4,glutamine M5,lactate M0,lactate M1,lactate M2,lactate M3,malate M0,malate M1,malate M2,malate M3,malate M4,palmitate M0,palmitate M1,palmitate M2,palmitate M3,palmitate M4,palmitate M5,palmitate M6,palmitate M7,palmitate M8,PEP M0,PEP M1,PEP M2,PEP M3,pyruvate M0,pyruvate M1,pyruvate M2,pyruvate M3,sedoheptulose M0,sedoheptulose M1,sedoheptulose M2,sedoheptulose M3,sedoheptulose M4,sedoheptulose M5,sedoheptulose M6,sedoheptulose M7,serine M0,serine M1,serine M2,serine M3,succinate M0,succinate M1,succinate M2,succinate M3,succinate M4
1,lac3 21% 1 a,18725583.03,1256487.542,2007186.468,373625.7689,193148.2954,160337.3414,5166112.904,0,343856.4812,0,0,0,75121003.17,2120666.973,0,4911858.593,13374028.08,1006913.598,6746793.351,1598065.428,700692.6008,532475.5839,0,12976581.8,1053516.921,1240286.736,695720.2074,579063959,44320893.3,81143716.27,75950363.9,9944245.667,175580336,18757073.35,120986571.8,29453811.13,16716067.01,13661892.03,1321860.329,62384920.32,3863593.022,0,391954.2784,0,0,0,16456354.04,1264927.506,0,224217.0544,1486881314,113990867.3,260694894.2,55050890.02,36340496.68,15791546.95,557677471.5,31533709.52,2379891.914,162131.9189,113807.5162,0,1549630065,51708464.31,17723848.38,824434272.1,149588236.5,9503060.513,16958564.77,14147256.79,1350183.198,552228585.3,95860360.56,8317859.963,0,0,0,0,0,0,17875528.62,547025.5047,620970.7077,1742127.18,158073663.8,5258867.993,1365594.472,76271188.84,46493.12501,0,0,0,0,0,0,0,34970821.2,1031776.189,0,0,24820746.94,770606.0106,917657.7723,76033.25346,0
2,lac3 21% 1 b,14698370.31,1066255.549,1828392.873,379994.1861,191192.1414,115142.2708,4710190.351,0,0,0,0,0,68460978.95,2028568.355,0,4059327.937,11277226.59,794467.4539,6538336.588,1444087.889,709688.4726,584455.0847,0,12539614.41,1064202.915,1195256.331,524473.7101,537183807.1,41278259.22,75654601.69,71832947,9071423.111,174099961.9,19588040.49,121655036.1,31541511.52,17709684.63,14023554.52,1504874.144,56659496.03,3555486.782,0,388866.9917,0,0,0,15738263.78,1103173.91,0,231761.8825,1411781045,108736004.9,245064087.1,51709858.68,34660898.97,16028970.15,495808288.5,28204699.46,2384805.431,0,0,0,1250024218,42539564.22,12895762.47,601433665,134082863.2,8655206.066,17285912.97,15270825.48,915730.3898,482790402.1,80742734.32,8613538.329,0,0,0,0,0,0,15993524.38,475504.0733,829939.5197,1457990.349,80334982.43,2498927.004,606218.3489,34562132.72,12455.12968,0,47829.26223,0,0,0,0,0,31826485.34,906324.0831,0,0,20173797.7,619734.9386,787903.7465,68150.66655,0
3,lac3 21% 1 c,20679360.66,1115296.838,2029158.619,393961.0553,181510.8753,125789.3331,3994609.698,0,204931.1687,0,0,0,77619379.27,2395494.254,0,4386423.357,13143425.41,982449.527,7081180.49,1608565.474,777265.4726,601024.081,0,11521501.51,904940.1464,1144666.491,563533.7537,511603400.8,40124732.88,71646002.17,67274188.37,8591192.641,224439657.9,24257159.97,139502796.5,34540389.17,19507888.33,15535109.48,1723088.535,62066592.53,3881259.165,0,543821.9691,0,0,0,14167842.14,1154347.697,0,262609.522,1384398001,107182070.5,245515351.1,50972547.79,33333490.91,15678102.26,476456122.4,27660818.1,2190230.082,0,0,0,1442566249,48987795.07,8354332.214,392258961.8,163842286.2,9920512.029,15881258.34,14282448.17,1169386.612,345738679.1,52481734.49,4616100.39,0,0,0,0,0,0,15807438.89,399838.293,542540.7402,1693230.365,121139466.5,3978721.399,715954.617,42687565.49,824325.2134,0,19796.5212,0,0,0,0,0,31469150.65,916344.9014,0,0,20597718.55,615072.1838,803323.6218,67468.43618,0
4,lac3 21% 2 a,73246044.38,4612104.168,8052382.643,1528506.191,929773.2997,607067.758,11412101.56,160729.1142,384772.0609,0,0,0,113748957,3244925.286,0,6513406.74,13828283.68,953756.2665,6294673.102,1538171.479,340473.6689,495756.1391,0,18196965.85,904763.3275,902388.7257,536236.0868,691648198.3,43600342.97,64300768.47,84916394.9,7407842.304,215376961.6,19858343.57,114091944.8,29075329.54,11981961.25,12763264.37,872166.7709,108601250.5,7048359.937,0,1258484.856,0,0,79495.85157,50350266.29,2432636.255,0,1141118.48,2075955124,139892036.6,248170154.1,47749376.94,29922993.37,15147148.12,752440490.2,43350621.12,3519820.238,0,0,0,3040983359,104961889.7,25502188.9,1145038897,277584867.6,15809532.21,21619370.23,28638474.88,1616120.196,666023321.1,114546603,9035546.459,0,0,0,0,0,0,23343113.72,664961.7039,1635896.858,2194232.89,111335346.8,3767949.595,918430.4429,49233315.59,403228.2415,0,0,0,0,0,0,0,57210736.41,1610855.172,0,0,26148731.12,973974.3107,1311950.186,51040.09979,0
5,lac3 21% 2 b,67581065.18,4286093.319,7859069.789,1321826.365,930388.5345,588171.3317,11795494.27,296700.8111,0,0,0,0,124035745.6,3621667.684,0,7335752.854,14785058.04,949257.642,7002787.385,1676473.36,510280.4,494943.8866,0,18106596.3,902396.9543,985263.6467,621926.7163,664217084.1,42830482.59,65904349.31,84850280.4,8160567.025,215739393.3,21743216.43,120926875.3,30989873.89,13707071.46,13992440.11,962644.4579,106403815.5,7124565.814,0,1082967.465,0,0,273389.6533,49539766.86,2543508.744,0,1335659.486,1976956231,134090131.5,247085785,48297211.64,30603188.21,15435659.16,703943422.3,40310983.25,3009419.524,0,0,0,2271021547,76356894.83,26033158.09,1191536609,267049901.5,15905167.27,22470946.86,27939641.14,2007833.526,460702346.3,78280871.81,7198349.561,0,0,0,0,0,0,25147114.28,718401.6395,1505894.049,2432028.17,150806061.9,5070351.75,1601242.641,81721252.42,373049.3223,0,0,0,0,0,0,0,48722843.7,1531515.015,0,0,25238136,949738.8736,1226709.658,81838.43564,0
6,lac3 21% 2 c,58520854.33,3632924.964,6412308.492,1194581.34,727371.4747,351384.4799,7887268.178,0,265016.1783,0,0,0,102475500.6,3093902.284,0,5950437.534,14218567.66,933780.9999,7072456.702,1590787.387,605733.4795,715565.3995,0,16830937.55,899585.5903,937714.3937,576756.6949,636085439.7,42612674.36,67327702.27,81636359.09,8117444.611,222115286.3,22106316.85,126998434.1,33478562.95,14995056.45,15447983.53,1268749.506,98759073.44,6155133.314,0,992289.9062,0,0,0,41445597.88,2328284.016,0,875117.2162,1805545206,124945305.8,237545734.8,47056919.89,30659308.52,16140972.32,690373200.4,37361986.76,2764022.335,0,0,0,2536064280,86512028.09,24561061.63,1106278026,237579260.2,13908651.39,19703934.96,24411705.53,1613524.386,399054247.8,69680653.67,7110518.109,0,0,0,0,0,0,21768976.39,605283.8111,2055843.178,2055190.502,158754364.6,5132343.25,1589918.798,78637680.89,645653.863,0,0,0,0,0,0,0,51535134.32,1499353.136,0,0,25414279.42,869258.8666,1132874.277,86977.44124,0
7,lac3 21% 3 a,206533105.1,12864351.52,16770375.31,2900974.678,1608871.9,955647.9489,26993789.55,502720.3834,587537.924,0,0,0,123772695.1,4015513.962,0,6129796.01,16523345.37,1025502.169,4550526.215,1154655.074,0,163253.346,0,18478847.09,467934.3911,530876.9621,268054.0569,588717770.8,31584959.41,26803548.84,60400169.67,2471813.53,245927942.6,20686744.35,79756229.28,23188341.3,5263107.859,7255321.455,0,225750025.8,15719936.5,0,4063596.135,0,0,0,162199025.3,5703728.088,0,3989773.866,2830419048,176844460.2,223650981.4,41225217.64,20760113.39,11221237.2,761905350.2,42516246.6,3328387.107,0,0,0,4403048469,151855204.3,35563133.27,1490336667,372832071.9,17865717.73,15135721.24,36759069.28,775916.9787,518223310.7,87962686.72,7125222.681,0,0,0,0,0,0,25037296.18,662381.729,1977750.156,2657364.475,273076353.4,9078377.812,2103221.641,97138117.09,63492.5681,0,0,0,0,0,0,0,52155371.71,1417364.92,0,0,32949281.36,991560.7213,1147626.269,0,39401.37606
8,lac3 21% 3 b,183271096.2,11124541.33,14404442.61,2529027.304,1259101.475,749346.0877,25376819.69,709029.7245,0,0,0,0,128952953.8,3983823.043,0,5758369.303,15025374.51,954954.6604,4326408.337,1084187.223,91407.68718,219570.7619,0,17555404.85,364146.05,568843.8326,359570.9372,576628464.7,30961255.38,27588106.21,64986427.88,2529261.799,212711387.2,17864497.28,73474314.6,21433413.38,5355461.48,6952082.52,0,193440611.8,13523096.78,0,3078350.618,0,0,0,148384563.6,5715513.852,0,3352373.436,2584778684,161009257.1,202200563.7,37317021.3,19167790.51,11174816.91,640045366.2,34034296.53,2159656.038,0,0,0,4266918693,146358693.7,35435180.9,1524195811,335560763.6,16749886.44,14062569.88,35138981.88,876020.0857,505476735.3,87723827.23,8365426.131,0,0,0,0,0,0,24854949.98,779353.2498,5411746.889,2544185.134,214645196.9,7191594.831,1549732.433,74878877.32,138907.5081,0,0,0,0,0,0,0,47310768.61,1438136.511,0,0,23992697.11,879996.9499,1103876.938,0,0
9,lac3 21% 3 c,239250332.6,14510860.92,19186146.11,3346459.18,1612016.77,922172.2784,33127644.88,1075867.428,585164.2609,80034.61881,0,0,149610382.9,4743635.057,0,6658910.149,17806200.81,1246031.626,5072302.412,1321901.089,93393.84812,203280.1136,0,21901545.15,453002.3773,574216.4595,467792.8639,670762237.1,35871057.71,32865619.19,73536548.33,3226077.736,262926059.2,22225095.42,86263122.68,26147588.79,6619190.795,8116080.144,96834.39446,244224883.9,16097169.9,0,3712315.29,0,0,0,184770879.2,7121889.006,0,4459650.791,3064696038,194452435,245665006.9,45931937.73,24143590.09,12746716.77,764865409.5,41152012.58,3146990.224,271482.9711,0,0,4788683774,166329782.2,38238938.06,1625889389,404491703.2,19845697.75,17585691.04,43300192.6,790737.5853,577621437.1,100269826.6,10264374.31,0,0,0,0,0,0,27146024.8,804699.2855,0,2930233.182,233989508.1,7686939.388,1722189.277,79688044.13,38838.83672,0,0,0,0,0,0,0,56839771.8,1707696.355,0,0,28848265.53,1116794.19,1449206.885,0,0
10,lac3 0.5% 1 a,10381735.63,0,810557.7736,191791.8093,91634.4613,76513.50779,1046240.075,0,0,0,0,0,23109890.99,462028.2164,0,2078369.173,8304417.558,299408.2174,2932066.376,1054225.377,307561.2419,510036.507,0,4111032.336,146765.867,357784.2274,274115.0499,134938692,7969515.257,13862336.78,31935420.79,2859723.749,108208950.9,10129991.64,62435437.18,24119169.66,9679352.931,14601015.7,899567.1653,34637510.53,1932084.936,0,1281601.213,0,0,0,3602826.214,580674.032,0,73166.01692,487307727.5,35279263.37,105536169.7,27001279.38,20340864.9,12542231.18,339307078,18928583.35,723679.8817,0,0,0,723743854.1,24866840.17,5637543.592,279248317.8,49842262.2,1646414.664,2395253.519,5136859.182,0,175241377.1,15468943.8,0,0,0,0,0,0,0,5490501.782,104038.4061,96391.5639,667733.5868,59361878.31,1968655.876,240252.783,21942996.48,33201.62099,0,0,0,0,0,0,0,19886771.68,525329.7151,0,0,18754572.64,558909.6101,301906.3062,0,0
