method,tracer,oxygen,treatment,metabolite,time,isotope,mean,se
sim,glc6,21%,DMSO,AKG,24,M1,0.01633665142356067,4.24165882346731e-4
sim,glc6,21%,DMSO,AKG,24,M2,0.1681263937375163,0.0041183022847995476
sim,glc6,21%,DMSO,AKG,24,M3,0.03570751640749891,0.0028480040430315175
sim,glc6,21%,DMSO,AKG,24,M4,0.037886179289656735,0.0014118454737496347
sim,glc6,21%,DMSO,AKG,24,M5,0.030851396544488215,2.8746686379962563e-4
sim,glc6,21%,DMSO,AKG,48,M0,0.6882548920386653,1.5166000937244517e-4
sim,glc6,21%,DMSO,AKG,48,M1,0.009383451786964791,7.840699960543939e-4
sim,glc6,21%,DMSO,AKG,48,M2,0.1626160405433551,0.00101493297843995
sim,glc6,21%,DMSO,AKG,48,M3,0.03571025279637845,5.082823785876322e-6
sim,glc6,21%,DMSO,AKG,48,M4,0.05483139272454572,0.0017708475862287958
sim,glc6,21%,DMSO,AKG,48,M5,0.045291638770398386,1.2712128198099496e-4
sim,glc6,21%,DMSO,AKG,72,M0,0.7685509783504826,0.0029815098535073137
sim,glc6,21%,DMSO,AKG,72,M1,0.005079344420601773,1.935749185266126e-6
sim,glc6,21%,DMSO,AKG,72,M2,0.11260271968179295,0.0024502090839932304
sim,glc6,21%,DMSO,AKG,72,M3,0.019511900584235128,8.133312338277423e-4
sim,glc6,21%,DMSO,AKG,72,M4,0.0447100893827223,0.001900579254371706
sim,glc6,21%,DMSO,AKG,72,M5,0.041558676728381455,0.003857450743566978
sim,glc6,21%,BAY,AKG,24,M0,0.6409503951807403,0.012132159509726707
sim,glc6,21%,BAY,AKG,24,M1,0.00863772680854253,2.082601524317348e-4
sim,glc6,21%,BAY,AKG,24,M2,0.18435231208179792,0.006828079976200024
sim,glc6,21%,BAY,AKG,24,M3,0.045065169294006856,0.0029151123137243404
sim,glc6,21%,BAY,AKG,24,M4,0.065489589324389,9.560752250758058e-4
sim,glc6,21%,BAY,AKG,24,M5,0.05741453981513747,0.0022712712028650347
sim,glc6,21%,BAY,AKG,48,M0,0.5686615336769194,0.016215770678081453
sim,glc6,21%,BAY,AKG,48,M1,0.005059916546516453,0.0013131626232693661
sim,glc6,21%,BAY,AKG,48,M2,0.17677054243087703,0.002730943303414113
sim,glc6,21%,BAY,AKG,48,M3,0.04600066002451009,0.002388934709316373
sim,glc6,21%,BAY,AKG,48,M4,0.10788984420251506,0.0011445552323275932
sim,glc6,21%,BAY,AKG,48,M5,0.09067215984277086,0.0018464463196361854
sim,glc6,21%,BAY,AKG,72,M0,0.6270793584606259,0.0014473441207339954
sim,glc6,21%,BAY,AKG,72,M1,0.0028664628872037494,5.442360536913985e-5
sim,glc6,21%,BAY,AKG,72,M2,0.14653731056209301,0.010709375382306504
sim,glc6,21%,BAY,AKG,72,M3,0.03362874723234568,0.002420133169403725
sim,glc6,21%,BAY,AKG,72,M4,0.098810261078213,0.006405665982038279
sim,glc6,21%,BAY,AKG,72,M5,0.10549989820048707,0.011668828325515196
sim,glc6,0.5%,None,AKG,24,M0,0.6724404127095813,0.005464296407926937
sim,glc6,0.5%,None,AKG,24,M1,0.012664252585807015,7.996699840936809e-5
sim,glc6,0.5%,None,AKG,24,M2,0.1796188369736516,0.005434645633582067
sim,glc6,0.5%,None,AKG,24,M3,0.043667806693105465,0.002674723569684849
sim,glc6,0.5%,None,AKG,24,M4,0.04394008960608979,5.224642934744742e-4
sim,glc6,0.5%,None,AKG,24,M5,0.04127818393090095,1.6041116560994856e-5
sim,glc6,0.5%,None,AKG,48,M0,0.6420591953186755,0.010650590363047949
sim,glc6,0.5%,None,AKG,48,M1,0.007845571567804768,0.0012483515636286782
sim,glc6,0.5%,None,AKG,48,M2,0.16888953321189476,0.00855310184603845
sim,glc6,0.5%,None,AKG,48,M3,0.040276178433817894,0.0036345281650901266
sim,glc6,0.5%,None,AKG,48,M4,0.06641751046635387,2.4753316782084867e-4
sim,glc6,0.5%,None,AKG,48,M5,0.05568824667141869,0.0012402655921755351
sim,glc6,0.5%,None,AKG,72,M0,0.7480861237608788,0.006045214488578864
sim,glc6,0.5%,None,AKG,72,M1,0.003412997963185443,0.001130790310915164
sim,glc6,0.5%,None,AKG,72,M2,0.11117873729077374,0.004121446426135565
sim,glc6,0.5%,None,AKG,72,M3,0.02315454991400305,4.551671735522292e-4
sim,glc6,0.5%,None,AKG,72,M4,0.05896309673466827,5.51004370264306e-4
sim,glc6,0.5%,None,AKG,72,M5,0.059338310125255374,0.003580484062877494
sim,lac3,21%,None,AKG,24,M0,0.7587754580198897,0.002691904486382901
sim,lac3,21%,None,AKG,24,M1,0.01920834732372722,0.0013904155871669465
sim,lac3,21%,None,AKG,24,M2,0.14954871686020837,9.427228166900419e-4
sim,lac3,21%,None,AKG,24,M3,0.02858532234859238,1.2060650391509074e-4
sim,lac3,21%,None,AKG,24,M4,0.026787708771911407,0.0014476304637179274
sim,lac3,21%,None,AKG,24,M5,0.017550319776212894,1.508196410020795e-4
sim,lac3,21%,None,AKG,48,M0,0.7989927645425289,0.0020152087575427964
sim,lac3,21%,None,AKG,48,M1,0.014527411448620547,3.3687099088393173e-4
sim,lac3,21%,None,AKG,48,M2,0.1282232620025886,6.066214738223996e-4
sim,lac3,21%,None,AKG,48,M3,0.023439577368932193,1.7202463029439286e-4
sim,lac3,21%,None,AKG,48,M4,0.020450397621917707,2.4172821386380693e-4
sim,lac3,21%,None,AKG,48,M5,0.012184646130444985,1.7272193908389463e-4
sim,lac3,21%,None,AKG,72,M0,0.8956680853910974,4.407272900880388e-5
sim,lac3,21%,None,AKG,72,M1,0.007187018531832416,2.946800520901196e-4
sim,lac3,21%,None,AKG,72,M2,0.069784329907168,6.460675717213626e-4
sim,lac3,21%,None,AKG,72,M3,0.012896198889232777,3.8404737858240684e-4
sim,lac3,21%,None,AKG,72,M4,0.009196036189758231,4.68387826331904e-4
sim,lac3,21%,None,AKG,72,M5,0.006735702509074539,1.726119299475513e-4
