method,tracer,oxygen,treatment,metabolite,time,isotope,mean,se
sim,glc6,21%,None,ALA,24,M0,0.6238146993558973,0.020150524113410614
sim,glc6,21%,None,ALA,24,M1,0,0
sim,glc6,21%,None,ALA,24,M2,0.011257959087715859,7.625204292351768e-4
sim,glc6,21%,None,ALA,24,M3,0.37160985246441314,0.025567869015630063
sim,glc6,21%,None,ALA,36,M0,0.5651972627818274,0.008421065138903578
sim,glc6,21%,None,ALA,36,M1,0,0
sim,glc6,21%,None,ALA,36,M2,0.01331497901795035,4.887628264159296e-4
sim,glc6,21%,None,ALA,36,M3,0.4377810309749541,0.008149537966641198
sim,glc6,21%,None,ALA,48,M0,0.5529615204639574,0.04094735126784964
sim,glc6,21%,None,ALA,48,M1,0,0
sim,glc6,21%,None,ALA,48,M2,0.016672834277358942,0.0023787263428433954
sim,glc6,21%,None,ALA,48,M3,0.44474949659916424,0.04107838060823532
sim,glc6,0.5%,None,ALA,12,M0,0.763537004938298,0.0175032920032832
sim,glc6,0.5%,None,ALA,12,M1,0,0
sim,glc6,0.5%,None,ALA,12,M2,0.004474429929741289,3.030790869076227e-4
sim,glc6,0.5%,None,ALA,12,M3,0.2488814966471768,0.012639129150617157
sim,glc6,0.5%,None,ALA,24,M0,0.775874514073758,0.05022770169753228
sim,glc6,0.5%,None,ALA,24,M1,0,0
sim,glc6,0.5%,None,ALA,24,M2,0.005314755809103832,0.0011516158832022563
sim,glc6,0.5%,None,ALA,24,M3,0.23857765575105702,0.05158433910966297
sim,glc6,0.5%,None,ALA,36,M0,0.5891147667119014,0.01618280764352029
sim,glc6,0.5%,None,ALA,36,M1,0,4.721319289967078e-19
sim,glc6,0.5%,None,ALA,36,M2,0.012158990896680748,4.263077347228311e-4
sim,glc6,0.5%,None,ALA,36,M3,0.41666708903491073,0.015435679707729544
sim,glc6,0.5%,None,ALA,48,M0,0.6164121536572088,0.0309975502196946
sim,glc6,0.5%,None,ALA,48,M1,-6.341637068924897e-27,6.3416370689248974e-27
sim,glc6,0.5%,None,ALA,48,M2,0.008366520553672978,0.003111166710071942
sim,glc6,0.5%,None,ALA,48,M3,0.31625023979397815,0.05305646226513514
sim,lac3,21%,None,ALA,12,M0,0.8113549038801225,0.001957699191828663
sim,lac3,21%,None,ALA,12,M1,0.002036897746988643,0.002036897746988643
sim,lac3,21%,None,ALA,12,M2,0.0017577357992000465,5.169826073212368e-4
sim,lac3,21%,None,ALA,12,M3,0.19015276548811252,0.004584761560605513
sim,lac3,21%,None,ALA,24,M0,0.7074206369324096,0.030418467650402008
sim,lac3,21%,None,ALA,24,M1,0.004705872055021964,0.002387473093586756
sim,lac3,21%,None,ALA,24,M2,0.0037020956413223406,3.7611991352790584e-4
sim,lac3,21%,None,ALA,24,M3,0.24923505484431302,0.005331020200131539
sim,lac3,21%,None,ALA,36,M0,0.7220231265217133,0.005878320188919446
sim,lac3,21%,None,ALA,36,M1,0.009307528920863952,0.003470724928684516
sim,lac3,21%,None,ALA,36,M2,0.004701792391683933,3.520930033526203e-4
sim,lac3,21%,None,ALA,36,M3,0.2667325761661383,0.005016186688837215
sim,lac3,21%,None,ALA,48,M0,0.7031235326323787,0.009294416632004513
sim,lac3,21%,None,ALA,48,M1,0.007981623402128699,0.003405022128492622
sim,lac3,21%,None,ALA,48,M2,0.005376406805778591,1.7946058210589107e-4
sim,lac3,21%,None,ALA,48,M3,0.28725508557412177,0.006220313446709602
sim,lac3,0.5%,None,ALA,12,M0,0.8154747715782783,0.0140785708507178
sim,lac3,0.5%,None,ALA,12,M1,0.010634964493169499,0.001261260586811006
sim,lac3,0.5%,None,ALA,12,M2,0.0010008328029399351,2.6195057755936356e-4
sim,lac3,0.5%,None,ALA,12,M3,0.19723908471119006,0.024102612987929987
sim,lac3,0.5%,None,ALA,24,M0,0.7595927783851311,0.050978665475723835
sim,lac3,0.5%,None,ALA,24,M1,0.0027472270253231703,0.0011301786070486899
sim,lac3,0.5%,None,ALA,24,M2,0.0029049162465793928,0.0012377543646574448
sim,lac3,0.5%,None,ALA,24,M3,0.23778926452976232,0.04641601209804663
sim,lac3,0.5%,None,ALA,36,M0,0.7026125164610456,0.03648616835477508
sim,lac3,0.5%,None,ALA,36,M1,0.005326788994706542,0.0030253041662747482
sim,lac3,0.5%,None,ALA,36,M2,0.0040958278729723956,5.175864665615772e-4
sim,lac3,0.5%,None,ALA,36,M3,0.28781566870379427,0.036389078919264455
sim,lac3,0.5%,None,ALA,48,M0,0.5742339982968132,0.07573343664251381
sim,lac3,0.5%,None,ALA,48,M1,0.008520099865022649,0.005006978736820514
sim,lac3,0.5%,None,ALA,48,M2,0.007949114137097433,0.002365029855444321
sim,lac3,0.5%,None,ALA,48,M3,0.4161534067908269,0.08099365277229133
sim,q5,21%,None,ALA,12,M0,0.9924090251581053,0.004576190279369151
sim,q5,21%,None,ALA,12,M1,0.006674583994132268,0.004179480879638087
sim,q5,21%,None,ALA,12,M2,0,0
sim,q5,21%,None,ALA,12,M3,0.0033052328290549757,1.4795794228789807e-4
sim,q5,21%,None,ALA,24,M0,0.9886157175323368,0.005601525359219355
sim,q5,21%,None,ALA,24,M1,0.008739876530625188,0.004543482481339346
sim,q5,21%,None,ALA,24,M2,7.717687482391647e-6,7.717687482391647e-6
sim,q5,21%,None,ALA,24,M3,0.004842952503166171,8.147539440430165e-4
sim,q5,21%,None,ALA,36,M0,0.9865737723038522,0.004084552702431271
sim,q5,21%,None,ALA,36,M1,0.006223932443552744,0.0036303605025787603
sim,q5,21%,None,ALA,36,M2,4.535221826449797e-6,2.6644457277936028e-6
sim,q5,21%,None,ALA,36,M3,0.006084893322899713,9.84686585638951e-4
sim,q5,21%,None,ALA,48,M0,0.9863044619636265,0.0057823481147284955
sim,q5,21%,None,ALA,48,M1,0.007792584667352949,0.004844300403277489
sim,q5,21%,None,ALA,48,M2,6.480075289463363e-5,3.2968369033726964e-5
sim,q5,21%,None,ALA,48,M3,0.00798050117272001,5.33622744412589e-4
sim,q5,0.5%,None,ALA,12,M0,0.9893354879369918,0.006100113527372769
sim,q5,0.5%,None,ALA,12,M1,0.01037844240074497,0.006006123828848
sim,q5,0.5%,None,ALA,12,M2,0,0
sim,q5,0.5%,None,ALA,12,M3,0.0011102092698355578,4.998685411293538e-5
sim,q5,0.5%,None,ALA,24,M0,0.9969639799995251,0.0017541792465567815
sim,q5,0.5%,None,ALA,24,M1,0.0025943852831758164,0.0015176739247576645
sim,q5,0.5%,None,ALA,24,M2,-6.564326983911169e-24,6.564326983911168e-24
sim,q5,0.5%,None,ALA,24,M3,0.0023057563524241063,6.646903337458159e-4
sim,q5,0.5%,None,ALA,36,M0,0.9899091193366875,0.0048884851246589365
sim,q5,0.5%,None,ALA,36,M1,0.008793367144698368,0.004457310106212314
sim,q5,0.5%,None,ALA,36,M2,-5.180048917900179e-23,5.180048917900179e-23
sim,q5,0.5%,None,ALA,36,M3,0.00208263010985805,2.589225562566017e-4
sim,q5,0.5%,None,ALA,48,M0,0.8154533576825856,0.10188991849578076
sim,q5,0.5%,None,ALA,48,M1,0.011673334557053385,0.004987651470220173
sim,q5,0.5%,None,ALA,48,M2,0.004690186929663996,0.004690186929663996
sim,q5,0.5%,None,ALA,48,M3,0.0032168888576953342,9.355500211049747e-4
sim,glc2,21%,None,ASP,12,M0,0.9281878131613811,0.003898883117125919
sim,glc2,21%,None,ASP,12,M1,0.008331250407085801,1.44443953603313e-4
sim,glc2,21%,None,ASP,12,M2,0.06226996873102085,0.003377706081820549
sim,glc2,21%,None,ASP,12,M3,8.91322097278154e-4,1.2411567264879365e-4
sim,glc2,21%,None,ASP,12,M4,6.844777445045149e-4,1.2736777882360037e-4
sim,glc2,21%,None,ASP,24,M0,0.9036290057942357,0.0020754842887096073
sim,glc2,21%,None,ASP,24,M1,0.010489304837108446,4.1872519540964897e-4
sim,glc2,21%,None,ASP,24,M2,0.0827935011270266,0.0019381543431806396
sim,glc2,21%,None,ASP,24,M3,0.0020014575801054696,9.962912766998265e-5
sim,glc2,21%,None,ASP,24,M4,0.0014034225642407055,6.556842529840894e-5
sim,glc2,21%,None,ASP,36,M0,0.8843114477727001,0.00395502474636779
sim,glc2,21%,None,ASP,36,M1,0.011924816007316513,7.228045923684997e-4
sim,glc2,21%,None,ASP,36,M2,0.09824589903705624,0.0030603314099277865
sim,glc2,21%,None,ASP,36,M3,0.00336840473145947,3.459274097775562e-5
sim,glc2,21%,None,ASP,36,M4,0.0023468451084831636,1.6296156761522637e-4
sim,glc2,21%,None,ASP,48,M0,0.8793001424136682,0.003277140682888673
sim,glc2,21%,None,ASP,48,M1,0.01264348561988515,6.961324831838724e-4
sim,glc2,21%,None,ASP,48,M2,0.10218968740750563,0.0020368027725900495
sim,glc2,21%,None,ASP,48,M3,0.0038819529845998658,3.5209012894749596e-4
sim,glc2,21%,None,ASP,48,M4,0.002669454622022312,1.329688101166042e-4
sim,glc2,0.5%,None,ASP,12,M0,0.9322599573371472,0.00317837316586422
sim,glc2,0.5%,None,ASP,12,M1,0.004391130714856701,1.362371399326847e-4
sim,glc2,0.5%,None,ASP,12,M2,0.06370113757589889,0.0029034543141630855
sim,glc2,0.5%,None,ASP,12,M3,1.115778723624137e-4,3.4970755832456714e-5
sim,glc2,0.5%,None,ASP,12,M4,0,0
sim,glc2,0.5%,None,ASP,24,M0,0.9256663170223471,0.0018451597387711524
sim,glc2,0.5%,None,ASP,24,M1,0.004258740576922239,3.1289519780128413e-4
sim,glc2,0.5%,None,ASP,24,M2,0.06992287373618034,0.002062690886925894
sim,glc2,0.5%,None,ASP,24,M3,1.9404568942195516e-4,9.275124069518685e-5
sim,glc2,0.5%,None,ASP,24,M4,2.4613803871607487e-5,2.2194789850989126e-5
sim,glc2,0.5%,None,ASP,36,M0,0.9269697908777585,6.15388476468619e-4
sim,glc2,0.5%,None,ASP,36,M1,0.004260030149332595,7.728468523649037e-5
sim,glc2,0.5%,None,ASP,36,M2,0.06841477957862266,8.247854195355996e-4
sim,glc2,0.5%,None,ASP,36,M3,2.9194780232996915e-4,3.7825602635022963e-5
sim,glc2,0.5%,None,ASP,36,M4,1.1250307098444687e-4,6.889709291833622e-5
sim,glc2,0.5%,None,ASP,48,M0,0.9302075517242355,0.002627683615694869
sim,glc2,0.5%,None,ASP,48,M1,0.004511248531787639,6.534846886509312e-5
sim,glc2,0.5%,None,ASP,48,M2,0.06521964184035706,0.002592448991398892
sim,glc2,0.5%,None,ASP,48,M3,1.6856731965225408e-4,2.3024312667836573e-5
sim,glc2,0.5%,None,ASP,48,M4,1.2324157353463744e-5,8.903917154248358e-6
sim,glc6,21%,None,ASP,12,M0,0.846074700413389,0.007534429436213814
sim,glc6,21%,None,ASP,12,M1,0.007919731969067468,5.682401652187081e-4
sim,glc6,21%,None,ASP,12,M2,0.04687720616367941,0.0025181311553375556
sim,glc6,21%,None,ASP,12,M3,0.0938332330041235,0.004515910104824142
sim,glc6,21%,None,ASP,12,M4,0.005295128449740655,4.7741061533365116e-4
sim,glc6,21%,None,ASP,24,M0,0.803878500702568,0.0032883607734893036
sim,glc6,21%,None,ASP,24,M1,0.00884159257925842,1.9978925560871534e-4
sim,glc6,21%,None,ASP,24,M2,0.06523848435036626,9.694425634648484e-4
sim,glc6,21%,None,ASP,24,M3,0.11499254603635664,0.003604433564942735
sim,glc6,21%,None,ASP,24,M4,0.009483987646236987,1.2480878954167557e-4
sim,glc6,21%,None,ASP,36,M0,0.7672214311500342,0.005074308335058334
sim,glc6,21%,None,ASP,36,M1,0.009621612875178633,1.5518857638088077e-4
sim,glc6,21%,None,ASP,36,M2,0.08208464733519935,0.001127400988316899
sim,glc6,21%,None,ASP,36,M3,0.1250958137641744,6.895776671162219e-4
sim,glc6,21%,None,ASP,36,M4,0.013805891076481561,1.6587898837752468e-4
sim,glc6,21%,None,ASP,48,M0,0.757103098969946,0.014317401279179248
sim,glc6,21%,None,ASP,48,M1,0.008885039521345263,4.459477460187224e-4
sim,glc6,21%,None,ASP,48,M2,0.08287316097815157,0.00464750533929049
sim,glc6,21%,None,ASP,48,M3,0.12645738033014362,0.004963174748901483
sim,glc6,21%,None,ASP,48,M4,0.016300835916936717,0.0012631965213350362
sim,glc6,0.5%,None,ASP,12,M0,0.8492249538604191,0.0056944746821509604
sim,glc6,0.5%,None,ASP,12,M1,0.002996314359603938,1.7580150833994306e-4
sim,glc6,0.5%,None,ASP,12,M2,0.019501899201295136,0.0013586805878479397
sim,glc6,0.5%,None,ASP,12,M3,0.1258192733427039,0.005078069138120513
sim,glc6,0.5%,None,ASP,12,M4,0.0020151756632946867,6.422072562531277e-5
sim,glc6,0.5%,None,ASP,24,M0,0.8436090202922767,0.004266251598903731
sim,glc6,0.5%,None,ASP,24,M1,0.003782406484023514,8.745148589641403e-4
sim,glc6,0.5%,None,ASP,24,M2,0.020964377222956562,0.0018713732220636194
sim,glc6,0.5%,None,ASP,24,M3,0.13143347435810235,0.0036011502406252264
sim,glc6,0.5%,None,ASP,24,M4,0.0028536973102035903,1.933979421238436e-4
sim,glc6,0.5%,None,ASP,36,M0,0.841147783832012,0.002555002545633866
sim,glc6,0.5%,None,ASP,36,M1,0.0031375784436617603,3.069331800605607e-4
sim,glc6,0.5%,None,ASP,36,M2,0.021281062995564766,0.0017179238999921224
sim,glc6,0.5%,None,ASP,36,M3,0.131626733556587,0.0046527170269507106
sim,glc6,0.5%,None,ASP,36,M4,0.002806841172174534,3.2490472902965944e-4
sim,glc6,0.5%,None,ASP,48,M0,0.8571324156217015,0.002064314107699082
sim,glc6,0.5%,None,ASP,48,M1,0.002653134925453736,1.9180906982307715e-4
sim,glc6,0.5%,None,ASP,48,M2,0.01822285554588775,0.0010562700742247323
sim,glc6,0.5%,None,ASP,48,M3,0.11977828729918605,0.0031804001246739533
sim,glc6,0.5%,None,ASP,48,M4,0.002213306607770977,1.4957652464793375e-4
sim,lac3,21%,None,ASP,12,M0,0.888866492507748,0.0017670510092796178
sim,lac3,21%,None,ASP,12,M1,0.006639957047133528,3.5300032503096185e-4
sim,lac3,21%,None,ASP,12,M2,0.0336993418536132,0.001199901733925085
sim,lac3,21%,None,ASP,12,M3,0.060331030810278324,0.0038091068892883574
sim,lac3,21%,None,ASP,12,M4,0.002950091479593795,2.0805705878569435e-4
sim,lac3,21%,None,ASP,24,M0,0.873735649341165,6.691029394701844e-4
sim,lac3,21%,None,ASP,24,M1,0.008482118271167686,3.306854606279693e-5
sim,lac3,21%,None,ASP,24,M2,0.047867836443795816,7.274377200724139e-4
sim,lac3,21%,None,ASP,24,M3,0.06546052828509234,8.846882158138751e-4
sim,lac3,21%,None,ASP,24,M4,0.004336139228753299,1.82511847503109e-4
sim,lac3,21%,None,ASP,36,M0,0.8777260270419504,0.0022891831871628505
sim,lac3,21%,None,ASP,36,M1,0.00944051502715659,2.3655078064290517e-4
sim,lac3,21%,None,ASP,36,M2,0.04985229234475982,0.0011061005469742127
sim,lac3,21%,None,ASP,36,M3,0.06024959663651812,0.001504250555359364
sim,lac3,21%,None,ASP,36,M4,0.004047042928548502,2.5448036668475517e-4
sim,lac3,21%,None,ASP,48,M0,0.878584887936813,0.00423869337689979
sim,lac3,21%,None,ASP,48,M1,0.010226884101927788,1.4013643300088237e-4
sim,lac3,21%,None,ASP,48,M2,0.04898353169420976,9.614968072797546e-4
sim,lac3,21%,None,ASP,48,M3,0.05738665083433042,0.0010868664856791676
sim,lac3,21%,None,ASP,48,M4,0.003539281994142158,2.190343883041601e-4
sim,lac3,0.5%,None,ASP,12,M0,0.9023365659253278,5.22176383062794e-4
sim,lac3,0.5%,None,ASP,12,M1,0.0032324144588287296,5.457846628917199e-4
sim,lac3,0.5%,None,ASP,12,M2,0.01589563899764019,0.0017634591558515612
sim,lac3,0.5%,None,ASP,12,M3,0.07764359092002124,0.0014600161859579417
sim,lac3,0.5%,None,ASP,12,M4,0.0016452127500807855,2.5036603680892605e-4
sim,lac3,0.5%,None,ASP,24,M0,0.9197115673934538,0.00955204915637698
sim,lac3,0.5%,None,ASP,24,M1,0.002870444462991103,2.562029354926139e-4
sim,lac3,0.5%,None,ASP,24,M2,0.01202186027450342,0.0032047126271382387
sim,lac3,0.5%,None,ASP,24,M3,0.07109392170761335,0.008354873245864647
sim,lac3,0.5%,None,ASP,24,M4,0.0014929338857074398,3.3301812111606274e-4
sim,lac3,0.5%,None,ASP,36,M0,0.9310615882395858,0.0019818761163949887
sim,lac3,0.5%,None,ASP,36,M1,0.002540083876980555,2.530847835936965e-4
sim,lac3,0.5%,None,ASP,36,M2,0.010244044620516523,0.0019989114375593324
sim,lac3,0.5%,None,ASP,36,M3,0.055160227052110794,0.0013521109859725893
sim,lac3,0.5%,None,ASP,36,M4,9.940562108063085e-4,1.94629944146312e-4
sim,lac3,0.5%,None,ASP,48,M0,0.9432492000142025,0.0020433220202056147
sim,lac3,0.5%,None,ASP,48,M1,0.002803691564983031,2.2092259300084358e-4
sim,lac3,0.5%,None,ASP,48,M2,0.0068381658360513785,0.0014766877399076948
sim,lac3,0.5%,None,ASP,48,M3,0.04660215472608514,0.0010067146368432135
sim,lac3,0.5%,None,ASP,48,M4,5.067878586778771e-4,1.1249982018362338e-4
sim,q5,21%,None,ASP,12,M0,0.6154579407508992,0.02104591830235027
sim,q5,21%,None,ASP,12,M1,0.008685964708472613,8.431936806575788e-4
sim,q5,21%,None,ASP,12,M2,0.039116327711246776,0.002210611212538659
sim,q5,21%,None,ASP,12,M3,0.04079141340920929,0.001463514092488562
sim,q5,21%,None,ASP,12,M4,0.2958873432483141,0.017817993227630967
sim,q5,21%,None,ASP,24,M0,0.5905764043541843,0.02390557189102928
sim,q5,21%,None,ASP,24,M1,0.010954409655631363,2.959490437600696e-4
sim,q5,21%,None,ASP,24,M2,0.04693496525164843,0.0029141808377813818
sim,q5,21%,None,ASP,24,M3,0.040059443705342736,3.357676090501257e-4
sim,q5,21%,None,ASP,24,M4,0.30910047059188617,0.019589325498665395
sim,q5,21%,None,ASP,36,M0,0.6007723751462507,0.026592518451233272
sim,q5,21%,None,ASP,36,M1,0.011338493642421009,5.728400122383118e-4
sim,q5,21%,None,ASP,36,M2,0.048221557252013866,0.003129883299795947
sim,q5,21%,None,ASP,36,M3,0.04105494195327146,9.773482008677886e-4
sim,q5,21%,None,ASP,36,M4,0.2977613481877793,0.022303997510931258
sim,q5,21%,None,ASP,48,M0,0.6062200677310142,0.019554655013343778
sim,q5,21%,None,ASP,48,M1,0.012972875684460799,6.253952845044581e-4
sim,q5,21%,None,ASP,48,M2,0.05071550091231146,0.0024846117891005504
sim,q5,21%,None,ASP,48,M3,0.042580850961617046,4.8253132981847463e-4
sim,q5,21%,None,ASP,48,M4,0.2875107047105965,0.016917717677648027
sim,q5,0.5%,None,ASP,12,M0,0.8673609950565042,0.018417567544307567
sim,q5,0.5%,None,ASP,12,M1,0.002596296498237501,7.672614056419312e-4
sim,q5,0.5%,None,ASP,12,M2,0.002097567397429171,0.0011969557486144573
sim,q5,0.5%,None,ASP,12,M3,0.03993487628492585,0.003924300135663467
sim,q5,0.5%,None,ASP,12,M4,0.08556315780492843,0.012982642317580471
sim,q5,0.5%,None,ASP,24,M0,0.8651116748592511,0.003930776894376333
sim,q5,0.5%,None,ASP,24,M1,0.002020222879348671,2.804860022769225e-4
sim,q5,0.5%,None,ASP,24,M2,0.002522586238401836,8.737593267829036e-4
sim,q5,0.5%,None,ASP,24,M3,0.06163764025294204,3.105311317965321e-4
sim,q5,0.5%,None,ASP,24,M4,0.06870787577005631,0.0035907304654701636
sim,q5,0.5%,None,ASP,36,M0,0.8491123480924709,0.004521181393833488
sim,q5,0.5%,None,ASP,36,M1,0.0016978475941497192,2.500029407949304e-4
sim,q5,0.5%,None,ASP,36,M2,0.006320170874794172,5.654406305706417e-4
sim,q5,0.5%,None,ASP,36,M3,0.07688265716521862,0.002685359897188325
sim,q5,0.5%,None,ASP,36,M4,0.06432966625702187,0.0019492963653173002
sim,q5,0.5%,None,ASP,48,M0,0.8527454235033283,0.006625846203099585
sim,q5,0.5%,None,ASP,48,M1,0.0016173498804551711,3.1804821843786467e-4
sim,q5,0.5%,None,ASP,48,M2,0.00549441395028795,6.634951558229693e-4
sim,q5,0.5%,None,ASP,48,M3,0.08645946375743557,0.0040894941279389935
sim,q5,0.5%,None,ASP,48,M4,0.05368334890849297,0.003914709364584726
sim,glc2,21%,None,CIT,12,M0,0.8368988632685652,0.06208824284068575
sim,glc2,21%,None,CIT,12,M1,0.010713669318716606,0.0024471029494148276
sim,glc2,21%,None,CIT,12,M2,0.13907731167435233,0.053024923615814346
sim,glc2,21%,None,CIT,12,M3,0.0018766503522461063,7.900646296503021e-4
sim,glc2,21%,None,CIT,12,M4,0.012407617412992481,0.004768358820796861
sim,glc2,21%,None,CIT,12,M5,8.295070258514603e-4,4.660684152087095e-4
sim,glc2,21%,None,CIT,12,M6,0,0
sim,glc2,21%,None,CIT,24,M0,0.7537913356963798,0.0832751977459526
sim,glc2,21%,None,CIT,24,M1,0.01376380798585349,0.0027897788674105927
sim,glc2,21%,None,CIT,24,M2,0.20112156577816542,0.07212296322978558
sim,glc2,21%,None,CIT,24,M3,0.004326279609988932,0.001631068434268894
sim,glc2,21%,None,CIT,24,M4,0.024170986891070376,0.008118789801026904
sim,glc2,21%,None,CIT,24,M5,0.001321987226085004,3.519208554864135e-4
sim,glc2,21%,None,CIT,24,M6,0,0
sim,glc2,21%,None,CIT,36,M0,0.6331629773751968,0.03882618876679997
sim,glc2,21%,None,CIT,36,M1,0.01602338851165602,0.0017308645455365926
sim,glc2,21%,None,CIT,36,M2,0.29903246284006,0.03129721931133193
sim,glc2,21%,None,CIT,36,M3,0.007604249936971685,8.763380221887063e-4
sim,glc2,21%,None,CIT,36,M4,0.040659554639446614,0.004925117465699092
sim,glc2,21%,None,CIT,36,M5,0.001937128793689314,4.234377605169872e-4
sim,glc2,21%,None,CIT,36,M6,3.567229591830575e-5,2.75171731251385e-5
sim,glc2,21%,None,CIT,48,M0,0.6000260423427008,0.039821087965534845
sim,glc2,21%,None,CIT,48,M1,0.018269311732570424,0.001440262051889533
sim,glc2,21%,None,CIT,48,M2,0.3222472493762995,0.03119346220984752
sim,glc2,21%,None,CIT,48,M3,0.008761797922956893,9.171600602823156e-4
sim,glc2,21%,None,CIT,48,M4,0.048110183842537256,0.006017232390973072
sim,glc2,21%,None,CIT,48,M5,0.002146328944850972,3.118972294315398e-4
sim,glc2,21%,None,CIT,48,M6,1.72426141507291e-4,9.081075730110315e-5
sim,glc2,0.5%,None,CIT,12,M0,0.8350858477909965,0.028779724509938365
sim,glc2,0.5%,None,CIT,12,M1,0.007004543970364514,0.0010766580596897563
sim,glc2,0.5%,None,CIT,12,M2,0.1368605960861292,0.02756871804774515
sim,glc2,0.5%,None,CIT,12,M3,0.002037986492908956,7.4215598732972e-4
sim,glc2,0.5%,None,CIT,12,M4,0.017540914508272158,0.002887749907629868
sim,glc2,0.5%,None,CIT,12,M5,0.0012637848416245702,6.11642815055732e-4
sim,glc2,0.5%,None,CIT,12,M6,0,0
sim,glc2,0.5%,None,CIT,24,M0,0.7909964394747173,0.03362406729259901
sim,glc2,0.5%,None,CIT,24,M1,0.007004741395379867,0.0012037015425243093
sim,glc2,0.5%,None,CIT,24,M2,0.12925977222531376,0.02138326514629984
sim,glc2,0.5%,None,CIT,24,M3,0.0024481999115664615,7.792428170479483e-4
sim,glc2,0.5%,None,CIT,24,M4,0.01999388345298717,0.004614610843288008
sim,glc2,0.5%,None,CIT,24,M5,0.0024699981322077393,0.0010703535076542325
sim,glc2,0.5%,None,CIT,24,M6,0,0
sim,glc2,0.5%,None,CIT,36,M0,0.7502528712206238,0.040303340572369305
sim,glc2,0.5%,None,CIT,36,M1,0.007378225725672024,0.001360465213772667
sim,glc2,0.5%,None,CIT,36,M2,0.16134148897521017,0.014193316306488315
sim,glc2,0.5%,None,CIT,36,M3,0.0028857470196364393,9.450356083134783e-4
sim,glc2,0.5%,None,CIT,36,M4,0.02208070997866714,0.004967068200931218
sim,glc2,0.5%,None,CIT,36,M5,0.0019301730922732237,7.726612069358771e-4
sim,glc2,0.5%,None,CIT,36,M6,0,0
sim,glc2,0.5%,None,CIT,48,M0,0.7278856400964775,0.06476853548949472
sim,glc2,0.5%,None,CIT,48,M1,0.005219524546790198,0.0012068402203719343
sim,glc2,0.5%,None,CIT,48,M2,0.13553656651913498,0.04692952892353232
sim,glc2,0.5%,None,CIT,48,M3,0.013258734402545155,0.011081440245693632
sim,glc2,0.5%,None,CIT,48,M4,0.038970718988413824,0.0134854344485684
sim,glc2,0.5%,None,CIT,48,M5,0.0053886579891283416,0.0037052231434807534
sim,glc2,0.5%,None,CIT,48,M6,0,0
sim,glc6,21%,None,CIT,12,M0,0.6786806788620798,0.12022772750533203
sim,glc6,21%,None,CIT,12,M1,0.009158162570243768,0.0016738187498969862
sim,glc6,21%,None,CIT,12,M2,0.20711459615745847,0.0796015853615065
sim,glc6,21%,None,CIT,12,M3,0.04122209788276058,0.01476889492677463
sim,glc6,21%,None,CIT,12,M4,0.019976819906672747,0.007517336203897215
sim,glc6,21%,None,CIT,12,M5,0.04272577670379822,0.015622258934789652
sim,glc6,21%,None,CIT,12,M6,0.0016308224920494557,6.943238555778343e-4
sim,glc6,21%,None,CIT,24,M0,0.4518531312353604,0.07908778893049333
sim,glc6,21%,None,CIT,24,M1,0.010174522701372521,0.0011200485271392136
sim,glc6,21%,None,CIT,24,M2,0.3511791606018269,0.050811073773688493
sim,glc6,21%,None,CIT,24,M3,0.04738814983449098,0.004689011674028779
sim,glc6,21%,None,CIT,24,M4,0.04629016208507062,0.006911335321705221
sim,glc6,21%,None,CIT,24,M5,0.06495015599539178,0.023543685079740362
sim,glc6,21%,None,CIT,24,M6,0.004652575753090392,0.001677028987453286
sim,glc6,21%,None,CIT,36,M0,0.36398355146611217,0.06741178244339882
sim,glc6,21%,None,CIT,36,M1,0.010438595222420487,0.0011678871763973432
sim,glc6,21%,None,CIT,36,M2,0.39863722756875253,0.04212820895414437
sim,glc6,21%,None,CIT,36,M3,0.04200153986938299,0.002742368165785081
sim,glc6,21%,None,CIT,36,M4,0.06401399605079189,0.0063628569389747175
sim,glc6,21%,None,CIT,36,M5,0.10955186401803226,0.014157966735521214
sim,glc6,21%,None,CIT,36,M6,0.008164518268189275,0.0024099072727800466
sim,glc6,21%,None,CIT,48,M0,0.3242599250743149,0.06646181245405207
sim,glc6,21%,None,CIT,48,M1,0.010601353846211912,2.9151046815671194e-4
sim,glc6,21%,None,CIT,48,M2,0.41333771583460543,0.03656147519304677
sim,glc6,21%,None,CIT,48,M3,0.03860490118533658,0.003520528031904684
sim,glc6,21%,None,CIT,48,M4,0.07267719202496126,0.006868961667440246
sim,glc6,21%,None,CIT,48,M5,0.127116378320251,0.01773463517995819
sim,glc6,21%,None,CIT,48,M6,0.012871610377788183,0.001853278215415999
sim,glc6,0.5%,None,CIT,12,M0,0.7437950133866694,0.08937456069487015
sim,glc6,0.5%,None,CIT,12,M1,0.006647950919512247,3.390416022479768e-4
sim,glc6,0.5%,None,CIT,12,M2,0.14540712281199478,0.05374816158605118
sim,glc6,0.5%,None,CIT,12,M3,0.06728879300038959,0.009879330088119155
sim,glc6,0.5%,None,CIT,12,M4,0.012298549905422467,0.0013146834728824535
sim,glc6,0.5%,None,CIT,12,M5,0.043366562865685146,0.015053245099573632
sim,glc6,0.5%,None,CIT,12,M6,9.012975967887201e-6,9.012975967887203e-6
sim,glc6,0.5%,None,CIT,24,M0,0.6000829977000954,0.06485942561053357
sim,glc6,0.5%,None,CIT,24,M1,0.006592135082769325,7.47922116044366e-4
sim,glc6,0.5%,None,CIT,24,M2,0.1892761572703301,0.06802583698615819
